time in ms,channel 0,channel 1,channel 2,channel 3,channel 4,channel 5,channel 6,channel 7
256445,4697923,6684187,6779742,6547234,8388607,8388607,8388607,8388607
256573,4683054,6684051,6781406,6547763,8388607,8388607,8388607,8388607
256700,4684725,6683519,6781528,6547205,8388607,8388607,8388607,8388607
256833,4698789,6682544,6780917,6547086,8388607,8388607,8388607,8388607
256961,4700336,6682033,6782227,6547884,8388607,8388607,8388607,8388607
257090,4699485,6682798,6781291,6548773,8388607,8388607,8388607,8388607
257222,4696371,6681690,6781305,6547075,8388607,8388607,8388607,8388607
257354,4694474,6682040,6781007,6545837,8388607,8388607,8388607,8388607
257483,4700328,6682977,6781612,6546537,8388607,8388607,8388607,8388607
257617,4691162,6680723,6781480,6543483,8388607,8388607,8388607,8388607
257907,4679009,6701005,6800012,6562324,8388607,8388607,8388607,8388607
258088,4700159,6676597,6775748,6540106,8388607,8388607,8388607,8388607
258221,4693635,6679981,6780573,6539593,8388607,8388607,8388607,8388607
258351,4698920,6681427,6779264,6540809,8388607,8388607,8388607,8388607
258482,4697554,6680201,6779834,6538122,8388607,8388607,8388607,8388607

1006,4770550,6780423,6862213,6652769,8388607,8388607,8388607,8388607
1145,4758451,6774114,6856321,6643321,8388607,8388607,8388607,8388607
1280,4750396,6772164,6852068,6635283,8388607,8388607,8388607,8388607
1452,4745089,6765163,6846457,6624868,8388607,8388607,8388607,8388607
1570,4740037,6761698,6843585,6619227,8388607,8388607,8388607,8388607
1690,4735840,6758716,6841087,6614096,8388607,8388607,8388607,8388607
1811,4731645,6756239,6837974,6608909,8388607,8388607,8388607,8388607
1930,4727638,6752603,6835103,6604154,8388607,8388607,8388607,8388607
2099,4716195,6749004,6830310,6598477,8388607,8388607,8388607,8388607
2215,4716463,6748170,6829415,6596180,8388607,8388607,8388607,8388607
2331,4714057,6744330,6827342,6592529,8388607,8388607,8388607,8388607
2448,4711764,6741600,6826329,6589816,8388607,8388607,8388607,8388607
2571,4707933,6740188,6824187,6587501,8388607,8388607,8388607,8388607
2692,4711069,6738661,6822443,6584906,8388607,8388607,8388607,8388607
2810,4706625,6736610,6821360,6581528,8388607,8388607,8388607,8388607
3062,4699151,6737431,6821317,6581476,8388607,8388607,8388607,8388607
3185,4701444,6730251,6815652,6576913,8388607,8388607,8388607,8388607
3305,4697369,6728007,6814134,6575077,8388607,8388607,8388607,8388607
3427,4695077,6725829,6812669,6573082,8388607,8388607,8388607,8388607
3549,4696875,6726029,6812936,6572306,8388607,8388607,8388607,8388607
3669,4692143,6722366,6809778,6568683,8388607,8388607,8388607,8388607
3839,4689474,6724449,6809457,6567927,8388607,8388607,8388607,8388607
3958,4688067,6720948,6806274,6563452,8388607,8388607,8388607,8388607
4076,4687692,6720082,6805995,6561993,8388607,8388607,8388607,8388607
4197,4687421,6719221,6804935,6559443,8388607,8388607,8388607,8388607
4317,4685535,6718253,6803850,6557292,8388607,8388607,8388607,8388607
4441,4683260,6716773,6802460,6555099,8388607,8388607,8388607,8388607
4566,4681311,6712902,6801377,6551752,8388607,8388607,8388607,8388607
4689,4681412,6712108,6801540,6550845,8388607,8388607,8388607,8388607
4813,4681737,6712159,6799336,6548278,8388607,8388607,8388607,8388607
5073,4675476,6709246,6797447,6545096,8388607,8388607,8388607,8388607

1027,4740516,6752990,6835830,6621360,8388607,8388607,8388607,8388607
1150,4730624,6749322,6831759,6615574,8388607,8388607,8388607,8388607
1326,4718204,6743655,6827169,6608241,8388607,8388607,8388607,8388607
1454,4715275,6742319,6823568,6603642,8388607,8388607,8388607,8388607
1582,4711467,6740258,6820758,6597916,8388607,8388607,8388607,8388607
1708,4703527,6734608,6818193,6593465,8388607,8388607,8388607,8388607

1006,4810312,6800357,6872296,6675436,8388607,8388607,8388607,8388607
1131,4771508,6790141,6861561,6660771,8388607,8388607,8388607,8388607
1257,4774487,6794219,6868712,6664656,8388607,8388607,8388607,8388607
1388,4779449,6795936,6868917,6659315,8388607,8388607,8388607,8388607
1519,4768596,6784931,6854955,6642906,8388607,8388607,8388607,8388607
1648,4755429,6777301,6850999,6639258,8388607,8388607,8388607,8388607
1777,4756296,6777683,6852975,6636400,8388607,8388607,8388607,8388607
1906,4760641,6784809,6857824,6640654,8388607,8388607,8388607,8388607
2085,4724689,6775919,6860137,6649969,8388607,8388607,8388607,8388607
2211,4758156,6788558,6876716,6647422,8388607,8388607,8388607,8388607
2339,4748665,6787687,6878648,6641268,8388607,8388607,8388607,8388607
2472,4751068,6770010,6848862,6620121,8388607,8388607,8388607,8388607
2602,4729212,6755989,6832669,6602810,8388607,8388607,8388607,8388607
2735,4733326,6766731,6850219,6621037,8388607,8388607,8388607,8388607
2864,4742640,6764314,6842660,6603008,8388607,8388607,8388607,8388607
3131,4712599,6768703,6845547,6608413,8388607,8388607,8388607,8388607
3262,4739125,6762047,6834714,6595223,8388607,8388607,8388607,8388607
3395,4729043,6753587,6833816,6596878,8388607,8388607,8388607,8388607
3525,4736524,6757874,6834458,6599480,8388607,8388607,8388607,8388607
3657,4730339,6753537,6833766,6595591,8388607,8388607,8388607,8388607
3791,4722494,6752107,6830104,6593588,8388607,8388607,8388607,8388607
3977,4685654,6740239,6821172,6585813,8388607,8388607,8388607,8388607
4109,4722041,6746889,6823555,6588757,8388607,8388607,8388607,8388607
4240,4720565,6745884,6823904,6589121,8388607,8388607,8388607,8388607
4372,4715775,6739327,6816240,6579793,8388607,8388607,8388607,8388607
4538,4742358,6734978,6813634,6577393,8388607,8388607,8388607,8388607
4654,4728308,6742293,6820302,6581408,8388607,8388607,8388607,8388607
4773,4751688,6743388,6820424,6581611,8388607,8388607,8388607,8388607
4889,4731580,6743595,6819690,6583455,8388607,8388607,8388607,8388607
5006,4736805,6741130,6815402,6578610,8388607,8388607,8388607,8388607
5261,4696648,6754697,6832913,6591469,8388607,8388607,8388607,8388607
5383,4753066,6739526,6814713,6574329,8388607,8388607,8388607,8388607
5499,4725918,6739614,6816946,6573572,8388607,8388607,8388607,8388607
5617,4727111,6734305,6812200,6567272,8388607,8388607,8388607,8388607

361435,4628766,6586751,6682042,6465227,8388607,8388607,8388607,8388607
361556,4613757,6583579,6682987,6463418,8388607,8388607,8388607,8388607
361733,4602828,6577008,6675427,6459171,8388607,8388607,8388607,8388607
361853,4615508,6582061,6680902,6462595,8388607,8388607,8388607,8388607
361976,4618772,6582747,6681647,6464587,8388607,8388607,8388607,8388607
362099,4617972,6583378,6683107,6464847,8388607,8388607,8388607,8388607
362232,4602354,6581079,6680882,6463696,8388607,8388607,8388607,8388607
362370,4608867,6582563,6678711,6464330,8388607,8388607,8388607,8388607
362497,4600958,6582263,6682224,6462346,8388607,8388607,8388607,8388607
362627,4623250,6583384,6680530,6462505,8388607,8388607,8388607,8388607
362751,4622216,6582943,6679125,6463765,8388607,8388607,8388607,8388607
362875,4624456,6583459,6679670,6464231,8388607,8388607,8388607,8388607
363007,4617312,6581173,6678000,6463687,8388607,8388607,8388607,8388607
363137,4615248,6581143,6681029,6464155,8388607,8388607,8388607,8388607
363268,4606495,6583263,6679848,6467263,8388607,8388607,8388607,8388607
363611,4615402,6594438,6693138,6480261,8388607,8388607,8388607,8388607
363742,4627477,6585575,6682136,6471621,8388607,8388607,8388607,8388607
363871,4615634,6582004,6678826,6470624,8388607,8388607,8388607,8388607
364002,4603392,6582604,6679168,6470375,8388607,8388607,8388607,8388607
364139,4619011,6580934,6679930,6470854,8388607,8388607,8388607,8388607
364270,4600929,6582065,6679378,6473263,8388607,8388607,8388607,8388607
364402,4599615,6581906,6679234,6474692,8388607,8388607,8388607,8388607
364542,4611068,6581412,6678468,6469237,8388607,8388607,8388607,8388607
364676,4610078,6581867,6676532,6471705,8388607,8388607,8388607,8388607
364808,4609415,6581266,6676052,6472458,8388607,8388607,8388607,8388607
364937,4606751,6582414,6677377,6470299,8388607,8388607,8388607,8388607
365073,4609958,6581051,6676579,6470988,8388607,8388607,8388607,8388607
365206,4609490,6583426,6675619,6471036,8388607,8388607,8388607,8388607
365390,4603575,6577834,6670508,6468591,8388607,8388607,8388607,8388607
365524,4612646,6580016,6674998,6469331,8388607,8388607,8388607,8388607
365820,4613086,6593790,6687367,6479901,8388607,8388607,8388607,8388607
365950,4615088,6583897,6676049,6472495,8388607,8388607,8388607,8388607
366087,4616941,6581154,6674993,6469743,8388607,8388607,8388607,8388607
366224,4617063,6579827,6673530,6467316,8388607,8388607,8388607,8388607
366357,4618127,6580049,6672123,6468538,8388607,8388607,8388607,8388607
366499,4610165,6578795,6671278,6468379,8388607,8388607,8388607,8388607
366639,4604400,6579745,6673940,6469502,8388607,8388607,8388607,8388607
366781,4604995,6579805,6672942,6470291,8388607,8388607,8388607,8388607
366921,4625713,6581313,6672403,6470422,8388607,8388607,8388607,8388607
367054,4626166,6579971,6671520,6470916,8388607,8388607,8388607,8388607
367189,4629732,6581964,6672566,6469585,8388607,8388607,8388607,8388607
367372,4609652,6573396,6663084,6464517,8388607,8388607,8388607,8388607

32717,4623884,6626430,6725869,6453575,8388607,8388607,8388607,8388607
32850,4630274,6626667,6727925,6453004,8388607,8388607,8388607,8388607
32984,4630781,6627985,6726400,6456175,8388607,8388607,8388607,8388607
33120,4627341,6626651,6725964,6457217,8388607,8388607,8388607,8388607
33252,4633055,6625707,6727553,6456010,8388607,8388607,8388607,8388607
33384,4635072,6625598,6725300,6458934,8388607,8388607,8388607,8388607
33521,4628157,6624503,6723896,6458841,8388607,8388607,8388607,8388607
33690,4641835,6620184,6722048,6455154,8388607,8388607,8388607,8388607
33806,4638871,6624400,6722944,6459893,8388607,8388607,8388607,8388607
33921,4638193,6624891,6722961,6460385,8388607,8388607,8388607,8388607
34036,4640452,6623281,6723895,6459354,8388607,8388607,8388607,8388607
34160,4636542,6623109,6722041,6459544,8388607,8388607,8388607,8388607
34284,4635797,6622679,6721179,6458924,8388607,8388607,8388607,8388607
34456,4633758,6618588,6720388,6456331,8388607,8388607,8388607,8388607
34573,4643200,6620883,6721892,6457722,8388607,8388607,8388607,8388607
34838,4628781,6626273,6726507,6465789,8388607,8388607,8388607,8388607
34954,4639352,6621437,6723175,6460106,8388607,8388607,8388607,8388607
35078,4635491,6619290,6719452,6459899,8388607,8388607,8388607,8388607
35199,4647500,6619336,6719185,6460513,8388607,8388607,8388607,8388607
35320,4647147,6618968,6718008,6461054,8388607,8388607,8388607,8388607
35438,4641877,6618204,6718236,6460952,8388607,8388607,8388607,8388607
35554,4636679,6618876,6718469,6461064,8388607,8388607,8388607,8388607
35679,4634167,6617613,6716131,6462562,8388607,8388607,8388607,8388607
35800,4645403,6616944,6714686,6462930,8388607,8388607,8388607,8388607
35923,4633723,6616811,6713408,6464212,8388607,8388607,8388607,8388607
36044,4646978,6617440,6713104,6464314,8388607,8388607,8388607,8388607
36217,4626928,6612269,6710888,6461519,8388607,8388607,8388607,8388607
36342,4634051,6615960,6710866,6463778,8388607,8388607,8388607,8388607
36464,4646329,6615765,6710373,6463793,8388607,8388607,8388607,8388607
36589,4633843,6615375,6710432,6462396,8388607,8388607,8388607,8388607
36856,4629713,6619957,6716790,6468851,8388607,8388607,8388607,8388607
36977,4645594,6615885,6710986,6464307,8388607,8388607,8388607,8388607
37097,4641065,6614611,6708410,6464387,8388607,8388607,8388607,8388607
37219,4642733,6614227,6707041,6465266,8388607,8388607,8388607,8388607
37342,4642412,6614019,6706276,6466972,8388607,8388607,8388607,8388607
37467,4631092,6614194,6705889,6467752,8388607,8388607,8388607,8388607
37593,4631248,6612306,6706453,6465821,8388607,8388607,8388607,8388607
37719,4632409,6612788,6705381,6467165,8388607,8388607,8388607,8388607
37848,4633616,6613062,6704425,6466684,8388607,8388607,8388607,8388607
38023,4619210,6610544,6701079,6465041,8388607,8388607,8388607,8388607
38159,4628571,6611100,6701956,6463884,8388607,8388607,8388607,8388607
38290,4630936,6611733,6701918,6464392,8388607,8388607,8388607,8388607
38423,4631277,6612417,6700300,6464715,8388607,8388607,8388607,8388607
38548,4624751,6612610,6699993,6464651,8388607,8388607,8388607,8388607
38676,4627996,6610212,6699595,6462785,8388607,8388607,8388607,8388607

93170,4593807,6581479,6614871,6456442,8388607,8388607,8388607,8388607
93297,4586055,6580644,6613042,6455879,8388607,8388607,8388607,8388607
93425,4587437,6579459,6615409,6453064,8388607,8388607,8388607,8388607
93553,4589081,6579188,6614478,6454047,8388607,8388607,8388607,8388607
93683,4592184,6578929,6614595,6451857,8388607,8388607,8388607,8388607
93813,4594149,6579271,6614348,6451980,8388607,8388607,8388607,8388607
93944,4589835,6577845,6616064,6450877,8388607,8388607,8388607,8388607
94073,4596286,6578699,6614548,6451440,8388607,8388607,8388607,8388607
94206,4592423,6577540,6616590,6448688,8388607,8388607,8388607,8388607
94389,4588160,6576442,6615324,6446670,8388607,8388607,8388607,8388607
94521,4595409,6577680,6615308,6447690,8388607,8388607,8388607,8388607
94651,4596252,6577814,6615719,6446538,8388607,8388607,8388607,8388607
94780,4597398,6578784,6615771,6446705,8388607,8388607,8388607,8388607
94909,4597784,6577197,6617243,6444543,8388607,8388607,8388607,8388607
95044,4594050,6577268,6616937,6444270,8388607,8388607,8388607,8388607
95323,4590398,6583636,6623031,6450220,8388607,8388607,8388607,8388607
95453,4601762,6578543,6617532,6445919,8388607,8388607,8388607,8388607
95589,4595667,6576650,6617112,6443559,8388607,8388607,8388607,8388607
95731,4597637,6576115,6616208,6443536,8388607,8388607,8388607,8388607
95866,4595619,6576402,6615964,6443963,8388607,8388607,8388607,8388607
96033,4610875,6573772,6613031,6442727,8388607,8388607,8388607,8388607
96147,4603363,6576966,6616633,6444643,8388607,8388607,8388607,8388607
96318,4601285,6574979,6612431,6444306,8388607,8388607,8388607,8388607
96431,4601757,6577109,6616202,6443971,8388607,8388607,8388607,8388607
96544,4604364,6577424,6615997,6443985,8388607,8388607,8388607,8388607
96659,4607592,6577733,6613660,6444736,8388607,8388607,8388607,8388607
96774,4607087,6577577,6614197,6442398,8388607,8388607,8388607,8388607
96890,4608698,6576321,6615500,6441347,8388607,8388607,8388607,8388607
97006,4609894,6577042,6615073,6439976,8388607,8388607,8388607,8388607
97123,4609097,6576183,6613825,6439580,8388607,8388607,8388607,8388607
97391,4598296,6581287,6620384,6443098,8388607,8388607,8388607,8388607
97508,4612208,6577516,6617270,6437830,8388607,8388607,8388607,8388607
97623,4607275,6577287,6615481,6437619,8388607,8388607,8388607,8388607
97740,4606875,6576907,6615128,6437868,8388607,8388607,8388607,8388607
97855,4607143,6576306,6615757,6437496,8388607,8388607,8388607,8388607
98024,4597636,6572950,6615402,6434200,8388607,8388607,8388607,8388607
98146,4614771,6574676,6618128,6434372,8388607,8388607,8388607,8388607
98266,4614359,6575512,6618970,6434676,8388607,8388607,8388607,8388607
98388,4614814,6575239,6620144,6433830,8388607,8388607,8388607,8388607
98506,4612389,6574595,6620159,6432525,8388607,8388607,8388607,8388607
98624,4610999,6575434,6619918,6432964,8388607,8388607,8388607,8388607
98741,4610408,6575133,6619919,6432280,8388607,8388607,8388607,8388607
98867,4604634,6573448,6621088,6429843,8388607,8388607,8388607,8388607
98993,4606413,6573223,6620761,6428843,8388607,8388607,8388607,8388607
99113,4614382,6573943,6622044,6428170,8388607,8388607,8388607,8388607
99386,4603091,6579036,6628333,6432503,8388607,8388607,8388607,8388607
99510,4610967,6574162,6624602,6425910,8388607,8388607,8388607,8388607
99638,4609702,6573744,6622198,6425492,8388607,8388607,8388607,8388607
99818,4605009,6570345,6621256,6424100,8388607,8388607,8388607,8388607
99938,4614117,6573301,6623522,6424907,8388607,8388607,8388607,8388607
100063,4605910,6573033,6624192,6425068,8388607,8388607,8388607,8388607
100187,4607594,6572345,6625616,6423977,8388607,8388607,8388607,8388607
100311,4608909,6569820,6624507,6422079,8388607,8388607,8388607,8388607
100437,4608952,6572037,6624455,6425103,8388607,8388607,8388607,8388607
100561,4607389,6572485,6624466,6426107,8388607,8388607,8388607,8388607
100684,4609987,6572523,6625107,6426088,8388607,8388607,8388607,8388607
100810,4609097,6571575,6626776,6425433,8388607,8388607,8388607,8388607
100933,4613074,6571063,6626303,6425561,8388607,8388607,8388607,8388607
101062,4614497,6571064,6624809,6427274,8388607,8388607,8388607,8388607
101195,4614139,6571422,6625863,6426433,8388607,8388607,8388607,8388607
101484,4608643,6577062,6631584,6433617,8388607,8388607,8388607,8388607
101662,4611615,6569803,6623292,6426785,8388607,8388607,8388607,8388607
101794,4619708,6569471,6625734,6425406,8388607,8388607,8388607,8388607
101923,4617822,6570303,6623698,6427761,8388607,8388607,8388607,8388607

107542,4638013,6571038,6648601,6424499,8388607,8388607,8388607,8388607
107674,4632684,6569364,6649390,6421889,8388607,8388607,8388607,8388607
107806,4634841,6570042,6647886,6422753,8388607,8388607,8388607,8388607
107939,4631549,6569603,6648729,6421318,8388607,8388607,8388607,8388607
108074,4629898,6569611,6649320,6420003,8388607,8388607,8388607,8388607
108213,4631676,6569215,6648481,6419185,8388607,8388607,8388607,8388607
108346,4629791,6571073,6646649,6420088,8388607,8388607,8388607,8388607
108479,4632884,6570660,6648924,6419509,8388607,8388607,8388607,8388607
108617,4630825,6570298,6649188,6417954,8388607,8388607,8388607,8388607
108807,4626740,6569113,6644920,6418388,8388607,8388607,8388607,8388607
108940,4629176,6570568,6648563,6418181,8388607,8388607,8388607,8388607
109073,4629887,6571459,6648847,6418165,8388607,8388607,8388607,8388607
109205,4631536,6571070,6646260,6418278,8388607,8388607,8388607,8388607

1010,4615696,6622007,6653036,6482701,8388607,8388607,8388607,8388607
1183,4962606,6634982,6638024,6441105,8388607,8388607,8388607,8388607
1301,4737210,6647183,6687076,6945579,8388607,8388607,8388607,8388607
1421,4437801,6760645,6621948,6549271,8388607,8388607,8388607,8388607

1015,4630182,6671459,6658401,6523806,8388607,8388607,8388607,8388607
1133,4619505,6665528,6653421,6515709,8388607,8388607,8388607,8388607
1249,4611487,6661858,6649600,6508642,8388607,8388607,8388607,8388607
1412,4598211,6656630,6643100,6500197,8388607,8388607,8388607,8388607
1529,4597536,6654993,6641387,6494852,8388607,8388607,8388607,8388607
1645,4590368,6652631,6635015,6489459,8388607,8388607,8388607,8388607

981,4633891,6690698,6652711,6535218,8388607,8388607,8388607,8388607
1097,4621423,6684966,6648123,6528160,8388607,8388607,8388607,8388607
1216,4615429,6679943,6643498,6521106,8388607,8388607,8388607,8388607
1333,4606926,6675604,6640932,6515499,8388607,8388607,8388607,8388607
1453,4602985,6672893,6637896,6512253,8388607,8388607,8388607,8388607
1568,4595621,6671249,6634993,6506088,8388607,8388607,8388607,8388607
1687,4588769,6666467,6629357,6499450,8388607,8388607,8388607,8388607
1805,4584647,6665856,6626694,6495867,8388607,8388607,8388607,8388607
1931,4580281,6660707,6624290,6491005,8388607,8388607,8388607,8388607
2107,4572928,6660211,6621139,6487156,8388607,8388607,8388607,8388607
2226,4574609,6659638,6619392,6484551,8388607,8388607,8388607,8388607
2348,4572821,6656717,6617296,6480805,8388607,8388607,8388607,8388607

986,4638626,6697660,6659037,6550105,8388607,8388607,8388607,8388607
1109,4626030,6696014,6656580,6545734,8388607,8388607,8388607,8388607
1233,4614290,6688216,6647523,6533191,8388607,8388607,8388607,8388607

1012,4872309,6733951,6693622,6611330,8388607,8388607,8388607,8388607
1140,4726712,6709184,6685411,6597486,8388607,8388607,8388607,8388607
1264,4725920,6709612,6657565,6553739,8388607,8388607,8388607,8388607
1390,4694141,6686185,6636211,6543551,8388607,8388607,8388607,8388607
1513,4732454,6729015,6669143,6570530,8388607,8388607,8388607,8388607
1687,4694822,6706681,6647781,6557879,8388607,8388607,8388607,8388607
1815,4729753,6712724,6657266,6564407,8388607,8388607,8388607,8388607
1943,4764728,6734394,6675470,6585253,8388607,8388607,8388607,8388607
2071,4717389,6690087,6631736,6549242,8388607,8388607,8388607,8388607
2195,4672012,6682465,6624785,6540089,8388607,8388607,8388607,8388607
2321,4664019,6679480,6615763,6531542,8388607,8388607,8388607,8388607
2445,4682152,6695912,6626040,6547697,8388607,8388607,8388607,8388607
2569,4675954,6693806,6621366,6545257,8388607,8388607,8388607,8388607
2696,4703373,6697321,6625616,6547638,8388607,8388607,8388607,8388607
2827,4685320,6685751,6611557,6543432,8388607,8388607,8388607,8388607
3093,4655757,6727450,6651040,6580008,8388607,8388607,8388607,8388607
3223,4710678,6699164,6616294,6549904,8388607,8388607,8388607,8388607
3355,4704353,6686876,6604368,6540069,8388607,8388607,8388607,8388607
3542,4630809,6675180,6594526,6534534,8388607,8388607,8388607,8388607
3679,4643858,6662943,6578880,6519017,8388607,8388607,8388607,8388607
3814,4635538,6664052,6577533,6520717,8388607,8388607,8388607,8388607
3948,4654175,6674746,6585568,6531320,8388607,8388607,8388607,8388607
4078,4665266,6670947,6583587,6528194,8388607,8388607,8388607,8388607
4212,4648958,6672120,6580184,6519839,8388607,8388607,8388607,8388607
4346,4649983,6671494,6578113,6525725,8388607,8388607,8388607,8388607
4476,4660899,6671290,6570645,6513635,8388607,8388607,8388607,8388607
4614,4663507,6672176,6573949,6520211,8388607,8388607,8388607,8388607
4744,4660968,6669050,6567763,6509323,8388607,8388607,8388607,8388607
4889,4629960,6663224,6560359,6510489,8388607,8388607,8388607,8388607
5020,4656519,6667783,6565577,6511930,8388607,8388607,8388607,8388607
5289,4621882,6700236,6598987,6549275,8388607,8388607,8388607,8388607
5474,4585992,6650647,6545830,6497305,8388607,8388607,8388607,8388607
5610,4625640,6661620,6557225,6509448,8388607,8388607,8388607,8388607
5741,4660575,6666462,6556404,6504464,8388607,8388607,8388607,8388607
5875,4636931,6660166,6555098,6505617,8388607,8388607,8388607,8388607
6008,4631937,6662315,6546274,6500165,8388607,8388607,8388607,8388607
6180,4710555,6644172,6533347,6485209,8388607,8388607,8388607,8388607
6299,4728966,6660664,6545844,6496695,8388607,8388607,8388607,8388607
6420,4737421,6662908,6546595,6497503,8388607,8388607,8388607,8388607
6541,4740452,6664090,6543343,6494545,8388607,8388607,8388607,8388607
6660,4725462,6665488,6543515,6495461,8388607,8388607,8388607,8388607
6775,4679126,6667153,6541839,6495384,8388607,8388607,8388607,8388607
6893,4713742,6665855,6538383,6494045,8388607,8388607,8388607,8388607
7008,4675365,6665677,6537308,6496563,8388607,8388607,8388607,8388607
7180,4648309,6645737,6523600,6479314,8388607,8388607,8388607,8388607
7439,4601435,6682371,6557585,6511419,8388607,8388607,8388607,8388607
7560,4741411,6670194,6537031,6490724,8388607,8388607,8388607,8388607
7679,4700075,6662258,6528771,6483051,8388607,8388607,8388607,8388607
7793,4648917,6664252,6527647,6486539,8388607,8388607,8388607,8388607

24081,4647572,6622110,6405885,6466338,8388607,8388607,8388607,8388607
24207,4645249,6618367,6404652,6460090,8388607,8388607,8388607,8388607
24329,4614331,6615787,6404570,6466034,8388607,8388607,8388607,8388607
24452,4610129,6619064,6403792,6468092,8388607,8388607,8388607,8388607
24576,4616950,6620223,6406378,6473665,8388607,8388607,8388607,8388607
24698,4612131,6617248,6398846,6468969,8388607,8388607,8388607,8388607
24826,4651980,6617528,6401401,6465858,8388607,8388607,8388607,8388607
24947,4627878,6615479,6403384,6468646,8388607,8388607,8388607,8388607
25076,4613396,6619742,6403723,6472624,8388607,8388607,8388607,8388607
25205,4633667,6617551,6400041,6465832,8388607,8388607,8388607,8388607
25381,4598016,6599873,6380931,6456317,8388607,8388607,8388607,8388607
25501,4629435,6613945,6394387,6462701,8388607,8388607,8388607,8388607
25632,4621682,6613461,6396565,6463482,8388607,8388607,8388607,8388607
25765,4619248,6608449,6393769,6461667,8388607,8388607,8388607,8388607

27582,4644659,6612695,6389871,6462301,8388607,8388607,8388607,8388607
27711,4602358,6612619,6391961,6463722,8388607,8388607,8388607,8388607
27850,4624111,6612369,6390400,6463156,8388607,8388607,8388607,8388607
27981,4608729,6607914,6392415,6458801,8388607,8388607,8388607,8388607
28114,4598778,6609604,6389455,6462438,8388607,8388607,8388607,8388607
28253,4630913,6604248,6383856,6457071,8388607,8388607,8388607,8388607
28383,4622690,6609056,6389306,6454679,8388607,8388607,8388607,8388607
28524,4613177,6602149,6383401,6451638,8388607,8388607,8388607,8388607
28709,4606793,6597084,6376956,6450973,8388607,8388607,8388607,8388607
28840,4451243,6465148,6260010,6350343,8388607,8388607,8388607,8388607
28966,4365160,6425521,6221281,6306160,8388607,8388607,8388607,8388607
29100,4724342,6516433,6016585,6395227,8388607,8388607,8388607,8388607

2602332,4589037,6558861,6418867,6506878,8388607,8388607,8388607,8388607
2602511,4558886,6543960,6409237,6501851,8388607,8388607,8388607,8388607
2602641,4574657,6547482,6413569,6504844,8388607,8388607,8388607,8388607
2602774,4562817,6548994,6413352,6505484,8388607,8388607,8388607,8388607
2602903,4562966,6550155,6417385,6506498,8388607,8388607,8388607,8388607
2603035,4578797,6551782,6416898,6508704,8388607,8388607,8388607,8388607
2603165,4575709,6549712,6417756,6509048,8388607,8388607,8388607,8388607
2603300,4564217,6547808,6415315,6505855,8388607,8388607,8388607,8388607
2603429,4577759,6549213,6416135,6508995,8388607,8388607,8388607,8388607
2603558,4574777,6552708,6416543,6507180,8388607,8388607,8388607,8388607
2603695,4569329,6548787,6414023,6507631,8388607,8388607,8388607,8388607
2603830,4563153,6549159,6415138,6508646,8388607,8388607,8388607,8388607
2603964,4567041,6549810,6416757,6508403,8388607,8388607,8388607,8388607
2604095,4579239,6552894,6419036,6512312,8388607,8388607,8388607,8388607
2604280,4543089,6543615,6412271,6505654,8388607,8388607,8388607,8388607
2604581,4555666,6568048,6437929,6527434,8388607,8388607,8388607,8388607
2604716,4570826,6554490,6421996,6515310,8388607,8388607,8388607,8388607
2604847,4576568,6549486,6416997,6509478,8388607,8388607,8388607,8388607
2604980,4576578,6550128,6417394,6508911,8388607,8388607,8388607,8388607
2605152,4608190,6541266,6407947,6502552,8388607,8388607,8388607,8388607
2605264,4620489,6551935,6421082,6510350,8388607,8388607,8388607,8388607
2605379,4592162,6553728,6420130,6511805,8388607,8388607,8388607,8388607
2605496,4607065,6554750,6418504,6511837,8388607,8388607,8388607,8388607
2605610,4590333,6554606,6421287,6515208,8388607,8388607,8388607,8388607
2605726,4603372,6552988,6417717,6510350,8388607,8388607,8388607,8388607
2605842,4591976,6554033,6419484,6510646,8388607,8388607,8388607,8388607
2605958,4592865,6555066,6417844,6511739,8388607,8388607,8388607,8388607
2606124,4541499,6545080,6415502,6506076,8388607,8388607,8388607,8388607
2606242,4597788,6553804,6417640,6509339,8388607,8388607,8388607,8388607
2606358,4585483,6554348,6417762,6510834,8388607,8388607,8388607,8388607
2606641,4559521,6570140,6436217,6526618,8388607,8388607,8388607,8388607
2606759,4598463,6558590,6420921,6513836,8388607,8388607,8388607,8388607
2606876,4586762,6555656,6416508,6510930,8388607,8388607,8388607,8388607
2606998,4599908,6552828,6416741,6510011,8388607,8388607,8388607,8388607
2607121,4571440,6552624,6417856,6509544,8388607,8388607,8388607,8388607
2607241,4597038,6553516,6418368,6508501,8388607,8388607,8388607,8388607
2607359,4589283,6555241,6417582,6509517,8388607,8388607,8388607,8388607
2607479,4599917,6552766,6416891,6508089,8388607,8388607,8388607,8388607
2607599,4600086,6553629,6417796,6507897,8388607,8388607,8388607,8388607
2607719,4594656,6553628,6417202,6507434,8388607,8388607,8388607,8388607
2607893,4546597,6545539,6409663,6502462,8388607,8388607,8388607,8388607
2608012,4588112,6552279,6414062,6506554,8388607,8388607,8388607,8388607
2608135,4571864,6551883,6414428,6506077,8388607,8388607,8388607,8388607
2608257,4601596,6552259,6416105,6505840,8388607,8388607,8388607,8388607
2608377,4590688,6552216,6415773,6505234,8388607,8388607,8388607,8388607
2608670,4560993,6567222,6432814,6522043,8388607,8388607,8388607,8388607
2608795,4580269,6553796,6416699,6508189,8388607,8388607,8388607,8388607
