time in ms,channel 0,channel 1,channel 2,channel 3,channel 4,channel 5,channel 6,channel 7
14095,398903,2552048,2324449,2482552,1193435,981639,1577157,1290681
14218,402293,2549076,2325674,2481757,1189523,986651,1575185,1294251
14342,398844,2546885,2326768,2481033,1187719,993529,1578869,1294006
14462,405228,2547327,2328219,2482460,1184636,1000216,1585260,1290592
14584,408566,2548319,2329195,2484433,1176772,1003653,1592205,1285869
14707,401870,2550630,2331123,2486777,1171592,999714,1599193,1283044
14831,403360,2552575,2332746,2488704,1167694,992754,1601657,1280641
14955,402295,2555345,2335070,2491349,1163889,987556,1598429,1280291
15078,405192,2557491,2337119,2494484,1162266,983071,1594121,1281739
15208,408320,2559009,2338081,2495886,1165016,978687,1591037,1280529
15386,401694,2562552,2339067,2494538,1169963,974129,1587104,1275785
15653,404540,2569595,2347028,2501573,1177545,973951,1580685,1271734
15776,408319,2566396,2344361,2500627,1178465,968707,1574444,1271116
15899,410240,2567541,2344735,2500705,1180854,968094,1570541,1276711
16027,413489,2570333,2346011,2499912,1177198,970537,1567552,1277134
16152,414836,2573006,2345044,2502226,1174164,971693,1573420,1277460
16279,419935,2578837,2343271,2506133,1167992,970206,1580426,1281299
16412,421357,2580431,2341553,2507026,1162742,970011,1582883,1282755
16541,419379,2578747,2341973,2504769,1162317,972925,1581820,1295527
16670,413993,2577895,2340893,2501398,1161210,979269,1581745,1304271
16799,408919,2582482,2340092,2498005,1158171,989565,1582377,1303754
16934,403913,2583717,2338437,2496714,1163163,997464,1585553,1295188
17065,403002,2582986,2335833,2494954,1165664,998103,1586090,1287718
17246,399355,2577315,2334931,2490102,1159517,989432,1580162,1279641
17380,399607,2574534,2336241,2489851,1155493,980779,1576640,1273401
17509,407781,2570766,2336384,2489174,1152534,977374,1575165,1266783
17777,408943,2574691,2341469,2494204,1151263,986633,1574526,1254265
17909,412377,2568971,2338073,2491491,1146790,982054,1576558,1245146
18042,407288,2562904,2336628,2491587,1147748,978787,1578439,1236317
18181,406787,2559082,2336124,2493288,1146124,973471,1579732,1230547
18313,405694,2558768,2335123,2496408,1148047,969363,1581130,1226209
18443,407503,2562308,2334844,2498502,1149804,966930,1579928,1221846
18573,409074,2559522,2332489,2497117,1150765,965185,1576910,1218331
18707,410883,2559225,2329964,2495346,1149399,966415,1574508,1216321
18838,415389,2561575,2328902,2501151,1149121,973974,1571683,1214539
18972,414018,2562370,2325691,2504610,1148095,977601,1568940,1216357
19163,412150,2560770,2321932,2497708,1152800,973809,1568530,1221667
19302,407606,2561313,2321632,2485842,1154284,971527,1571596,1227360
19441,401553,2560375,2322296,2476655,1153452,969009,1572479,1229432
19618,406342,2552915,2318597,2469633,1158263,964874,1572013,1230020
19734,403144,2550658,2319400,2468522,1164357,964376,1571869,1233379
19990,389934,2548130,2322433,2468155,1180194,968059,1568326,1240443
20107,401361,2544446,2319882,2465684,1186902,964875,1565292,1241810
20221,396881,2542458,2319902,2465520,1193302,963660,1564804,1241506
20342,407735,2541085,2319932,2463010,1195600,962691,1563812,1239541
20460,405464,2538581,2320508,2459978,1196913,964226,1561684,1237378
20580,407620,2535163,2318793,2456168,1199876,966294,1560627,1235301
20697,402234,2533101,2317285,2455824,1202145,971837,1561714,1235116

1085,1047893,3165407,2949627,3113337,1813102,1605912,2244536,1929997
1200,1049769,3162042,2949560,3112225,1820184,1600861,2243261,1930925
1318,1048899,3161698,2949565,3110297,1826149,1594180,2240120,1935331
1438,1049329,3166652,2952675,3107184,1830326,1589649,2236590,1937905
1556,1047765,3170162,2956855,3107461,1838335,1587429,2234440,1936221
1677,1051926,3169611,2958988,3106147,1840813,1583698,2230138,1933585
1795,1052651,3170143,2961219,3104347,1843666,1581455,2225738,1931592
1917,1053419,3168883,2963445,3102863,1851964,1579447,2221450,1928676
2040,1042504,3167968,2964586,3103165,1851934,1577829,2217171,1926221
2164,1040420,3169911,2966345,3102897,1847559,1578329,2215281,1924292
2283,1045103,3169464,2966705,3101173,1844864,1581443,2213405,1922227
2403,1045327,3170300,2965903,3099302,1842499,1586342,2212558,1918430
2528,1041022,3172245,2965961,3102058,1840481,1588818,2213219,1915812
2707,1038537,3172405,2965512,3105665,1834992,1590275,2214285,1912709
2827,1043298,3175144,2964794,3108266,1833276,1593065,2216996,1910811
3088,1032503,3184753,2965795,3116267,1840822,1599824,2223321,1906085
3218,1039455,3181381,2960300,3111815,1841707,1597410,2220120,1902668
3343,1033803,3182266,2960542,3110876,1843274,1596115,2220525,1905190
3468,1032841,3183066,2961038,3107810,1842152,1594221,2219389,1907152
3591,1031700,3182827,2959042,3106823,1843134,1597945,2219503,1907162
3719,1031869,3180883,2957222,3105950,1845758,1601673,2217331,1905643
3844,1030971,3178787,2957347,3103105,1844534,1601179,2217007,1905422
3969,1030357,3178156,2960557,3100743,1837926,1599472,2217324,1907422
4096,1032957,3177531,2961789,3098151,1831242,1598017,2218019,1911206
4223,1032655,3177684,2961541,3098074,1824957,1596368,2220057,1913771
4348,1029454,3177057,2962171,3099670,1821855,1597545,2223680,1916222
4529,1032385,3172983,2961245,3098581,1823026,1604413,2225604,1914455
4658,1031780,3173699,2961806,3100238,1826875,1606471,2227570,1912144
4785,1029847,3175284,2961983,3100240,1828458,1608528,2229514,1909422
4911,1028647,3175962,2961970,3100016,1829186,1610830,2231145,1910865
5174,1030542,3182411,2969769,3103676,1831445,1608683,2232172,1916223
5301,1035761,3179700,2968604,3099462,1830134,1601449,2223691,1915245
5431,1038584,3178100,2970139,3097990,1833333,1598242,2217034,1915958
5563,1040291,3175472,2970564,3097803,1835494,1595885,2211414,1917187
5694,1041561,3174941,2971807,3097408,1837269,1593662,2208619,1921544
5827,1040251,3177865,2973688,3097284,1834565,1592009,2206863,1925807
5958,1041939,3181045,2974736,3097905,1832386,1593087,2207238,1928145
6089,1042832,3184575,2977529,3099980,1830153,1593636,2206776,1927550
6219,1044316,3187317,2977999,3101054,1829546,1593323,2206467,1925831
6412,1036389,3189397,2974776,3102166,1827578,1593840,2208418,1918822
6548,1038233,3193421,2974089,3099688,1817372,1596237,2210499,1908909
6682,1038422,3194336,2975056,3099889,1813722,1598728,2213348,1899032
6817,1037193,3191146,2973532,3101301,1814079,1599249,2215752,1892057
6951,1037982,3190816,2968936,3102229,1817845,1599791,2215349,1888614
7080,1038271,3188378,2967131,3101953,1822034,1600341,2215783,1887989
7349,1032586,3191714,2969469,3104135,1824890,1607956,2220397,1890096
7482,1035368,3184659,2965848,3100686,1819480,1603072,2218002,1887935
7614,1035887,3178884,2962892,3098332,1814697,1600518,2219012,1886294
7749,1033295,3177444,2961325,3095758,1812349,1601084,2217356,1887606
7885,1031884,3175141,2959555,3095682,1811209,1602000,2213823,1892381
8053,1042564,3171023,2957925,3099524,1810327,1598982,2208819,1899523
8169,1038982,3171674,2960626,3105343,1812904,1603801,2208846,1902935
8337,1032226,3169369,2960860,3099372,1809601,1604524,2207245,1903552
8459,1048596,3169522,2963374,3096969,1809734,1603646,2209819,1907415
8578,1049549,3168091,2964684,3096762,1811310,1601642,2213661,1911306
8693,1043415,3168126,2965228,3096560,1816123,1600758,2217422,1915397
8814,1049271,3168574,2964017,3095171,1819933,1601923,2219830,1919922
8927,1040088,3169558,2964528,3094681,1822905,1606607,2218863,1923084
9044,1043405,3170946,2964458,3094572,1821966,1609205,2215651,1923131
9162,1043746,3170779,2962976,3093092,1820013,1611028,2213758,1921117
9419,1034922,3174039,2965975,3097979,1828416,1612655,2219877,1921693
9534,1041379,3172566,2962908,3096529,1825158,1607897,2220190,1921353
9656,1048496,3172075,2964272,3098726,1827877,1605187,2222801,1924522
9775,1044522,3171968,2965115,3100125,1835455,1602410,2224902,1926924
9896,1044889,3171143,2963069,3099968,1842859,1599563,2227608,1929219
10071,1030350,3168080,2958137,3098031,1846410,1598745,2230213,1929805
10190,1039390,3168133,2959564,3098742,1845728,1602588,2231169,1931681
10316,1034347,3166896,2960695,3098465,1843210,1607266,2230568,1931471
10436,1040729,3166838,2962251,3095373,1842446,1608985,2233123,1931839
10556,1040687,3165690,2966361,3091446,1841815,1607681,2234806,1932085
10676,1039689,3162949,2968556,3090001,1839847,1605845,2235124,1931612
10797,1039619,3163582,2969548,3091392,1838187,1604458,2234744,1929615
10922,1034127,3163400,2970303,3092155,1835728,1605052,2237285,1926068
11042,1041429,3162603,2969692,3091929,1832565,1604132,2239768,1923503
11168,1036466,3161343,2969361,3091291,1830488,1603670,2242699,1919442
11440,1032857,3166911,2974172,3092911,1830778,1605084,2250661,1917033
11560,1040241,3164595,2972588,3090205,1827001,1601475,2246622,1912653
11683,1032553,3165064,2974115,3091461,1826523,1603062,2242783,1910565
11860,1026950,3168398,2974538,3093250,1825417,1602671,2236056,1910627
11985,1032294,3171071,2975242,3098323,1826327,1605280,2233707,1916597
12112,1037288,3170937,2974866,3101047,1827216,1608355,2231772,1924376
12238,1036387,3168905,2974791,3101500,1828124,1607634,2229474,1931012
12365,1039096,3167630,2975836,3103367,1829585,1605074,2226436,1934946
12492,1039918,3168917,2976692,3106571,1832692,1602906,2224115,1934296
12619,1040095,3170079,2977021,3108922,1834878,1601677,2222748,1932440
12748,1039721,3173149,2976557,3111469,1835108,1601194,2222380,1929874
12872,1038575,3177769,2973233,3112073,1835247,1603878,2221285,1929390
13000,1041080,3178248,2967247,3111767,1832545,1604312,2217879,1927501
13128,1042541,3177468,2964094,3111989,1829892,1605922,2215125,1924261
13257,1043840,3176222,2963278,3112336,1827398,1610071,2214282,1923575
13537,1036834,3174185,2969227,3111091,1824879,1625287,2216149,1923797
13722,1030783,3165543,2964222,3101184,1815719,1623069,2212449,1921564
13852,1037258,3163740,2964195,3097969,1812474,1620986,2216611,1924281
13983,1036244,3162513,2963112,3096599,1809986,1617223,2224170,1927377
14111,1036295,3163315,2961998,3097040,1809236,1614212,2230493,1931878
14243,1034730,3164491,2960326,3096440,1810004,1612675,2232801,1940087
14375,1034955,3164810,2959251,3096262,1813277,1610554,2231330,1946535
14504,1036673,3164461,2958044,3095627,1818241,1609686,2229044,1950084
14635,1036178,3162205,2958010,3094841,1819094,1608286,2227043,1954561
14768,1036271,3160582,2959623,3092711,1818186,1607272,2226420,1959703
14902,1034465,3161210,2964310,3091864,1815620,1607142,2224896,1960485
15034,1037435,3162937,2968510,3090160,1811766,1604450,2222120,1954244
15167,1036999,3162222,2972340,3088752,1810932,1601749,2220132,1944290
15304,1034698,3160426,2975117,3087745,1810559,1599012,2218769,1935557
15488,1030584,3161146,2976750,3087872,1811101,1598573,2218969,1931742
15770,1034335,3176349,2980473,3097454,1817090,1607230,2220739,1923360
15904,1040130,3176688,2974693,3092861,1814365,1608439,2216837,1915385
16038,1040382,3180269,2972420,3092785,1815124,1613252,2215120,1910098
16172,1040116,3181616,2970986,3095475,1816498,1621050,2214807,1908353
16342,1048750,3182506,2969753,3098157,1817865,1622704,2214318,1907018
16463,1050486,3183790,2969137,3101863,1821670,1625178,2217991,1909068
16581,1048197,3183846,2967142,3104604,1823653,1629182,2221871,1909850
16696,1044308,3183530,2963987,3106086,1825119,1630296,2223588,1909713
16811,1045184,3182016,2960677,3106316,1826985,1627900,2226690,1909477
16930,1052151,3181147,2959928,3106936,1828671,1622527,2229304,1907679
17049,1051400,3179308,2958645,3106280,1831879,1616642,2229668,1905950
17165,1044492,3178674,2959320,3106021,1834137,1612948,2228488,1904413
17340,1036430,3176323,2961105,3101242,1831286,1613041,2222234,1901848
17458,1049359,3175537,2963080,3100248,1828517,1614579,2220059,1901421
17575,1048364,3172644,2963071,3098409,1823897,1613695,2218288,1900533
17840,1039085,3171279,2969477,3101509,1820015,1618652,2224825,1902827
17957,1044293,3167009,2966449,3097657,1814973,1619010,2223800,1901257
18083,1039484,3166373,2965638,3093684,1813579,1621488,2226077,1905484
18204,1041473,3169030,2967586,3091241,1813605,1622622,2229124,1914596
18322,1041550,3170687,2969634,3089445,1812195,1619350,2232296,1925403
18443,1043417,3170945,2970370,3089163,1810677,1615685,2236529,1931191
18565,1043684,3171474,2971028,3090287,1808990,1614947,2241271,1933347
18684,1042842,3170270,2970015,3090812,1806792,1615398,2242201,1934223
18807,1045179,3170160,2969062,3092357,1805582,1613881,2239182,1935486
18930,1039146,3169990,2969257,3093242,1805862,1610253,2235780,1939118
19105,1030939,3169553,2972031,3093087,1805367,1604621,2236598,1945570
19230,1036606,3171284,2975062,3094931,1807591,1602243,2237849,1951167
19356,1036555,3171007,2975613,3093272,1808593,1601118,2238167,1954520
19476,1043702,3170700,2976842,3092037,1812118,1601269,2236286,1955990
19605,1043395,3169651,2976147,3090532,1816556,1602275,2235014,1956197
19877,1042260,3173612,2980639,3097714,1824690,1608357,2238908,1960239
20000,1046634,3173880,2979422,3095247,1823306,1608392,2236056,1957054
20131,1048307,3176325,2979850,3095451,1824957,1609973,2232670,1952509
20257,1044669,3178813,2978833,3096061,1827136,1608504,2230141,1944446
20383,1044338,3180119,2977955,3096168,1827629,1604530,2227378,1932238
20509,1041138,3182187,2977904,3098673,1827842,1600126,2228175,1925227
20633,1040978,3183509,2977080,3101416,1826703,1596520,2229308,1918940
20760,1042525,3184567,2976162,3103573,1824898,1594183,2228144,1914120
20943,1038377,3184914,2973820,3106397,1825599,1594635,2230596,1907470
21070,1042320,3187108,2974102,3108228,1825701,1597106,2232020,1903372
21199,1046656,3186593,2975044,3110179,1824819,1601773,2233598,1900549
21324,1043794,3183917,2975353,3110435,1821643,1607393,2234564,1898836
21451,1042951,3181432,2976256,3110340,1818649,1611770,2236152,1897903
21585,1042085,3177239,2975572,3110826,1815959,1612873,2237017,1899009
21724,1040443,3174015,2974302,3111180,1815044,1611431,2239263,1905567
22006,1037151,3176225,2976776,3116014,1816331,1612718,2245120,1924139
22135,1042654,3172624,2972412,3111426,1813986,1608668,2245831,1921952
22267,1040836,3172101,2969803,3110516,1813834,1604997,2246078,1918619
22409,1039954,3172039,2965850,3110927,1816143,1604899,2241837,1914690
22547,1040989,3173627,2963843,3111028,1819847,1609470,2236018,1912684
22680,1037421,3175491,2961904,3107931,1823711,1612198,2231075,1911431
22866,1033191,3176609,2958302,3104334,1824537,1610312,2227941,1911451
23002,1036096,3177184,2957071,3102992,1824171,1609365,2227945,1911176
23134,1037138,3179239,2958718,3103693,1828088,1609526,2229691,1910550
23266,1036636,3178636,2959730,3102826,1826098,1612774,2230848,1910457
23398,1037323,3178858,2961030,3102517,1821225,1615912,2229201,1909936
23533,1034964,3179356,2964076,3102317,1817322,1617729,2227854,1910281
23668,1036469,3179788,2965901,3102564,1816844,1619088,2227673,1909919
23804,1036384,3179384,2966968,3102781,1819933,1619558,2229147,1909222
23938,1038713,3179444,2969037,3104411,1824852,1621843,2231556,1906033
24219,1038361,3182452,2976902,3108451,1824319,1625041,2235095,1905986
24351,1044779,3179041,2973415,3103693,1817115,1620899,2233036,1903953
24523,1050117,3176919,2970114,3101056,1816069,1616508,2233067,1905605
24643,1050803,3180040,2969876,3103351,1822453,1618468,2233467,1910296
24816,1036561,3182218,2966807,3102857,1824160,1615172,2231175,1914750
24930,1043275,3183648,2965845,3104354,1826308,1613361,2232260,1915754

978,2370820,4436981,4227905,4357902,3122321,2896243,3520513,3214614
1100,2366347,4431330,4225581,4356559,3121966,2894148,3515620,3219839
1218,2361330,4429115,4225602,4358543,3118850,2892386,3511360,3225697
1333,2354671,4427819,4224922,4358320,3119986,2892716,3508370,3230978
1451,2356978,4430294,4226353,4362012,3124316,2891996,3506791,3232253
1567,2352137,4428102,4228617,4358287,3126037,2890330,3509441,3228442
1684,2350929,4425552,4231548,4354509,3126993,2888389,3509680,3225067
1805,2354648,4423578,4230577,4353061,3131933,2888076,3508960,3222702
1923,2348364,4424294,4228207,4353729,3130992,2889199,3507498,3223351
2051,2349741,4425631,4226263,4352432,3129651,2891294,3509464,3226926
2219,2341649,4422430,4226602,4351028,3130817,2894094,3514752,3228794
2339,2349492,4423426,4227551,4349170,3133260,2893773,3520357,3232759
2459,2348860,4423794,4227149,4347037,3134329,2893919,3521455,3236779
2580,2349315,4424772,4228255,4344778,3133133,2894134,3519567,3238066
2701,2351261,4422538,4230262,4344393,3131561,2894703,3517639,3237002
2958,2342522,4432004,4236261,4350031,3142596,2899698,3526283,3241843
3080,2353333,4432596,4234689,4350109,3145111,2895735,3525638,3238220
3204,2346164,4427872,4234707,4349096,3146995,2894646,3527241,3237452
3329,2345955,4424985,4235012,4347054,3143290,2895420,3528467,3236490
3457,2347918,4422598,4237236,4348939,3138607,2896954,3528612,3236472
3580,2351330,4423334,4244673,4349902,3136852,2898381,3527454,3234535
3709,2351329,4423427,4248399,4348697,3139489,2899746,3525286,3233160
3833,2350792,4426393,4248669,4348993,3141469,2898410,3522523,3231685
4013,2350357,4430464,4246194,4352895,3142140,2895320,3521753,3230404
4144,2354773,4431116,4243597,4354323,3141624,2894704,3521724,3231208
4268,2354537,4431583,4242410,4354020,3139570,2895564,3521109,3231798
4396,2359206,4430384,4244921,4354487,3135850,2896323,3519598,3231525
4521,2357396,4432025,4248284,4355967,3134347,2897351,3517932,3233945
4646,2355245,4432914,4248733,4356163,3137335,2896739,3519577,3236924
4771,2353436,4436500,4247191,4358063,3136410,2894990,3522788,3238317
5035,2351933,4445649,4253791,4364106,3136504,2897561,3529466,3246298
5163,2355062,4442295,4248437,4358662,3132228,2896077,3525941,3244303
5288,2349121,4444415,4246764,4358809,3131178,2898819,3522338,3242222
5416,2349827,4441747,4245111,4362001,3129802,2900613,3519104,3242765
5543,2347206,4441271,4242414,4364673,3130231,2900538,3519120,3244662
5671,2345600,4439684,4239658,4364861,3131106,2899145,3521165,3245583
5855,2339108,4437865,4237405,4363304,3130512,2895417,3523738,3249845
5993,2343074,4435265,4236427,4360729,3131991,2893391,3524327,3252605
6124,2345617,4434203,4235673,4359098,3133769,2894728,3522013,3253992
6255,2345966,4433327,4235369,4357090,3136291,2894954,3518966,3255164
6388,2343479,4432753,4237460,4357014,3138615,2895267,3516893,3250266
6528,2344666,4429631,4238910,4354182,3138150,2895350,3515536,3240823
6663,2341672,4430516,4239063,4356392,3138236,2894468,3514261,3236270
6795,2344865,4435571,4238858,4356860,3137339,2893829,3512823,3232897
6927,2344171,4438434,4237670,4356479,3129867,2894783,3513083,3230213
7199,2340054,4440021,4241853,4361298,3122680,2899378,3514052,3228706
7332,2342199,4434476,4236150,4357468,3117807,2895807,3512054,3221875
7463,2341862,4433941,4234254,4356282,3117008,2895283,3511278,3214952
7597,2340219,4433812,4234576,4356813,3117040,2896302,3511025,3213562
7791,2334320,4431323,4234177,4356093,3116833,2895067,3512062,3210468
7925,2339027,4432416,4237007,4355922,3117784,2893203,3514018,3206769
8059,2340317,4435398,4237309,4355344,3117063,2890728,3513129,3201537
8192,2339644,4438614,4238976,4356661,3115511,2889229,3511423,3196662
8324,2341026,4439972,4238491,4357419,3114058,2889835,3509078,3194188
8456,2341600,4441311,4237942,4357637,3113513,2890006,3506901,3191099
8632,2349484,4441988,4235920,4357750,3108341,2889165,3506726,3184346
8750,2349259,4441482,4236441,4359982,3107678,2891864,3507719,3186700
8865,2346425,4442476,4235712,4360234,3108215,2893793,3507403,3185683
8983,2348746,4441686,4234274,4359689,3106805,2893383,3506085,3183107
9103,2352296,4440662,4234515,4357637,3107641,2892450,3504568,3178680
9364,2338272,4441133,4239201,4357880,3110559,2895015,3507446,3180489
9487,2343612,4436802,4236271,4354424,3107512,2891673,3503106,3180404
9656,2340444,4433466,4235079,4350937,3106202,2890116,3501584,3176916
9772,2347343,4434600,4235750,4351204,3105588,2890614,3502769,3173246
9891,2349996,4436952,4236262,4352414,3103569,2889744,3502450,3170500
10008,2349324,4437735,4234735,4352802,3103407,2888463,3501161,3168112
10133,2345812,4437097,4232862,4354040,3103424,2886997,3500972,3168152
10250,2347745,4436998,4232509,4356711,3103182,2886023,3500369,3169233
10378,2346907,4436580,4230900,4356932,3103140,2884671,3499907,3171499
10496,2347112,4435216,4230202,4355851,3104922,2886817,3499128,3171088
10618,2349104,4434095,4228985,4354734,3105595,2889672,3499181,3169245
10741,2342547,4433852,4228792,4354974,3104579,2890669,3497924,3169249
10866,2342541,4432826,4228584,4353124,3106229,2889853,3496650,3167918
10987,2348797,4432206,4228702,4352654,3106864,2889100,3496478,3168352
11108,2349711,4433302,4228211,4350573,3108052,2886513,3496176,3167512
11431,2339497,4435464,4232920,4351470,3111478,2885343,3498643,3171993
11557,2342556,4430495,4229069,4348182,3110257,2880872,3497713,3170399
11679,2347442,4429746,4228016,4347777,3110588,2881751,3500376,3170380
11801,2342201,4428825,4228006,4347520,3111463,2887200,3502053,3170286
11927,2339797,4426588,4227240,4346661,3111246,2888479,3501154,3169483
12054,2339637,4427751,4227975,4349651,3112915,2889552,3502184,3170841
12179,2341418,4427835,4227998,4350595,3113492,2891230,3502908,3174277
12308,2342224,4427346,4228836,4350719,3114990,2890677,3503113,3170526
12435,2340312,4427597,4229076,4351332,3116287,2890550,3502622,3167869
12560,2342603,4428123,4229677,4353027,3118805,2890171,3501231,3168617
12688,2343438,4426468,4228244,4351483,3121620,2887857,3502291,3168279
12815,2344880,4426668,4229028,4351310,3121315,2888225,3501805,3168605
12942,2342094,4427827,4227867,4350930,3118104,2889360,3501239,3169384
13125,2336506,4427112,4226964,4352538,3117576,2893428,3502959,3174342
13256,2343406,4428301,4229293,4352936,3119222,2894607,3504300,3182874
13530,2341965,4432345,4235803,4356293,3128762,2898345,3507992,3184788
13653,2347201,4428755,4233628,4353686,3123809,2897125,3506120,3178710
13786,2344487,4426681,4233051,4350529,3119339,2899433,3504870,3175406
13916,2344318,4426930,4233101,4349793,3118899,2900081,3503592,3174127
14047,2343282,4427218,4233711,4349350,3122480,2900433,3504866,3173929
14173,2339577,4427133,4232958,4347018,3122655,2897708,3505920,3175965
14299,2340282,4429010,4233008,4347041,3122390,2894614,3506012,3179787
14428,2340964,4430274,4231518,4348676,3121168,2894434,3507200,3182596
14563,2342174,4431209,4230771,4350353,3117452,2894040,3507100,3181065
14694,2343585,4432415,4231294,4351843,3115707,2893897,3506654,3181145
14828,2345959,4434921,4232502,4353308,3120848,2894635,3505231,3182803
15014,2343041,4436120,4232705,4353708,3130239,2891761,3503738,3182533
15145,2350262,4438221,4232906,4353874,3132541,2890570,3504807,3184118
15276,2351723,4439576,4233356,4353170,3133698,2890088,3503448,3188495
15408,2352572,4436756,4233867,4352293,3133015,2891373,3501916,3190610
15688,2350115,4437411,4240295,4354241,3133505,2893298,3503874,3193250
15821,2352376,4434543,4235687,4349905,3130528,2890863,3502797,3190538
15953,2349860,4435820,4234316,4349473,3135427,2889986,3502413,3187531
16085,2347870,4437870,4233885,4352191,3136609,2890682,3504741,3188712
16219,2344966,4439105,4234412,4354202,3131634,2890988,3505942,3190967
16356,2341873,4438132,4234302,4353689,3127742,2893411,3504867,3191116
16491,2342791,4436622,4234430,4353731,3127502,2901530,3504817,3192849
16625,2341468,4435414,4234389,4353105,3126329,2905558,3503663,3193491
16762,2339086,4433465,4234669,4352289,3125025,2909011,3504320,3194925
16982,2339919,4430653,4232171,4350813,3120617,2903283,3504195,3194123
17100,2347794,4432259,4234598,4351366,3122179,2898646,3506136,3195697
17213,2341702,4431555,4235670,4351000,3123081,2895359,3509595,3194231
17330,2347637,4431653,4236185,4351497,3123324,2894764,3513439,3193476
17451,2349815,4434090,4236746,4354336,3125099,2898054,3514467,3193251
17569,2349489,4432678,4235569,4355391,3128751,2898443,3514187,3193972
17834,2343162,4433533,4239444,4355101,3144128,2898130,3513845,3200037
17950,2351973,4430811,4237719,4352592,3138607,2894719,3511111,3201360
18064,2349433,4429699,4237285,4351836,3136003,2896973,3512739,3202261
18186,2357841,4429085,4236412,4351657,3134219,2903790,3513588,3203067
18303,2350413,4430301,4237821,4354098,3134155,2908612,3513661,3204657
18421,2350757,4433683,4244812,4360319,3134804,2910298,3513800,3204785
18540,2353579,4433440,4248992,4362875,3135061,2909354,3515109,3205368
18716,2342219,4432689,4249783,4363051,3133967,2907650,3516601,3205615
18839,2347273,4431910,4249000,4363572,3132563,2905457,3517657,3206210
18964,2347157,4432018,4248946,4364200,3130885,2903510,3519091,3207738
19087,2346754,4431536,4248348,4364318,3127882,2901859,3519067,3208731
19210,2346682,4432354,4247883,4363832,3125232,2901525,3518524,3210103
19330,2351485,4434573,4248224,4362071,3123331,2902322,3518963,3212387
19450,2350315,4435346,4247531,4361018,3125409,2901401,3520066,3215478
19577,2347173,4435151,4245578,4358321,3129507,2902406,3520283,3217701
19846,2342230,4437222,4252381,4359501,3138686,2904662,3522418,3227490
19971,2348700,4434703,4251591,4355118,3134461,2901442,3520788,3229741
20093,2353685,4435938,4252517,4354499,3134427,2899765,3517865,3230573
20218,2346316,4436503,4252308,4353809,3133320,2898846,3515942,3232106
20344,2346934,4435980,4251251,4352574,3129904,2897744,3513632,3232957
20518,2344510,4436876,4251795,4353728,3126721,2897629,3510596,3230617
20645,2348158,4439731,4254243,4357955,3123335,2898572,3509351,3230882
20772,2348329,4441232,4252161,4360287,3121567,2898665,3509445,3231399
20899,2351352,4441397,4250073,4360839,3123703,2899382,3508220,3230939
21028,2351160,4443314,4248960,4362546,3123878,2902949,3506672,3230534
21155,2351249,4446761,4247398,4368210,3123432,2906684,3506628,3229879
21282,2351771,4450309,4245233,4372038,3127417,2907988,3508664,3228315
21408,2349069,4452166,4243294,4371593,3132274,2909791,3514859,3225342
21537,2350293,4450664,4241002,4370551,3131137,2909682,3519343,3222053
21667,2349923,4449201,4240027,4370048,3130197,2909240,3522459,3219565
21943,2344175,4447615,4242748,4368923,3128240,2910948,3525013,3217371
22070,2346709,4441106,4239443,4362175,3122680,2908853,3521437,3213377
22198,2346667,4439306,4238861,4360431,3118844,2908211,3520117,3211154
22387,2340820,4435980,4238568,4357248,3114367,2904015,3519831,3207518
22513,2343054,4436691,4240696,4357334,3115188,2903036,3520754,3206893
22645,2344900,4435143,4240912,4356265,3115798,2903440,3521358,3205329
22774,2343614,4435593,4242100,4355953,3115772,2903903,3521739,3204377
22902,2342510,4433953,4242682,4353134,3118552,2902280,3520564,3202518
23034,2345605,4432835,4243333,4351567,3118876,2900280,3520530,3202476
23165,2346712,4433537,4244386,4349658,3115511,2896595,3519124,3202421
23295,2349126,4433717,4244945,4349094,3114299,2893559,3519285,3202863
23425,2347893,4433225,4243992,4348886,3115682,2891121,3519534,3205789
23557,2347331,4432575,4242692,4348648,3117034,2888533,3518350,3209406
23688,2348029,4433604,4243197,4349540,3119097,2888699,3518150,3214494
23821,2346762,4435309,4245357,4351875,3117713,2887375,3515552,3216704
24101,2344294,4441961,4250635,4359992,3122330,2890726,3516497,3221314
24289,2345978,4437738,4246120,4359265,3120432,2885532,3510737,3217356
24424,2351762,4439378,4248183,4362123,3123420,2886979,3508783,3217273
24557,2351141,4438673,4249074,4364406,3125192,2887051,3507462,3216485
24692,2350919,4439054,4248786,4374916,3124449,2886207,3509097,3212567
24824,2348695,4441392,4248712,4388076,3123049,2885816,3508573,3207089
24958,2347880,4442910,4247613,4391197,3121597,2885395,3507328,3202109
25132,2350763,4442381,4244511,4380565,3118692,2883732,3504264,3201350
25246,2349659,4445690,4245420,4376201,3117974,2884612,3502719,3205286
25360,2348099,4447601,4244249,4372855,3116600,2886617,3501188,3207309
25475,2349702,4446901,4243917,4372824,3115610,2888092,3501434,3209873
25597,2356337,4445876,4244427,4373105,3114325,2888352,3501365,3211561
25718,2355011,4445206,4246209,4372119,3112288,2891033,3501150,3211782
25833,2347978,4445757,4247925,4372211,3111197,2894669,3502973,3210549
26007,2339470,4444801,4248013,4373606,3109223,2894326,3505974,3204403
26268,2341268,4449195,4252220,4384466,3111439,2894640,3511875,3202189
26385,2349328,4447575,4247271,4380975,3107534,2890855,3508761,3195851
