time in ms,channel 0,channel 1,channel 2,channel 3,channel 4,channel 5,channel 6,channel 7
3828,0,1934219,1680519,1869264,517737,356098,940193,586480
3951,0,1934600,1680446,1869131,518484,356201,940391,586637
4073,0,1934931,1680412,1868892,518674,356383,940275,587009
4196,0,1935037,1680397,1867783,518346,356352,940362,587128
4322,0,1934800,1680025,1867122,518825,356963,940222,587380
4445,0,1934398,1680097,1867182,518716,356056,939511,586851
4573,0,1934127,1679563,1866446,518693,357031,940076,587816
4751,0,1932940,1679102,1865743,518581,357126,939675,587433
4948,0,1935186,1682655,1869562,521971,359479,941445,589534
5072,0,1933074,1680856,1865972,518912,357354,939871,588548
5196,0,1931422,1680035,1865729,518664,357186,939227,587840
5327,0,1929793,1679633,1865743,519372,357295,939125,588229
5455,0,1928995,1680311,1865641,518780,357322,939250,589215
5581,0,1928200,1680378,1865424,518499,356780,938788,587555
5706,0,1927062,1680081,1865513,519071,357325,938917,588862
5832,0,1926200,1679836,1865600,519463,358095,939260,589051
5961,0,1924898,1680253,1865839,519904,357633,938800,589309
6088,0,1924973,1680825,1865563,520749,357684,938336,588336
6215,0,1923777,1680905,1865727,521510,357369,938267,589110
6348,0,1921870,1680621,1865277,522090,357451,937760,589337
6535,0,1920117,1681032,1865784,522425,358444,938464,589714
6660,0,1921013,1681669,1866301,522087,357946,937740,590567
6787,0,1921232,1682113,1866463,521995,358326,938451,590903
6984,0,1923842,1686005,1869713,524770,361552,941358,593340
7115,0,1921134,1683983,1867945,522541,359020,938031,591091
7246,0,1920701,1684754,1867712,521809,358388,938295,592328
7376,0,1920860,1684918,1867996,521715,358693,938015,591998
7506,0,1919993,1684552,1867416,521268,358535,937927,592294
7638,0,1920612,1685252,1867899,521335,358984,938343,592575
7771,0,1920397,1685405,1867886,521256,358922,937834,592558
7903,0,1920485,1685804,1867970,521122,359518,938568,593361
8032,0,1920949,1686757,1868973,521241,359247,938200,593543
8167,0,1921494,1687055,1868564,521454,359117,938031,593632
8349,0,1921446,1687198,1868721,520809,358609,937125,593153
8483,0,1922345,1688107,1869416,520929,359380,938014,593706
8617,0,1923754,1688967,1869666,521491,359477,937838,594063
8749,0,1923856,1688882,1869967,521956,359697,937424,594224
8884,0,1924678,1689397,1869646,521123,359270,937282,594217
9088,0,1928645,1693032,1873066,523745,362647,940017,596103
9222,0,1927368,1690878,1871164,521273,359843,937611,594403
9356,0,1926731,1690641,1870054,520947,359889,937919,595195
9525,0,1925834,1689207,1869597,519924,358590,936570,593468
9639,0,1928186,1691300,1870917,521119,359918,937467,594761
9755,0,1929800,1692554,1871676,521242,360896,938156,595453
9872,0,1929551,1691345,1871643,521308,360642,937725,594409
9989,0,1930915,1692304,1872156,521057,360548,938269,594683
10162,0,1928930,1690661,1871879,520662,360642,938015,595275
10278,0,1931120,1692553,1873260,520754,360744,937875,594514
10396,0,1931367,1692044,1873895,522112,361626,938307,595372
10510,0,1932444,1692780,1874050,521026,360741,937918,595023
10631,0,1932679,1692219,1873649,521275,361096,938042,595078
10749,0,1932922,1692303,1874126,521509,361852,938900,595496
10864,0,1933574,1692366,1874631,521358,361310,938064,594245
11060,0,1937714,1696384,1877959,524162,363964,940593,597424
11176,0,1936488,1694423,1876483,522041,361983,938287,595183
11292,0,1936000,1693076,1875988,521746,361251,938312,595049
11417,0,1936038,1692823,1875821,520862,361156,937755,594288
11539,0,1936252,1692040,1875850,520665,361254,937905,594462
11658,0,1936732,1693078,1876979,521545,361634,938161,595355
11828,0,1935343,1691523,1875836,520158,360823,937826,594546
11954,0,1937851,1692646,1876863,520991,360977,938026,594537
12076,0,1938485,1692365,1877633,521612,361934,938922,595237
12199,0,1939351,1692607,1877142,520889,361182,938302,594821
12322,0,1939223,1692307,1877789,521161,361100,938144,595248
12442,0,1940755,1693237,1878788,521677,361465,938656,594960
12564,0,1940497,1691801,1878187,521640,361492,939315,595494
12685,0,1942847,1692768,1878748,521381,361560,938539,594616
12807,0,1942794,1692170,1878995,521492,361987,939073,596155
13017,0,1947281,1695524,1882140,524584,364280,940872,597145
13139,0,1946936,1692792,1880200,522153,362735,939613,596170
13259,0,1947628,1692669,1879502,521964,362092,939535,596289
13384,0,1948529,1692535,1880138,521928,362141,939353,596285
13561,0,1950348,1691173,1879653,521141,361566,938418,594914
13681,0,1952537,1691498,1879622,521315,362253,939772,596904
13805,0,1954708,1691247,1879990,521200,361701,939898,596927
13931,0,1957544,1692641,1881333,521441,362119,939558,596071
14062,0,1958325,1691538,1880727,522094,362580,939749,596462
14193,0,1959841,1691067,1880875,521423,361263,939386,596561
14326,0,1962460,1691022,1881505,521629,362039,939606,596433
14454,0,1964516,1690968,1881841,521718,362590,939867,596810
14580,0,1967568,1691316,1881731,521579,362559,940165,597370
14712,0,1969003,1690486,1882238,522500,362950,940680,597397
14841,0,1971305,1690979,1882497,522234,362933,940252,598372
15048,0,1976735,1694143,1885935,525692,366153,943301,600776
15181,0,1975474,1690368,1882766,522206,362779,940470,598131
15360,0,1976844,1688752,1881270,521164,362380,940720,598146
15490,0,1977945,1689740,1882238,521923,362465,940578,599013
15618,0,1980555,1690003,1883045,521676,362856,940895,701198
15744,0,1981765,1689857,1882984,522455,362823,941296,598910
15870,0,1981891,1689534,1882839,522233,363039,941573,599956
15999,0,1983530,1689528,1882783,522118,362263,940973,599393
16128,0,1984042,1689438,1883105,523081,363139,941154,600260
16259,0,1985131,1689737,1882537,522288,363490,941540,600637
16391,0,1985101,1689393,1882051,522611,362944,941727,600275
16521,0,1985851,1689624,1882719,522908,363107,941124,600097
16651,0,1985970,1689634,1882626,522934,363226,941433,601284
16786,0,1985810,1689351,1881548,522260,362630,941091,601090
16927,0,1985483,1688417,1881524,522772,362857,941369,600782
17195,0,1988466,1692402,1883678,525464,366271,944600,604677
17327,0,1986292,1689920,1882047,523745,363228,942053,601898
17460,0,1984864,1688357,1880290,522792,362873,941853,602346
17590,0,1984428,1689238,1880596,523291,362805,941818,602070
17732,0,1983124,1688394,1880010,522396,362743,942036,602263
17870,0,1983581,1688965,1879744,523012,362251,941819,602754
18005,0,1982576,1689185,1879283,522507,362785,941441,602758
18139,0,1982265,1689967,1879849,523514,362897,942036,602753
18273,0,1981267,1688676,1879105,523116,363017,942206,602982
18410,0,1980495,1689719,1879258,523815,363435,942906,603677
18546,0,1979026,1689820,1878900,524468,363333,942550,603827
18716,0,1976526,1688235,1877740,522457,362197,941601,602650
18833,0,1977709,1689546,1878354,524090,362641,941786,603170
19003,0,1975615,1689503,1877778,524539,362731,942526,603739
19119,0,1976670,1690253,1877837,524823,363015,942959,604490
19317,0,1978571,1694415,1881143,528284,366260,946191,607203
19434,0,1976014,1692400,1879236,525922,364078,943447,605042
19548,0,1974019,1691814,1878490,525721,363042,942999,604338
19660,0,1973977,1692242,1878271,525623,362746,943399,604583
19775,0,1972352,1692100,1877994,525412,362638,943022,605005
19894,0,1971805,1692368,1878083,527055,364101,943785,605647
20013,0,1970425,1692305,1877465,525923,362963,943381,604909
20132,0,1970091,1692425,1877484,526115,363435,943394,604830
20250,0,1968515,1692154,1877129,526469,362810,943091,605299
20369,0,1968600,1693063,1878132,527508,362995,943310,604973
20492,0,1966746,1692062,1876962,526685,362468,943226,604866
20671,0,1964386,1691859,1876631,526404,361848,942538,604663
20798,0,1965350,1693716,1877207,527174,362592,943262,604857
20924,0,1964090,1693552,1878282,528091,362757,943358,605437
21049,0,1963718,1694062,1878124,528724,362976,943790,604906
21251,0,1965347,1697767,1881804,532137,366037,946577,607715
21374,0,1963047,1695539,1879516,529777,363972,944089,605397
21496,0,1961109,1695029,1878965,529124,362827,943406,604927
21623,0,1960053,1694392,1878235,529093,362739,943608,605494
21742,0,1959816,1694447,1878385,529520,363147,944072,605422
21876,0,1958830,1695063,1878666,528879,362385,943952,605607
21998,0,1958170,1695507,1879909,529954,362334,943957,605501
22119,0,1957203,1695411,1880147,529984,362149,943879,605125
22243,0,1956294,1695724,1880716,530161,362702,943610,605357
22418,0,1953765,1694624,1879788,530141,362077,943269,604606
22537,0,1954937,1695873,1881269,531372,362676,943320,605173
22657,0,1954477,1696426,1881596,531067,362942,943769,605069
22781,0,1953902,1696108,1882144,530991,362196,944298,605379
22907,0,1952884,1696919,1882732,532234,363039,943817,605004
23031,0,1952390,1696277,1882908,531169,362502,944095,604630
23240,0,1954578,1700064,1886525,534123,364874,945975,607471
23369,0,1950648,1697091,1884383,532946,364095,945669,605891
23501,0,1949814,1696110,1884155,531569,362943,943810,603921
23630,0,1949237,1696945,1885111,531845,362449,943883,604405
23762,0,1948142,1696577,1885035,531816,362942,943996,604766
23891,0,1948114,1696808,1885574,531559,361854,944260,605000
24019,0,1947171,1697203,1886235,531551,362135,944251,604899
24202,0,1944466,1695777,1885972,531403,362364,943841,604148
24326,0,1946471,1697938,1888428,532993,363362,944648,604775
24452,0,1945665,1697860,1889061,532687,363446,944269,604585
24584,0,1944722,1697804,1888665,531767,362131,943595,603627
24715,0,1943865,1696662,1889148,532204,362687,944169,604385
24845,0,1943625,1697122,1890041,532266,362531,943903,603326
24970,0,1943574,1698169,1890965,532888,363093,944725,604301
25105,0,1941960,1697554,1891439,532557,362622,943938,604268
25315,0,1945488,1702105,1896532,535907,365565,947101,606204
25445,0,1942014,1698737,1893508,533079,363171,945149,604855
25577,0,1940337,1698248,1893981,532855,363067,945227,604398
25708,0,1940182,1698462,1894017,532523,362648,945138,604649
25840,0,1939439,1697975,1894411,532775,362896,944363,604526
26025,0,1937247,1697532,1894392,532533,362837,943756,603915
26162,0,1937326,1697416,1895198,532521,362408,944316,603944
26293,0,1937704,1698209,1895461,533217,363135,945028,605456
26426,0,1937043,1698088,1896730,533093,363179,944833,604502
26557,0,1936343,1698016,1896084,532327,362561,944736,604139
26689,0,1936024,1698268,1896753,533245,364053,945331,604489
26821,0,1935582,1698336,1895998,532978,363517,944607,604087
26952,0,1934626,1697970,1895960,533036,363755,944926,604562
27086,0,1934649,1698392,1896684,533232,363254,944747,603803
27218,0,1934071,1698321,1895891,534647,363870,945147,604888
27432,0,1937164,1702208,1899678,537228,366815,947006,605176
27565,0,1934670,1699404,1896150,533750,364390,944888,603881
27699,0,1932787,1699056,1895429,533362,363966,945061,604554
27893,0,1931081,1698245,1894586,533132,363105,943897,605244
28060,0,1931161,1697443,1894186,532045,363815,944039,604868
28174,0,1932075,1698788,1894194,533297,364620,945553,605525
28291,0,1932643,1699723,1894288,533669,364422,945093,604734
28407,0,1931616,1699776,1893237,533767,365169,945125,604458
28522,0,1932153,1700688,1892093,533856,365593,945599,604726
28641,0,1931476,1700391,1891228,533990,365362,944998,604040
28755,0,1931465,1700147,1889985,533850,365221,945425,604493
28873,0,1930770,1700401,1889292,533569,364826,944866,603705
28995,0,1929780,1700532,1888224,534136,365547,944719,604202
29115,0,1929901,1701077,1886573,533495,365441,944859,604625
29233,0,1929817,1701475,1886027,534669,365913,945324,603975
29431,0,1932152,1706063,1888026,538064,368961,947701,607138
29595,0,1927902,1701895,1882361,533420,364904,943753,603369
29718,0,1927706,1702647,1882003,533890,365993,944649,604739
29837,0,1927950,1702661,1880813,534169,366192,944971,605337
29954,0,1928143,1702484,1880111,534736,366677,944818,604753
30071,0,1927759,1703011,1879187,534041,365812,944699,604871
30191,0,1927604,1703021,1878593,534590,366743,945677,605515
30314,0,1926856,1703122,1878125,535095,366351,945058,604667
30439,0,1926688,1702661,1876428,534225,365910,944791,604652
30562,0,1926752,1702623,1875775,535097,366714,944631,604680
30687,0,1926820,1703224,1875358,535200,366733,945095,605416
30805,0,1926997,1702988,1875135,535713,367171,945596,605250
30926,0,1926619,1702582,1873188,535233,367271,945335,604945
31056,0,1924807,1701933,1871835,534628,366555,945383,605324
31234,0,1924005,1700682,1870287,534745,366539,944542,604690
31437,0,1928676,1706808,1873815,539745,371274,947796,607715
31559,0,1925605,1702540,1869825,536061,367393,945724,605642
31683,0,1924921,1702186,1869419,536522,367907,945224,605460
31807,0,1924579,1701408,1868191,536028,367497,945673,605044
31931,0,1924301,1702152,1868029,537159,368347,945534,605607
32061,0,1924226,1701923,1866694,536489,368015,945823,606120
32188,0,1923192,1701188,1865909,535964,367693,945778,605022
32312,0,1924080,1701728,1866167,537320,368340,946455,605587
32441,0,1923457,1701435,1864674,536744,368051,945626,605732
32568,0,1923214,1701832,1864887,537317,368565,946305,605433
32693,0,1923331,1701784,1864346,537560,368306,946392,605396
32821,0,1922746,1701121,1863204,537717,369076,946203,605162
33000,0,1920921,1700259,1861715,536930,368252,945898,604991
33127,0,1922237,1700962,1861900,537478,368576,945704,605310
33253,0,1922692,1701780,1861937,539445,369399,946908,605671
33458,0,1925030,1703731,1863477,541396,372228,948817,607838
33585,0,1922803,1701747,1860881,539255,370014,946764,605622
33712,0,1922211,1702055,1860277,538878,369707,946907,605380
33842,0,1921963,1701486,1860402,540019,370234,947350,606161
33967,0,1922019,1701260,1859122,539395,369996,946407,604909
34099,0,1921517,1700808,1857807,538656,369494,946763,605606
34229,0,1920821,1701073,1858035,539882,370007,947419,605809
34357,0,1921038,1701436,1858180,540354,370374,947653,605819
34489,0,1920646,1701388,1857435,540318,370843,947071,605580
34617,0,1920923,1701448,1857011,539911,370431,946835,605389
34804,0,1918817,1700217,1855138,538703,369626,945892,604487
34933,0,1919805,1701443,1855429,540185,370632,947514,605986
35065,0,1920287,1701800,1856026,541327,371108,947853,606312
35195,0,1920358,1702072,1855884,541487,371108,947926,606308
35329,0,1919395,1701818,1855153,540676,371234,947982,605857
35541,0,1922146,1704772,1857924,544097,374039,949989,608819
35679,0,1919020,1701991,1854274,541086,370981,947799,605925
35811,0,1919196,1702219,1853399,541125,370820,946958,605225
35943,0,1918588,1702531,1853802,541160,372512,948148,606341
36076,0,1918618,1702460,1852866,539954,370963,946942,605672
36208,0,1920541,1704353,1856116,540955,372210,948369,609822
36343,0,1927040,1710371,1864982,551988,376854,950612,621060
36479,0,1950544,1718270,1898744,647313,390166,961888,681312
36668,0,2055249,1763039,2135355,838197,443103,1018177,927920
36800,0,2199294,1858500,2343905,978548,535578,1102026,1112358
36930,0,2350119,1974970,2550001,1121743,622444,1209327,1277835
37063,59753,2503089,2106381,2829531,1244046,694315,1317985,1431172
37237,225141,2656599,2299344,3156982,1380038,782376,1458159,1600202
37356,381225,2759448,2465659,3390441,1493755,846453,1537859,1716982
37470,562066,2838634,2597458,3562277,1622844,913730,1607286,1873788
37720,945291,2989335,2791732,4006994,1954318,1076281,1762334,2289948
37834,1132864,3070127,2878933,4175780,2085895,1144237,1833652,2428914
37948,1301951,3168189,2995720,4367232,2207934,1214869,1909746,2566399
38064,1464745,3258053,3113896,4524563,2312311,1288422,1985861,2705295
38182,1619025,3342738,3217265,4648029,2402054,1361674,2051429,2821033
38303,1757134,3461837,3346508,4791909,2485176,1436161,2112820,2924795
38478,1905856,3625230,3550639,4960866,2581474,1538384,2192127,3070935
38593,2001890,3720548,3671571,5050752,2640658,1607208,2245935,3166909
38711,2085150,3807164,3779134,5109289,2692601,1675881,2295418,3262055
38832,2161929,3906170,3870742,5163535,2748643,1765331,2343227,3359415
38956,2226142,4007409,3914230,5213275,2805573,1907664,2388345,3455483
39073,2290176,4103024,3973382,5267216,2860707,1995587,2431651,3537545
39195,2355868,4186268,4025508,5299405,2904426,2053427,2474326,3620901
39314,2422041,4252200,4066371,5320423,2958159,2098473,2517461,3698658
39434,2483292,4312309,4105719,5333927,3010404,2138068,2561658,3771043
39703,2610389,4458426,4227733,5388693,3098552,2208938,2660345,3908693
39825,2678749,4512551,4275004,5436494,3143750,2236187,2703343,3968929
39946,2743051,4586430,4353635,5513422,3195851,2265952,2749144,4028859
40067,2842828,4662133,4443926,5593203,3251574,2296105,2796792,4097046
40239,2932209,4747469,4544870,5670976,3321554,2336636,2865824,4179029
40360,2999028,4807792,4607183,5726756,3369651,2363979,2913776,4235192
40485,3052977,4861647,4668788,5769857,3412848,2392656,3015549,4291631
40609,3141668,4904917,4710782,5796381,3459114,2422522,3108525,4349270
40732,3215683,4941690,4740793,5820799,3507091,2454118,3188556,4405797
40852,3282030,4976948,4766624,5847481,3554101,2487237,3255665,4460224
40974,3346100,5012853,4793761,5877369,3600786,2522714,3314868,4511811
41101,3406557,5050715,4821981,5910110,3647879,2561091,3371945,4563767
41228,3467705,5088156,4850837,5942578,3691804,2599808,3424680,4611907
41351,3523620,5125180,4879863,5974077,3733752,2638643,3473264,4655376
41480,3577686,5162444,4909141,6006336,3777855,2678707,3520912,4696801
41761,3682168,5247013,4979141,6080654,3879054,2768387,3621265,4784032
41888,3735813,5279644,5005740,6110286,3920928,2804213,3660890,4817627
42072,3794437,5329177,5047436,6153643,3983764,2859587,3719470,4865418
42200,3839727,5365184,5077105,6184687,4028401,2898737,3758844,4897513
42326,3878851,5399388,5106827,6216668,4074017,2937360,3797268,4930170
42456,3920785,5434065,5135386,6249153,4119668,2975606,3833920,4964090
42581,3957825,5466062,5163218,6280979,4163535,3013193,3869681,4995563
42707,3995204,5499453,5191891,6312866,4206575,3050586,3904543,5026038
42838,4033210,5533172,5220151,6343065,4248699,3088477,3939567,5054679
42965,4066843,5566347,5248744,6373345,4290067,3125063,3973375,5081461
43092,4099261,5598062,5275409,6401297,4328160,3159404,4005476,5105862
43225,4133153,5630619,5303699,6430539,4367703,3197126,4039143,5129731
43358,4163780,5662954,5331055,6458944,4407149,3233275,4071943,5152751
43489,4194446,5694515,5358164,6487309,4444527,3268873,4103706,5172917
43620,4223770,5725465,5383808,6514657,4481048,3303785,4134737,5191876
43949,4292043,5804428,5451865,6587919,4574365,3393827,4213900,5237396
44080,4323027,5830787,5473223,6612687,4605798,3423565,4240920,5251290
44209,4350404,5859022,5497221,6639526,4639433,3455956,4269543,5265612
44343,4377614,5887513,5520861,6666279,4672769,3488398,4298137,5279039
44474,4402734,5916495,5544928,6691115,4704445,3519925,4326288,5292153
44609,4427780,5945310,5568806,6716279,4737104,3551952,4354155,5304577
44742,4454304,5973662,5592500,6740010,4768401,3583061,4381327,5317009
44875,4478969,6001969,5615955,6763242,4799364,3613534,4408202,5328447
45006,4502839,6029006,5638285,6784527,4828569,3642020,4433874,5338830
45143,4524486,6056780,5661232,6805003,4857470,3671251,4460029,5349682
45283,4548283,6085263,5684739,6826314,4887486,3701057,4486325,5360531
45452,4582118,6119257,5712794,6849165,4921091,3734625,4516515,5373225
45571,4601125,6144129,5732967,6866673,4946165,3760085,4539075,5383211
45745,4615489,6178077,5760808,6889546,4980299,3793537,4569489,5397003
45858,4637945,6201694,5780177,6905726,5003406,3815877,4589432,5405747
46121,4667839,6255450,5824832,6944126,5058474,3869437,4637168,5427941
46236,4690449,6274036,5840053,6957801,5077922,3887504,4654251,5434400
46351,4704373,6294944,5856693,6973135,5099172,3907954,4672828,5440874
46468,4721537,6316251,5875037,6990038,5122443,3929442,4692128,5448537
46586,4738685,6337156,5892685,7006882,5144661,3950414,4712031,5456997
46704,4755207,6358089,5910697,7024097,5167582,3971409,4730909,5462544
46823,4771000,6377947,5928573,7041908,5190360,3991546,4749251,5469064
46939,4784396,6398390,5946535,7060173,5212909,4012089,4768180,5475530
47058,4805725,6417918,5964115,7078739,5236027,4033322,4787472,5480949
47181,4818591,6438558,5982577,7098036,5259317,4054609,4806359,5484566
47306,4837630,6460209,6001317,7117763,5283534,4076773,4825551,5488475
47480,4860650,6487913,6025886,7143581,5315920,4106450,4851562,5493298
47605,4883015,6510087,6044924,7162751,5340108,4127655,4870717,5498670
47724,4903196,6529748,6062141,7180019,5362958,4148565,4888648,5503905
47845,4922335,6550448,6080102,7197579,5386235,4168193,4905338,5510104
48113,4952853,6597646,6121065,7237614,5439759,4216437,4946605,5528076
48237,4972767,6614465,6134523,7251333,5459153,4233701,4961615,5534785
48358,4992154,6633513,6150747,7268452,5481057,4253436,4978191,5543357
48483,5003256,6653209,6167338,7286376,5502485,4273087,4994735,5552205
48606,5019860,6673055,6184100,7304286,5524365,4293190,5011949,5561606
48732,5033714,6692582,6200223,7321988,5545368,4312818,5028273,5571112
48853,5053665,6711832,6216753,7339839,5565517,4331755,5044027,5580358
48978,5066624,6731651,6233107,7357597,5585818,4350791,5060360,5589770
49108,5083664,6751521,6249441,7375546,5606929,4370852,5077174,5600198
49292,5101645,6779209,6271893,7399980,5635662,4398142,5099503,5613879
49418,5120308,6799628,6288800,7418080,5656640,4417871,5115695,5624342
49543,5135139,6819049,6304625,7435154,5676508,4436447,5130513,5634237
49669,5151384,6838481,6320102,7451527,5696323,4454977,5145767,5644879
49798,5167515,6857846,6335596,7467817,5716195,4474351,5160722,5655846
49922,5180671,6876534,6350321,7483881,5735513,4492585,5174072,5665790
50194,5208744,6919785,6385324,7520135,5779600,4534846,5206535,5690607
50326,5227426,6936344,6397051,7533628,5796581,4551232,5218911,5699652
50454,5241320,6954564,6411109,7548089,5814920,4568929,5231957,5710218
50580,5252851,6972134,6424694,7562689,5832438,4586292,5244825,5720209
50707,5266249,6989692,6438537,7577195,5850299,4604784,5259205,5731274
50835,5279539,7007356,6451935,7590582,5867123,4622116,5272254,5741176
50962,5292041,7025241,6465341,7604484,5883505,4639192,5285123,5750618
51143,5310955,7048293,6483561,7622298,5905287,4662172,5304158,5764803
51270,5321119,7065832,6497170,7635375,5921412,4679622,5317546,5774216
51399,5334237,7082974,6510659,7648233,5936876,4695949,5331462,5784251
51528,5347165,7099228,6523792,7660960,5952493,4712257,5344432,5793736
51663,5357657,7116118,6537246,7673160,5967924,4728510,5357600,5803279
51794,5370438,7132692,6550644,7685040,5982752,4744466,5371261,5812267
51921,5382324,7149209,6563382,7696812,5998232,4760498,5383994,5821122
52051,5392862,7164925,6576230,7707826,6012704,4775794,5396530,5829531
52330,5412682,7201282,6606942,7734626,6046406,4811532,5426543,5849343
52463,5426811,7214072,6616376,7742805,6057743,4823757,5436488,5855729
52597,5436613,7228599,6628537,7753133,6071490,4838152,5448863,5863539
52729,5446734,7244133,6641170,7763951,6085364,4853226,5461769,5871699
52865,5455425,7259020,6653518,7774975,6099691,4867954,5474459,5879697
53059,5467683,7279652,6670463,7789211,6118791,4888421,5491699,5891088
53189,5480746,7294609,6682735,7799958,6133002,4903488,5504271,5898798
53322,5489204,7309326,6695051,7810181,6146021,4917061,5516173,5906244
53456,5498720,7323326,6706754,7819863,6159649,4931390,5528552,5913928
53623,5516660,7339579,6720015,7831169,6175254,4947888,5542448,5922244
53739,5522382,7353404,6731410,7840252,6187113,4960386,5553414,5928942
53854,5529301,7365297,6741562,7848573,6198882,4972488,5564273,5935834
53972,5539807,7377595,6751616,7857045,6210131,4984448,5573922,5941759
54089,5545512,7388992,6761112,7865145,6221167,4995689,5583806,5947913
54204,5551949,7401063,6770728,7872733,6232446,5007838,5593907,5953337
54473,5561852,7429839,6795362,7892996,6260488,5037273,5618793,5968748
54588,5574813,7439217,6802295,7899004,6269419,5047034,5627266,5973188
54709,5585723,7449602,6810756,7905329,6279038,5057327,5635821,5978084
54878,5587160,7464644,6823141,7915846,6294265,5073378,5649632,5985833
54994,5596532,7476419,6832860,7923874,6305671,5085814,5659891,5991471
55111,5604017,7487292,6841946,7930725,6315821,5096760,5669728,5997316
55228,5610150,7497721,6850138,7937919,6326280,5108234,5678704,6002054
55346,5617639,7508764,6859132,7944658,6336459,5119007,5688462,6008254
55472,5621240,7519424,6867878,7952208,6347357,5130754,5698252,6013537
55595,5631919,7529723,6876870,7959274,6357616,5142250,5708156,6019514
55712,5636260,7540291,6885222,7966195,6367289,5153376,5717714,6025078
55833,5644173,7550051,6893616,7972991,6377173,5164402,5727128,6030669
55959,5647288,7560502,6901996,7979958,6387105,5175457,5736735,6036652
56084,5651767,7570977,6910367,7986845,6396373,5186139,5746044,6042286
56206,5663219,7580809,6918849,7993969,6406664,5197351,5755314,6047567
56478,5669991,7605195,6940337,8010510,6429608,5223789,5778152,6061598
56656,5676638,7615610,6948135,8016329,6439479,5235712,5789193,6066505
56778,5686540,7625861,6956463,8022736,6448771,5246804,5798076,6071722
56900,5695331,7635097,6963960,8028394,6457338,5257000,5806836,6075983
57022,5700815,7644257,6971981,8033877,6465287,5266540,5815017,6080578
57153,5705236,7653005,6979355,8039252,6474272,5277618,5824380,6085106
57278,5707989,7662597,6987285,8044591,6482678,5287403,5832681,6089445
57400,5716071,7671472,6994904,8049659,6491034,5297458,5841314,6094141
57526,5716799,7680011,7001776,8054587,6499129,5307634,5849264,6098158
57652,5721853,7688856,7009143,8059913,6508134,5318108,5858362,6102791
57777,5726759,7697443,7016106,8064649,6516371,5327472,5866379,6069721
57906,5733198,7705744,7022745,8069142,6524872,5337550,5874899,6111477
58035,5738032,7714581,7030319,8074411,6533733,5347783,5883441,6116078
58166,5742351,7723026,7037147,8079256,6543076,5358136,5891798,6120498
58348,5749552,7733509,7045725,8085640,6555688,5371806,5903583,6127731
58626,5755975,7754206,7063632,8099267,6578702,5397140,5924088,6141168
58754,5764736,7759381,7067374,8102036,6584853,5404139,5930062,6145333
58882,5767656,7766815,7073009,8107129,6593547,5414302,5938310,6150811
59017,5772579,7774142,7079540,8112669,6602599,5424563,5947075,6156843
59144,5776443,7781322,7085978,8118684,6610928,5434236,5955169,6163020
59273,5781646,7788424,7091590,8124281,6619183,5443394,5963212,6168704
59407,5786829,7795702,7097825,8130238,6627767,5453328,5971731,6174868
59536,5791911,7803251,7104711,8136462,6636369,5463459,5980247,6180878
59671,5797442,7810738,7111508,8143376,6644929,5473005,5988366,6187060
59805,5802726,7817952,7117548,8149464,6653342,5483182,5996975,6193517
59935,5809982,7825522,7124281,8155744,6661335,5492245,6005183,6199427
60065,5815236,7832891,7130424,8162168,6669358,5501686,6013463,6205512
60254,5820149,7842163,7138345,8170179,6680156,5514691,6024367,6213194
60386,5828279,7850308,7145316,8176646,6688234,5524214,6032763,6219060
60518,5834190,7857876,7152180,8182961,6695400,5533458,6040973,6224802
60800,5843999,7876408,7168968,8197271,6713430,5554601,6059778,6238079
60931,5853052,7880704,7172546,8200366,6718321,5561214,6065710,6241407
61062,5857580,7887333,7178285,8205166,6724825,5569996,6073500,6246446
61200,5861514,7894632,7184857,8210402,6731997,5578696,6081181,6251266
61345,5867941,7901705,7191126,8215313,6738827,5587246,6089038,6255857
61483,5873098,7909109,7197499,8219708,6745806,5595978,6097248,6260718
61618,5877999,7916023,7204034,8224259,6752415,5604733,6104786,6265403
61754,5883065,7922868,7209757,8228486,6759460,5613115,6112496,6269559
61934,5895511,7930494,7216528,8232668,6767018,5622721,6121164,6274260
62057,5895033,7937910,7222992,8237129,6773265,5630872,6128572,6278564
62223,5895693,7945307,7229645,8241365,6781210,5640757,6137079,6283234
62338,5905955,7951583,7234845,8244557,6786870,5647725,6143920,6287213
62455,5912780,7956709,7239644,8247279,6792199,5654716,6150185,6290942
62576,5918048,7962326,7244232,8250235,6797161,5661242,6156251,6294012
62693,5918759,7967194,7248537,8252946,6802677,5668372,6162414,6297678
62958,5919812,7981516,7261871,8261723,6816612,5686099,6177844,6306844
63073,5927646,7984502,7263560,8261512,6819185,5690187,6182009,6308769
63196,5928595,7988567,7267205,8263868,6823766,5696238,6187492,6311944
63317,5937798,7993914,7271267,8265723,6828713,5703213,6193848,6315023
63436,5939191,7998701,7275644,8268237,6833540,5709338,6199347,6318596
63554,5938848,8003104,7279546,8270236,6837910,5715904,6205480,6321762
63670,5941194,8007754,7283401,8272592,6842586,5721701,6210619,6325171
63789,5944568,8012333,7287742,8274886,6847542,5728375,6216954,6328937
63966,5942841,8017892,7292380,8277826,6853765,5737324,6224245,6333250
64090,5949564,8022876,7296919,8280306,6858607,5743937,6230646,6337119
64213,5953336,8027557,7301431,8283084,6863638,5750911,6237197,6341138
64340,5957920,8032432,7305806,8285274,6868525,5757139,6241899,6344419
