time in ms,temp 1,temp 2,temp 3,temp 4,temp 5,temp 6,temp 7,temp 8,raw 1,raw 2,raw 3,raw 4,raw 5,raw 6,raw 7,raw 8
329914,12.55956,39.18483,39.39623,39.40677,39.17899,39.0766,16.42801,15.5722,8388607,2395485,2101211,2260230,1006953,858994,8388607,8388607
330108,12.55956,39.18389,39.4004,39.40283,39.18145,39.07227,16.42801,15.5722,8388607,2395765,2099947,2261392,1006201,860312,8388607,8388607
330241,12.55956,39.18669,39.39505,39.40762,39.17672,39.07358,16.42801,15.5722,8388607,2394935,2101567,2259980,1007649,859915,8388607,8388607
330374,12.55956,39.18751,39.39762,39.40966,39.17993,39.08136,16.42801,15.5722,8388607,2394691,2100788,2259377,1006666,857545,8388607,8388607
330507,12.55956,39.18628,39.4008,39.40999,39.18546,39.0771,16.42801,15.5722,8388607,2395057,2099827,2259280,1004973,858844,8388607,8388607
330641,12.55956,39.19386,39.40486,39.41898,39.19011,39.08441,16.42801,15.5722,8388607,2392810,2098598,2256632,1003547,856615,8388607,8388607
330774,12.55956,39.19312,39.40654,39.41768,39.19444,39.0877,16.42801,15.5722,8388607,2393030,2098091,2257015,1002220,855614,8388607,8388607
330917,12.55956,39.19007,39.40037,39.41738,39.18355,39.08303,16.42801,15.5722,8388607,2393933,2099957,2257104,1005558,857037,8388607,8388607
331050,12.55956,39.19044,39.4092,39.41814,39.19079,39.08375,16.42801,15.5722,8388607,2393824,2097288,2256878,1003337,856818,8388607,8388607
331184,12.55956,39.19579,39.40663,39.42194,39.18905,39.08735,16.42801,15.5722,8388607,2392240,2098064,2255760,1003871,855721,8388607,8388607
331317,12.55956,39.20263,39.40252,39.42526,39.18189,39.09338,16.42801,15.5722,8388607,2390214,2099308,2254781,1006066,853884,8388607,8388607
331460,12.55956,39.20364,39.40501,39.42523,39.18803,39.08712,16.42801,15.5722,8388607,2389916,2098552,2254790,1004185,855792,8388607,8388607
331603,12.55956,39.21118,39.41174,39.42739,39.19216,39.0822,16.42801,15.5722,8388607,2387682,2096520,2254154,1002918,857288,8388607,8388607
331807,12.55956,39.18918,39.40952,39.42954,39.20024,39.09026,16.42801,15.5722,8388607,2394198,2097188,2253519,1000441,854833,8388607,8388607
331950,12.55956,39.20475,39.41547,39.43218,39.19745,39.09076,16.42801,15.5722,8388607,2389585,2095389,2252740,1001296,854683,8388607,8388607
332083,12.55956,39.20924,39.41335,39.43786,39.19748,39.09549,16.42801,15.5722,8388607,2388257,2096032,2251067,1001288,853242,8388607,8388607
332226,12.55956,39.20536,39.41265,39.42908,39.19555,39.08923,16.42801,15.5722,8388607,2389406,2096242,2253654,1001880,855148,8388607,8388607
332370,12.55956,39.20839,39.41713,39.43552,39.19984,39.09792,16.42801,15.5722,8388607,2388508,2094887,2251758,1000564,852501,8388607,8388607
332513,12.55956,39.21228,39.41716,39.44178,39.20079,39.09881,16.42801,15.5722,8388607,2387354,2094879,2249912,1000274,852229,8388607,8388607
332656,12.55956,39.2243,39.42055,39.44789,39.19784,39.10051,16.42801,15.5722,8388607,2383795,2093853,2248111,1001178,851711,8388607,8388607
332800,12.55956,39.22326,39.4174,39.44406,39.20119,39.10075,16.42801,15.5722,8388607,2384105,2094806,2249241,1000150,851638,8388607,8388607
332943,12.55956,39.22514,39.428,39.44063,39.20544,39.11,16.42801,15.5722,8388607,2383545,2091601,2250252,998847,848821,8388607,8388607
333086,12.55956,39.21896,39.42327,39.4416,39.21328,39.1081,16.42801,15.5722,8388607,2385378,2093031,2249964,996443,849399,8388607,8388607
333230,12.55956,39.22057,39.4326,39.44933,39.21845,39.10815,16.42801,15.5722,8388607,2384901,2090209,2247686,994859,849386,8388607,8388607
333373,12.55956,39.22566,39.4326,39.45119,39.21268,39.11381,16.42801,15.5722,8388607,2383393,2090208,2247139,996628,847660,8388607,8388607
333586,12.55956,39.21083,39.42765,39.45025,39.21393,39.11402,16.42801,15.5722,8388607,2387786,2091707,2247415,996244,847598,8388607,8388607
333769,12.55956,39.2296,39.44087,39.45486,39.22022,39.11868,16.42801,15.5722,8388607,2382225,2087707,2246057,994318,846178,8388607,8388607
333902,12.55956,39.23539,39.43753,39.45858,39.2206,39.12318,16.42801,15.5722,8388607,2380512,2088718,2244961,994202,844807,8388607,8388607
334036,12.55956,39.24027,39.43618,39.4652,39.22146,39.12713,16.42801,15.5722,8388607,2379066,2089128,2243011,993937,843604,8388607,8388607
334169,12.55956,39.23847,39.44085,39.45784,39.22625,39.12374,16.42801,15.5722,8388607,2379598,2087714,2245179,992468,844636,8388607,8388607
334302,12.55956,39.24282,39.44411,39.46393,39.22544,39.1219,16.42801,15.5722,8388607,2378311,2086728,2243385,992717,845197,8388607,8388607
334425,12.55956,39.2405,39.45049,39.46083,39.22948,39.1227,16.42801,15.5722,8388607,2378997,2084798,2244297,991479,844952,8388607,8388607
334559,12.55956,39.25356,39.4453,39.46547,39.22701,39.1262,16.42801,15.5722,8388607,2375128,2086368,2242929,992237,843886,8388607,8388607
334692,12.55956,39.24274,39.44918,39.47056,39.23504,39.13015,16.42801,15.5722,8388607,2378335,2085195,2241431,989776,842683,8388607,8388607
334825,12.55956,39.24171,39.45216,39.46712,39.23443,39.12526,16.42801,15.5722,8388607,2378639,2084294,2242443,989962,844174,8388607,8388607
334958,12.55956,39.24586,39.45633,39.47954,39.24088,39.13818,16.42801,15.5722,8388607,2377409,2083034,2238784,987985,840237,8388607,8388607
335092,12.55956,39.23912,39.45167,39.47,39.23501,39.13083,16.42801,15.5722,8388607,2379407,2084441,2241595,989785,842476,8388607,8388607
335295,12.55956,39.23367,39.45109,39.47986,39.23932,39.13685,16.42801,15.5722,8388607,2381020,2084618,2238690,988464,840642,8388607,8388607
335438,12.55956,39.24859,39.44827,39.48153,39.24127,39.14474,16.42801,15.5722,8388607,2376601,2085472,2238196,987864,838241,8388607,8388607
335581,12.55956,39.25324,39.45655,39.47548,39.2468,39.14417,16.42801,15.5722,8388607,2375223,2082967,2239981,986171,838415,8388607,8388607
335715,12.55956,39.25521,39.45235,39.47316,39.23607,39.13482,16.42801,15.5722,8388607,2374641,2084234,2240665,989458,841263,8388607,8388607
335858,12.55956,39.26159,39.45758,39.48201,39.24614,39.14173,16.42801,15.5722,8388607,2372752,2082654,2238057,986374,839156,8388607,8388607
335991,12.55956,39.24921,39.46619,39.48532,39.25644,39.1466,16.42801,15.5722,8388607,2376417,2080050,2237080,983217,837673,8388607,8388607
336135,12.55956,39.25902,39.46208,39.48638,39.24905,39.14596,16.42801,15.5722,8388607,2373513,2081295,2236767,985481,837869,8388607,8388607
336278,12.55956,39.2648,39.46279,39.4894,39.24589,39.15246,16.42801,15.5722,8388607,2371801,2081079,2235876,986450,835890,8388607,8388607
336421,12.55956,39.26613,39.46647,39.49358,39.25196,39.14985,16.42801,15.5722,8388607,2371407,2079966,2234646,984591,836684,8388607,8388607
336564,12.55956,39.26273,39.47054,39.4922,39.25815,39.15244,16.42801,15.5722,8388607,2372413,2078733,2235053,982692,835896,8388607,8388607
336707,12.55956,39.2671,39.47368,39.49214,39.25771,39.15003,16.42801,15.5722,8388607,2371119,2077785,2235070,982827,836628,8388607,8388607
336851,12.55956,39.27884,39.47526,39.49637,39.25487,39.15316,16.42801,15.5722,8388607,2367641,2077308,2233823,983697,835674,8388607,8388607
337064,12.55956,39.28217,39.47889,39.49745,39.26487,39.1558,16.42801,15.5722,8388607,2366657,2076209,2233504,980632,834872,8388607,8388607
337207,12.55956,39.2699,39.48191,39.49656,39.26052,39.15361,16.42801,15.5722,8388607,2370290,2075294,2233767,981964,835538,8388607,8388607
337350,12.55956,39.27098,39.48184,39.49816,39.26392,39.16161,16.42801,15.5722,8388607,2369968,2075317,2233295,980922,833102,8388607,8388607
337494,12.55956,39.27794,39.48576,39.50414,39.26275,39.16081,16.42801,15.5722,8388607,2367908,2074132,2231535,981281,833344,8388607,8388607
337637,12.55956,39.2897,39.48623,39.50639,39.26412,39.16384,16.42801,15.5722,8388607,2364424,2073991,2230870,980861,832424,8388607,8388607
337790,12.55956,39.28724,39.49179,39.50742,39.26985,39.16093,16.42801,15.5722,8388607,2365154,2072310,2230568,979107,833310,8388607,8388607
337934,12.55956,39.28604,39.48656,39.51913,39.27127,39.16899,16.42801,15.5722,8388607,2365510,2073890,2227116,978669,830853,8388607,8388607
338127,12.55956,39.28579,39.49595,39.51315,39.27287,39.16693,16.42801,15.5722,8388607,2365583,2071049,2228878,978180,831482,8388607,8388607
338260,12.55956,39.29764,39.49126,39.51731,39.26991,39.16823,16.42801,15.5722,8388607,2362073,2072469,2227650,979087,831086,8388607,8388607
338383,12.55956,39.29302,39.49286,39.51947,39.27877,39.17028,16.42801,15.5722,8388607,2363442,2071984,2227014,976370,830460,8388607,8388607
338517,12.55956,39.2953,39.49091,39.52262,39.27285,39.17926,16.42801,15.5722,8388607,2362766,2072575,2226088,978185,827726,8388607,8388607
338650,12.55956,39.29184,39.50117,39.5199,39.28432,39.17938,16.42801,15.5722,8388607,2363793,2069472,2226888,974668,827688,8388607,8388607
338843,12.55956,39.28526,39.48875,39.52108,39.29321,39.18488,16.42801,15.5722,8388607,2365742,2073228,2226541,971944,826014,8388607,8388607
338976,12.55956,39.30252,39.5018,39.53019,39.28497,39.18277,16.42801,15.5722,8388607,2360629,2069280,2223857,974471,826658,8388607,8388607
339109,12.55956,39.29712,39.50901,39.53223,39.29232,39.1854,16.42801,15.5722,8388607,2362228,2067099,2223253,972218,825855,8388607,8388607
339243,12.55956,39.30381,39.50896,39.53239,39.29675,39.18678,16.42801,15.5722,8388607,2360247,2067114,2223207,970860,825435,8388607,8388607
339376,12.55956,39.30498,39.50742,39.53591,39.29167,39.19168,16.42801,15.5722,8388607,2359899,2067581,2222170,972416,823942,8388607,8388607
339509,12.55956,39.30269,39.51807,39.52963,39.29696,39.19503,16.42801,15.5722,8388607,2360578,2064361,2224022,970796,822921,8388607,8388607
339653,12.55956,39.30647,39.51312,39.53235,39.29772,39.20167,16.42801,15.5722,8388607,2359459,2065856,2223220,970563,820900,8388607,8388607
339786,12.55956,39.3123,39.51728,39.53232,39.29815,39.19127,16.42801,15.5722,8388607,2357732,2064599,2223228,970430,824066,8388607,8388607
339919,12.55956,39.3236,39.52044,39.54049,39.29386,39.19678,16.42801,15.5722,8388607,2354387,2063644,2220822,971746,822390,8388607,8388607
340063,12.55956,39.32208,39.52295,39.53798,39.30054,39.20007,16.42801,15.5722,8388607,2354837,2062885,2221561,969698,821387,8388607,8388607
340206,12.55956,39.31614,39.52616,39.53783,39.30298,39.19409,16.42801,15.5722,8388607,2356596,2061914,2221605,968950,823208,8388607,8388607
340349,12.55956,39.3296,39.533,39.53823,39.30247,39.19697,16.42801,15.5722,8388607,2352608,2059845,2221487,969106,822331,8388607,8388607
340552,12.55956,39.31825,39.52072,39.54636,39.30728,39.20693,16.42801,15.5722,8388607,2355968,2063558,2219092,967633,819297,8388607,8388607
340696,12.55956,39.33262,39.53558,39.55182,39.30246,39.20336,16.42801,15.5722,8388607,2351715,2059064,2217481,969110,820387,8388607,8388607
340829,12.55956,39.3181,39.53901,39.54666,39.31065,39.2069,16.42801,15.5722,8388607,2356015,2058025,2219003,966600,819306,8388607,8388607
340972,12.55956,39.32902,39.53326,39.54796,39.31049,39.20762,16.42801,15.5722,8388607,2352780,2059765,2218618,966648,819086,8388607,8388607
341115,12.55956,39.32942,39.53239,39.55582,39.3106,39.21324,16.42801,15.5722,8388607,2352660,2060027,2216301,966615,817377,8388607,8388607
341259,12.55956,39.332,39.54068,39.55603,39.31226,39.21262,16.42801,15.5722,8388607,2351897,2057520,2216241,966107,817565,8388607,8388607
341402,12.55956,39.33201,39.54169,39.55938,39.31743,39.21413,16.42801,15.5722,8388607,2351895,2057214,2215252,964521,817105,8388607,8388607
341555,12.55956,39.32857,39.54072,39.55905,39.31395,39.21813,16.42801,15.5722,8388607,2352913,2057509,2215351,965588,815886,8388607,8388607
341699,12.55956,39.33217,39.5399,39.56271,39.31733,39.21702,16.42801,15.5722,8388607,2351847,2057758,2214272,964551,816225,8388607,8388607
341842,12.55956,39.33103,39.54781,39.56222,39.32431,39.21926,16.42801,15.5722,8388607,2352185,2055365,2214416,962412,815542,8388607,8388607
341985,12.55956,39.33201,39.5506,39.56089,39.32808,39.21686,16.42801,15.5722,8388607,2351896,2054522,2214809,961257,816273,8388607,8388607
342128,12.55956,39.33451,39.54705,39.5583,39.3307,39.2174,16.42801,15.5722,8388607,2351153,2055593,2215573,960455,816109,8388607,8388607
342372,12.55956,39.33488,39.54237,39.56877,39.33788,39.23047,16.42801,15.5722,8388607,2351044,2057011,2212485,958252,812129,8388607,8388607
342505,12.55956,39.33777,39.55424,39.56879,39.33479,39.22218,16.42801,15.5722,8388607,2350189,2053419,2212481,959199,814651,8388607,8388607
342628,12.55956,39.33403,39.55569,39.56857,39.33743,39.22499,16.42801,15.5722,8388607,2351294,2052980,2212544,958393,813798,8388607,8388607
342761,12.55956,39.34516,39.55163,39.57141,39.33539,39.22708,16.42801,15.5722,8388607,2347999,2054209,2211708,959016,813160,8388607,8388607
342895,12.55956,39.34129,39.55382,39.57032,39.33733,39.23649,16.42801,15.5722,8388607,2349146,2053548,2212030,958420,810294,8388607,8388607
343028,12.55956,39.33927,39.55871,39.56689,39.34764,39.22678,16.42801,15.5722,8388607,2349744,2052068,2213040,955262,813253,8388607,8388607
343161,12.55956,39.34589,39.55518,39.57361,39.33859,39.22623,16.42801,15.5722,8388607,2347782,2053136,2211059,958035,813419,8388607,8388607
343294,12.55956,39.33463,39.54618,39.56768,39.33409,39.24252,16.42801,15.5722,8388607,2351118,2055858,2212808,959415,808457,8388607,8388607
343428,12.55956,39.34523,39.56467,39.57449,39.35611,39.23911,16.42801,15.5722,8388607,2347977,2050265,2210800,952667,809495,8388607,8388607
343561,12.55956,39.33897,39.55123,39.56717,39.33358,39.22916,16.42801,15.5722,8388607,2349834,2054330,2212959,959570,812528,8388607,8388607
343694,12.55956,39.34256,39.55757,39.57338,39.33907,39.23632,16.42801,15.5722,8388607,2348770,2052412,2211127,957888,810345,8388607,8388607
343828,12.55956,39.3419,39.56353,39.56759,39.34259,39.24048,16.42801,15.5722,8388607,2348966,2050610,2212833,956810,809078,8388607,8388607
344031,12.55956,39.33384,39.56542,39.57706,39.34221,39.23499,16.42801,15.5722,8388607,2351352,2050039,2210043,956926,810750,8388607,8388607
344164,12.55956,39.3524,39.56356,39.56922,39.34095,39.23625,16.42801,15.5722,8388607,2345855,2050601,2212353,957313,810366,8388607,8388607
344298,12.55956,39.35835,39.56049,39.57389,39.33664,39.24402,16.42801,15.5722,8388607,2344093,2051531,2210977,958634,807999,8388607,8388607
344441,12.55956,39.36444,39.56542,39.57224,39.33784,39.2509,16.42801,15.5722,8388607,2342287,2050041,2211463,958266,805904,8388607,8388607
344584,12.55956,39.3643,39.57881,39.57571,39.34727,39.24659,16.42801,15.5722,8388607,2342329,2045990,2210441,955376,807218,8388607,8388607
344727,12.55956,39.36033,39.57454,39.57042,39.34992,39.24567,16.42801,15.5722,8388607,2343505,2047280,2211999,954563,807498,8388607,8388607
344870,12.55956,39.35029,39.57015,39.56967,39.34802,39.24555,16.42801,15.5722,8388607,2346479,2048610,2212220,955146,807533,8388607,8388607
345014,12.55956,39.36449,39.57439,39.58,39.35998,39.2502,16.42801,15.5722,8388607,2342274,2047327,2209175,951479,806118,8388607,8388607
345157,12.55956,39.36404,39.56983,39.58292,39.34888,39.2447,16.42801,15.5722,8388607,2342408,2048706,2208314,954882,807793,8388607,8388607
345300,12.55956,39.36876,39.572,39.58276,39.35234,39.24923,16.42801,15.5722,8388607,2341011,2048050,2208363,953821,806413,8388607,8388607
345443,12.55956,39.36865,39.57393,39.58117,39.35609,39.24954,16.42801,15.5722,8388607,2341044,2047465,2208832,952671,806319,8388607,8388607
345587,12.55956,39.36023,39.57806,39.58046,39.36462,39.24769,16.42801,15.5722,8388607,2343536,2046216,2209042,950057,806883,8388607,8388607
345800,12.55956,39.35875,39.56755,39.58878,39.3632,39.25283,16.42801,15.5722,8388607,2343974,2049394,2206587,950491,805317,8388607,8388607
345943,12.55956,39.37078,39.57507,39.58669,39.35882,39.25253,16.42801,15.5722,8388607,2340410,2047122,2207205,951835,805410,8388607,8388607
346086,12.55956,39.36741,39.58078,39.58814,39.36487,39.25804,16.42801,15.5722,8388607,2341411,2045393,2206777,949981,803729,8388607,8388607
346230,12.55956,39.36657,39.58314,39.59234,39.36362,39.2549,16.42801,15.5722,8388607,2341658,2044679,2205540,950363,804686,8388607,8388607
346373,12.55956,39.36987,39.58055,39.59471,39.36048,39.25611,16.42801,15.5722,8388607,2340681,2045464,2204841,951327,804318,8388607,8388607
346556,12.55956,39.36903,39.58129,39.60345,39.3639,39.26574,16.42801,15.5722,8388607,2340930,2045238,2202263,950277,801386,8388607,8388607
346689,12.55956,39.36663,39.58134,39.59654,39.3687,39.26317,16.42801,15.5722,8388607,2341639,2045223,2204302,948807,802168,8388607,8388607
346823,12.55956,39.37563,39.57875,39.60207,39.36444,39.26484,16.42801,15.5722,8388607,2338974,2046006,2202672,950111,801659,8388607,8388607
346956,12.55956,39.37801,39.5801,39.60424,39.36505,39.26782,16.42801,15.5722,8388607,2338269,2045600,2202033,949925,800750,8388607,8388607
347089,12.55956,39.37737,39.58533,39.59782,39.36747,39.26153,16.42801,15.5722,8388607,2338458,2044017,2203924,949183,802667,8388607,8388607
347222,12.55956,39.38268,39.58336,39.60727,39.36642,39.26482,16.42801,15.5722,8388607,2336886,2044614,2201140,949506,801665,8388607,8388607
347356,12.55956,39.38105,39.58392,39.61199,39.37117,39.26712,16.42801,15.5722,8388607,2337370,2044442,2199747,948049,800964,8388607,8388607
347549,12.55956,39.37768,39.57772,39.61015,39.38009,39.27086,16.42801,15.5722,8388607,2338368,2046320,2200292,945316,799825,8388607,8388607
347682,12.55956,39.39015,39.58771,39.61229,39.37102,39.26847,16.42801,15.5722,8388607,2334674,2043299,2199659,948096,800552,8388607,8388607
347815,12.55956,39.38731,39.5915,39.61037,39.3704,39.26859,16.42801,15.5722,8388607,2335515,2042151,2200227,948286,800518,8388607,8388607
347949,12.55956,39.38304,39.59494,39.60447,39.37691,39.26733,16.42801,15.5722,8388607,2336780,2041109,2201966,946289,800899,8388607,8388607
348082,12.55956,39.38883,39.58891,39.60981,39.37225,39.26756,16.42801,15.5722,8388607,2335067,2042935,2200392,947719,800832,8388607,8388607
348215,12.55956,39.3867,39.59264,39.61784,39.3793,39.27537,16.42801,15.5722,8388607,2335695,2041807,2198023,945556,798452,8388607,8388607
348348,12.55956,39.38305,39.59515,39.61132,39.37804,39.26547,16.42801,15.5722,8388607,2336776,2041046,2199945,945943,801468,8388607,8388607
348492,12.55956,39.39177,39.60154,39.62302,39.38537,39.27851,16.42801,15.5722,8388607,2334195,2039115,2196496,943696,797494,8388607,8388607
348625,12.55956,39.39323,39.59525,39.61196,39.38226,39.27424,16.42801,15.5722,8388607,2333760,2041018,2199757,944650,798796,8388607,8388607
348758,12.55956,39.39728,39.5971,39.6225,39.3805,39.27743,16.42801,15.5722,8388607,2332562,2040458,2196650,945191,797824,8388607,8388607
348901,12.55956,39.40307,39.59938,39.62667,39.37984,39.27503,16.42801,15.5722,8388607,2330848,2039769,2195420,945393,798555,8388607,8388607
349045,12.55956,39.40024,39.60351,39.62652,39.38392,39.27801,16.42801,15.5722,8388607,2331685,2038518,2195465,944142,797647,8388607,8388607
349248,12.55956,39.40344,39.60458,39.62267,39.38764,39.28505,16.42801,15.5722,8388607,2330740,2038196,2196600,943000,795503,8388607,8388607
349391,12.55956,39.40123,39.60941,39.62956,39.37937,39.28402,16.42801,15.5722,8388607,2331394,2036735,2194570,945538,795817,8388607,8388607
349534,12.55956,39.40601,39.61066,39.63579,39.38127,39.28591,16.42801,15.5722,8388607,2329978,2036355,2192734,944954,795241,8388607,8388607
349678,12.55956,39.412,39.60558,39.63583,39.38121,39.28668,16.42801,15.5722,8388607,2328202,2037894,2192722,944972,795008,8388607,8388607
349821,12.55956,39.41327,39.60781,39.63938,39.37876,39.28712,16.42801,15.5722,8388607,2327828,2037219,2191676,945722,794873,8388607,8388607
349964,12.55956,39.40381,39.61162,39.63461,39.38537,39.28396,16.42801,15.5722,8388607,2330628,2036065,2193083,943698,795835,8388607,8388607
350107,12.55956,39.40365,39.6151,39.63171,39.39428,39.2894,16.42801,15.5722,8388607,2330677,2035012,2193937,940965,794179,8388607,8388607
350251,12.55956,39.40317,39.6222,39.63239,39.39782,39.29297,16.42801,15.5722,8388607,2330818,2032867,2193737,939882,793090,8388607,8388607
350394,12.55956,39.403,39.61814,39.63933,39.39805,39.2917,16.42801,15.5722,8388607,2330869,2034093,2191691,939811,793478,8388607,8388607
350537,12.55956,39.41096,39.6184,39.64544,39.39699,39.2975,16.42801,15.5722,8388607,2328511,2034015,2189889,940136,791711,8388607,8388607
350681,12.55956,39.42311,39.62229,39.64776,39.40113,39.30116,16.42801,15.5722,8388607,2324912,2032840,2189205,938867,790597,8388607,8388607
350864,12.55956,39.42178,39.61808,39.64278,39.39891,39.29605,16.42801,15.5722,8388607,2325306,2034113,2190675,939548,792153,8388607,8388607
351057,12.55956,39.4158,39.61518,39.63643,39.39884,39.30026,16.42801,15.5722,8388607,2327076,2034990,2192546,939569,790870,8388607,8388607
351190,12.55956,39.42052,39.62468,39.63609,39.40287,39.29659,16.42801,15.5722,8388607,2325679,2032117,2192647,938332,791989,8388607,8388607
351314,12.55956,39.41718,39.62371,39.63523,39.39959,39.29871,16.42801,15.5722,8388607,2326669,2032410,2192900,939340,791342,8388607,8388607
351447,12.55956,39.42624,39.62695,39.63752,39.40598,39.2993,16.42801,15.5722,8388607,2323986,2031431,2192224,937379,791161,8388607,8388607
351580,12.55956,39.43079,39.62601,39.64271,39.40007,39.30125,16.42801,15.5722,8388607,2322636,2031713,2190695,939191,790569,8388607,8388607
351713,12.55956,39.41927,39.62651,39.63707,39.40753,39.30165,16.42801,15.5722,8388607,2326051,2031564,2192356,936904,790445,8388607,8388607
351847,12.55956,39.41753,39.62833,39.63865,39.41,39.30125,16.42801,15.5722,8388607,2326566,2031011,2191891,936147,790570,8388607,8388607
351980,12.55956,39.4187,39.62672,39.64114,39.40784,39.30567,16.42801,15.5722,8388607,2326217,2031498,2191158,936808,789222,8388607,8388607
352113,12.55956,39.42041,39.63204,39.6398,39.4152,39.30721,16.42801,15.5722,8388607,2325713,2029891,2191554,934554,788754,8388607,8388607
352246,12.55956,39.43122,39.63013,39.64196,39.41645,39.29812,16.42801,15.5722,8388607,2322511,2030468,2190916,934170,791522,8388607,8388607
352380,12.55956,39.43942,39.62854,39.64873,39.41182,39.30523,16.42801,15.5722,8388607,2320082,2030947,2188921,935591,789355,8388607,8388607
352513,12.55956,39.43967,39.63102,39.64671,39.41724,39.30589,16.42801,15.5722,8388607,2320008,2030199,2189514,933928,789154,8388607,8388607
352706,12.55956,39.42985,39.63366,39.65297,39.41598,39.30887,16.42801,15.5722,8388607,2322916,2029401,2187671,934316,788248,8388607,8388607
352849,12.55956,39.42753,39.6387,39.65272,39.41701,39.30918,16.42801,15.5722,8388607,2323602,2027877,2187744,934000,788153,8388607,8388607
352993,12.55956,39.42616,39.6378,39.65159,39.41086,39.30798,16.42801,15.5722,8388607,2324010,2028147,2188077,935886,788519,8388607,8388607
353136,12.55956,39.42471,39.63875,39.6542,39.41566,39.31343,16.42801,15.5722,8388607,2324437,2027862,2187309,934411,786859,8388607,8388607
353269,12.55956,39.42371,39.64048,39.65175,39.42437,39.31289,16.42801,15.5722,8388607,2324734,2027338,2188030,931744,787023,8388607,8388607
353412,12.55956,39.42953,39.6455,39.65322,39.4245,39.31838,16.42801,15.5722,8388607,2323011,2025818,2187595,931703,785352,8388607,8388607
353556,12.55956,39.43032,39.6431,39.6533,39.4205,39.31969,16.42801,15.5722,8388607,2322776,2026545,2187574,932930,784952,8388607,8388607
353699,12.55956,39.43496,39.63863,39.64987,39.41927,39.31681,16.42801,15.5722,8388607,2321404,2027898,2188584,933305,785830,8388607,8388607
353842,12.55956,39.43611,39.64075,39.65487,39.4201,39.31721,16.42801,15.5722,8388607,2321061,2027257,2187112,933053,785709,8388607,8388607
353985,12.55956,39.43306,39.64347,39.65154,39.42231,39.31611,16.42801,15.5722,8388607,2321966,2026433,2188091,932376,786044,8388607,8388607
354139,12.55956,39.43735,39.64566,39.6575,39.42147,39.32086,16.42801,15.5722,8388607,2320695,2025772,2186335,932630,784595,8388607,8388607
354282,12.55956,39.43931,39.64491,39.6549,39.42249,39.32029,16.42801,15.5722,8388607,2320115,2025998,2187103,932318,784770,8388607,8388607
354495,12.55956,39.42416,39.64419,39.6565,39.43375,39.32382,16.42801,15.5722,8388607,2324600,2026215,2186629,928868,783695,8388607,8388607
354638,12.55956,39.4431,39.64709,39.65771,39.42158,39.32106,16.42801,15.5722,8388607,2318993,2025337,2186272,932599,784535,8388607,8388607
354782,12.55956,39.44438,39.64463,39.65917,39.42587,39.32409,16.42801,15.5722,8388607,2318614,2026083,2185842,931285,783612,8388607,8388607
354935,12.55956,39.43713,39.64981,39.65509,39.42564,39.32031,16.42801,15.5722,8388607,2320760,2024517,2187044,931354,784762,8388607,8388607
355118,12.55956,39.44528,39.64807,39.66346,39.43113,39.3249,16.42801,15.5722,8388607,2318345,2025043,2184579,929670,783366,8388607,8388607
355241,12.55956,39.45457,39.64578,39.66771,39.42664,39.32486,16.42801,15.5722,8388607,2315594,2025734,2183327,931048,783377,8388607,8388607
355375,12.55956,39.45005,39.64698,39.66345,39.42927,39.32211,16.42801,15.5722,8388607,2316933,2025371,2184582,930241,784215,8388607,8388607
355508,12.55956,39.44141,39.6472,39.66576,39.43399,39.32039,16.42801,15.5722,8388607,2319493,2025305,2183900,928795,784738,8388607,8388607
355641,12.55956,39.44326,39.6436,39.67546,39.43268,39.32563,16.42801,15.5722,8388607,2318943,2026393,2181041,929195,783142,8388607,8388607
355774,12.55956,39.43418,39.64566,39.66944,39.437,39.32462,16.42801,15.5722,8388607,2321634,2025772,2182818,927872,783451,8388607,8388607
355908,12.55956,39.43571,39.64552,39.67347,39.44447,39.32419,16.42801,15.5722,8388607,2321180,2025814,2181628,925584,783582,8388607,8388607
356051,12.55956,39.43949,39.64948,39.66943,39.44134,39.32175,16.42801,15.5722,8388607,2320062,2024616,2182821,926544,784323,8388607,8388607
356244,12.55956,39.43708,39.63976,39.67194,39.44366,39.33109,16.42801,15.5722,8388607,2320775,2027555,2182080,925832,781480,8388607,8388607
356377,12.55956,39.44475,39.64637,39.67251,39.44314,39.32632,16.42801,15.5722,8388607,2318504,2025556,2181912,925989,782933,8388607,8388607
356511,12.55956,39.44303,39.65378,39.66681,39.4417,39.32276,16.42801,15.5722,8388607,2319012,2023314,2183592,926431,784018,8388607,8388607
356644,12.55956,39.45139,39.64819,39.67409,39.43636,39.32635,16.42801,15.5722,8388607,2316537,2025006,2181447,928069,782922,8388607,8388607
356777,12.55956,39.44751,39.65147,39.67993,39.43272,39.32503,16.42801,15.5722,8388607,2317685,2024013,2179725,929184,783325,8388607,8388607
356920,12.55956,39.44972,39.6498,39.68464,39.43014,39.33024,16.42801,15.5722,8388607,2317032,2024519,2178336,929974,781739,8388607,8388607
357064,12.55956,39.45142,39.65114,39.68597,39.43031,39.33245,16.42801,15.5722,8388607,2316529,2024114,2177945,929922,781066,8388607,8388607
357207,12.55956,39.44497,39.65026,39.68557,39.43351,39.32908,16.42801,15.5722,8388607,2318437,2024379,2178063,928943,782092,8388607,8388607
357350,12.55956,39.4519,39.66025,39.68024,39.4339,39.3305,16.42801,15.5722,8388607,2316384,2021359,2179634,928823,781659,8388607,8388607
