time in ms,raw 1,raw 2,raw 3,raw 4,raw 5,raw 6,raw 7,raw 8
380103,8388607,5185219,4724799,5058790,2412288,2149247,842752,2624217
380226,8388607,5185801,4724426,5058914,2411148,2150628,841005,2623864
380349,8388607,5182448,4716935,5055680,2406414,2150663,838517,2627993
380483,8388607,5180614,4716761,5051631,2408686,2147979,839821,2627732
380616,8388607,5184049,4714107,5054443,2408017,2152217,840428,2629067
380739,8388607,5181582,4713008,5048868,2406945,2150030,839678,2626777
380922,8388607,5178361,4715903,5048060,2409206,2149690,839673,2626685
381046,8388607,5176246,4716475,5046769,2406869,2150589,839499,2628205
381169,8388607,5176458,4716437,5047985,2408209,2150610,838869,2625867
381292,8388607,5176528,4716604,5051074,2408114,2148271,840550,2626292
381425,8388607,5174661,4718247,5048696,2410493,2143804,840456,2622470
381549,8388607,5175940,4715145,5048010,2410440,2143720,837653,2620151
381682,8388607,5176523,4717065,5047510,2412080,2142049,837883,2616955
381815,8388607,5178809,4711898,5048040,2410179,2140435,834763,2616337
381949,8388607,5176862,4711818,5045062,2408629,2138990,833467,2611497
382082,8388607,5176541,4713584,5040850,2404643,2137037,831790,2612561
382215,8388607,5180539,4711422,5041284,2402445,2137741,831060,2612728
382348,8388607,5177185,4709089,5039685,2399884,2131446,830247,2610948
382532,8388607,5176450,4706412,5042268,2397748,2131020,829105,2607448
382665,8388607,5173285,4707332,5039178,2396976,2129221,830084,2605297
382798,8388607,5174095,4704495,5039526,2396244,2129633,830860,2604224
382931,8388607,5174872,4701099,5039867,2394247,2132452,829663,2604332
383065,8388607,5170367,4699331,5038031,2396122,2130950,830641,2598452
383198,8388607,5169979,4695285,5037941,2394531,2130936,829126,2597421
383341,8388607,5169803,4695747,5036100,2392662,2128012,827866,2596075
383484,8388607,5169810,4697705,5036382,2390479,2125485,828099,2593702
383618,8388607,5172997,4699609,5038097,2393029,2124350,829389,2594765
383761,8388607,5173252,4703578,5039404,2394728,2121395,830597,2594423
383894,8388607,5174411,4700368,5038010,2394735,2117986,827851,2596356
384037,8388607,5172923,4702494,5036190,2398712,2119458,828353,2601005
384231,8388607,5172942,4698959,5038000,2396416,2121538,827756,2601888
384384,8388607,5170259,4702420,5033743,2396339,2117314,827075,2599154
384517,8388607,5169861,4701249,5034297,2396886,2116091,826989,2597233
384650,8388607,5168455,4700604,5034591,2394862,2117977,826316,2603343
384784,8388607,5164245,4699540,5031965,2395911,2117274,822724,2601146
384917,8388607,5166024,4696853,5033867,2394375,2119369,821366,2600721
385060,8388607,5163663,4696989,5031737,2396273,2117731,820798,2595765
385203,8388607,5162542,4697396,5032363,2393716,2118136,822807,2596178
385347,8388607,5161452,4697372,5032279,2392978,2120962,819889,2595374
385490,8388607,5163201,4694192,5028906,2389333,2122098,819688,2594704
385633,8388607,5160815,4692554,5029291,2388446,2125475,819979,2595982
385776,8388607,5158935,4691885,5026083,2386677,2124435,819514,2595712
385980,8388607,5158841,4693538,5026899,2389202,2126871,819712,2597958
386123,8388607,5155198,4693051,5026650,2388977,2125926,819540,2601083
386266,8388607,5151270,4691831,5026699,2389740,2123887,820805,2601969
386409,8388607,5151396,4687680,5028980,2388046,2123553,819602,2601114
386553,8388607,5152621,4687313,5026767,2384862,2124094,817717,2597045
386696,8388607,5152326,4686279,5023719,2385166,2123036,817824,2591753
386819,8388607,5152618,4689256,5021599,2386365,2119127,821410,2591875
386943,8388607,5151827,4690824,5023568,2389402,2120173,823334,2593465
387066,8388607,5151236,4690564,5022785,2389040,2120332,822850,2594971
387189,8388607,5152500,4688012,5022671,2387728,2119150,820191,2594181
387322,8388607,5148299,4689269,5020828,2389210,2117193,822564,2593904
387446,8388607,5147910,4688191,5024889,2390270,2116276,823729,2595826
387629,8388607,5150515,4688357,5028121,2384831,2115520,825255,2597043
387762,8388607,5148295,4686898,5025112,2383016,2110136,823345,2595231
387896,8388607,5149354,4685006,5024932,2379384,2110258,819735,2590036
388019,8388607,5148166,4686962,5023963,2376614,2106740,818649,2587947
388142,8388607,5147686,4687029,5022964,2374985,2107190,818472,2591475
388275,8388607,5148653,4681605,5024313,2375779,2110387,815414,2593711
388399,8388607,5146611,4682595,5021937,2378821,2109115,812519,2593000
388522,8388607,5144845,4680904,5021698,2379986,2109020,811672,2595214
388655,8388607,5146310,4680447,5024113,2379115,2110041,811607,2598567
388788,8388607,5142953,4678566,5021620,2378481,2109968,809730,2595307
388922,8388607,5142020,4683991,5022651,2384776,2107566,811977,2592857
389055,8388607,5145797,4681276,5023703,2382906,2108014,811879,2592128
389238,8388607,5142940,4682210,5022265,2386410,2102721,810620,2584978
389371,8388607,5144969,4677781,5022389,2383752,2102092,812374,2582222
389495,8388607,5144418,4677205,5020960,2381370,2099166,809114,2577948
389618,8388607,5144039,4676624,5019153,2380485,2097645,807221,2574880
389741,8388607,5143097,4678778,5019165,2377362,2095246,806335,2569987
389865,8388607,5142137,4678389,5021860,2374208,2093335,806727,2568252
389998,8388607,5141488,4674239,5018690,2373530,2091614,807859,2566139
390121,8388607,5140347,4674313,5016633,2374088,2092090,809246,2567200
390254,8388607,5140809,4671464,5016128,2369051,2092212,809502,2568488
390388,8388607,5139703,4675912,5015602,2366995,2094605,811939,2573621
390521,8388607,5138366,4677624,5010991,2368433,2095360,814602,2569467
390654,8388607,5138676,4676142,5011934,2364251,2097453,814612,2570373
390847,8388607,5135011,4675020,5007724,2361799,2098009,810660,2571815
390981,8388607,5134339,4674606,5004133,2364850,2096733,810582,2570918
391124,8388607,5135297,4673513,5004729,2364448,2098937,807922,2572395
391277,8388607,5137045,4671585,5005671,2366743,2101113,804540,2572323
391420,8388607,5134411,4669346,5003153,2363605,2098734,803869,2570653
391553,8388607,5134699,4668579,5004385,2361965,2097938,804462,2570656
391687,8388607,5132425,4671141,5004788,2362375,2095587,806928,2569760
391820,8388607,5131979,4671200,5005418,2364192,2091879,807924,2567856
391953,8388607,5136065,4671219,5008443,2360895,2093208,805518,2568670
392097,8388607,5136110,4670912,5006660,2358980,2091902,804283,2567528
392230,8388607,5135649,4668190,5005706,2356059,2093102,803490,2568559
392383,8388607,5133384,4667549,5004489,2357740,2090882,803517,2565755
392576,8388607,5132880,4664689,5005114,2362569,2089676,801608,2563691
392720,8388607,5132307,4664915,5003948,2364600,2088544,801926,2569167
392863,8388607,5132424,4661358,5003627,2363857,2088172,801137,2569157
393006,8388607,5132581,4658108,5004534,2361817,2088693,797662,2565605
393149,8388607,5132082,4657741,5006939,2360325,2088715,798045,2565262
393293,8388607,5131495,4658759,5008170,2357950,2084192,796443,2562361
393436,8388607,5130862,4660563,5004399,2358013,2081277,796953,2563143
393579,8388607,5129419,4662051,5005968,2359508,2079412,797548,2561933
393722,8388607,5130009,4657678,5002969,2357485,2076654,792444,2556548
393866,8388607,5129740,4655879,5003529,2356379,2078644,788606,2557509
394009,8388607,5132218,4654328,5004395,2355275,2079688,786132,2559363
394152,8388607,5130110,4653779,5004056,2355346,2080437,786492,2559628
394355,8388607,5128743,4656882,4997813,2348740,2079973,785677,2555977
394499,8388607,5125643,4659904,4994244,2345560,2079998,785526,2555624
394642,8388607,5122460,4659452,4993181,2342090,2082782,784928,2558007
394785,8388607,5121890,4654270,4991516,2339061,2081337,781823,2558120
394968,8388607,5120511,4653243,4989923,2337177,2083540,780733,2556614
395092,8388607,5121503,4655806,4991144,2338998,2085638,781475,2558336
395215,8388607,5117839,4654957,4986848,2337934,2083573,780215,2559176
395338,8388607,5116865,4655548,4984727,2339965,2080978,781279,2559564
395461,8388607,5116114,4656406,4984741,2339572,2083327,781706,2558493
395585,8388607,5115372,4652553,4983516,2338820,2083318,781630,2558598
395708,8388607,5116601,4650433,4986391,2340845,2085519,781357,2561099
395831,8388607,5118159,4650508,4986760,2341042,2085421,781242,2557976
396014,8388607,5117725,4652134,4989727,2344360,2080272,783357,2555667
396148,8388607,5117818,4652218,4989707,2343728,2080692,781635,2556014
396271,8388607,5118473,4649352,4986080,2340981,2075607,778162,2552168
396394,8388607,5116604,4647354,4983667,2342770,2074598,777057,2551563
396517,8388607,5114907,4646565,4981609,2342954,2070822,773735,2550893
396641,8388607,5113309,4646265,4978013,2340264,2072145,772038,2551901
396764,8388607,5115630,4647365,4977891,2338657,2075231,771579,2551942
396897,8388607,5114356,4648466,4973128,2336455,2072061,774943,2548667
397030,8388607,5114451,4642211,4975799,2335275,2073068,775181,2549900
397164,8388607,5111549,4643205,4976063,2337089,2070096,776130,2552401
397297,8388607,5113037,4644280,4975728,2339482,2067717,775282,2552008
397420,8388607,5112767,4644969,4977964,2339404,2065550,778289,2549651
397613,8388607,5116582,4643666,4984273,2341400,2069385,781314,2552939
397747,8388607,5115164,4643888,4984850,2337607,2066689,779481,2550715
397870,8388607,5116195,4641242,4985291,2338858,2065777,778751,2549387
398003,8388607,5114049,4641801,4984274,2341326,2066104,782712,2549667
398127,8388607,5113898,4640683,4983961,2339963,2068038,782521,2551531
398260,8388607,5111509,4644167,4981984,2340495,2064237,782008,2545758
398393,8388607,5112287,4643362,4981641,2340842,2064203,780128,2542512
398526,8388607,5111133,4641259,4981749,2339471,2064380,779981,2542381
398659,8388607,5107661,4644221,4981113,2343397,2064456,778602,2541003
398793,8388607,5107205,4638317,4979745,2339795,2061293,777370,2542401
398926,8388607,5106296,4638319,4979012,2336512,2060800,774465,2541795
399059,8388607,5105992,4637611,4976770,2335882,2059959,775420,2542124
399253,8388607,5107395,4633941,4978308,2332939,2058534,773591,2539445
399386,8388607,5105651,4631759,4979316,2330277,2058845,768986,2534498
399519,8388607,5102953,4631103,4977760,2331966,2057830,768531,2537587
399662,8388607,5103208,4626596,4977705,2330181,2057186,764753,2544650
399796,8388607,5104881,4627661,4973493,2330274,2059443,766398,2549290
399939,8388607,5101313,4627585,4971376,2328351,2057522,765473,2550794
400072,8388607,5104106,4626363,4969239,2326361,2058537,765541,2551023
400206,8388607,5103799,4629141,4970937,2327110,2061161,767159,2551437
400349,8388607,5104859,4629344,4971689,2327576,2060772,765596,2546293
400482,8388607,5099724,4632277,4969305,2328368,2058549,765679,2541554
400615,8388607,5101164,4631695,4972728,2327862,2060096,766221,2539677
400749,8388607,5102587,4628661,4973777,2324652,2062016,763063,2536479
400952,8388607,5100723,4630429,4970688,2323871,2063094,762291,2536982
401085,8388607,5100917,4630161,4972556,2322021,2061065,759314,2537120
401229,8388607,5100613,4628212,4973169,2320882,2061987,759177,2537916
401372,8388607,5099990,4629730,4971543,2320398,2058417,757853,2537407
401505,8388607,5099181,4628427,4971600,2318582,2060172,757334,2537489
401648,8388607,5100329,4629913,4970596,2320148,2060726,757847,2538048
401792,8388607,5099934,4632743,4974283,2325755,2064439,759904,2535862
401935,8388607,5098439,4629943,4968865,2325808,2060391,757171,2538530
402078,8388607,5097876,4631721,4969019,2322862,2059733,755740,2537223
402221,8388607,5099270,4632582,4967868,2322485,2063235,756378,2541228
402365,8388607,5098345,4629846,4967720,2322298,2064469,757328,2542107
402508,8388607,5101361,4629967,4966661,2322180,2064080,754899,2540669
402711,8388607,5099874,4629709,4968324,2323395,2065761,757427,2543114
402855,8388607,5096021,4631748,4964432,2324729,2060922,755775,2542964
403028,8388607,5095733,4629346,4965872,2324450,2062712,753635,2541657
403151,8388607,5095525,4630447,4964290,2324021,2062507,753899,2542960
403274,8388607,5094219,4631802,4963800,2329844,2062164,755661,2540709
403398,8388607,5091178,4630877,4964043,2329832,2061177,754456,2541359
403521,8388607,5090805,4628287,4965575,2330342,2063095,755432,2542723
403644,8388607,5092812,4626809,4967354,2329166,2062146,752195,2540436
403767,8388607,5093327,4623541,4967979,2326748,2061374,753062,2536934
403891,8388607,5093504,4624378,4966691,2325691,2060079,752966,2534341
404024,8388607,5092874,4624536,4966706,2323539,2061015,754401,2533723
404147,8388607,5094688,4620785,4968043,2319156,2059280,754157,2532573
404330,8388607,5094061,4625630,4967609,2319956,2056252,754834,2531173
404454,8388607,5094909,4627875,4966370,2321137,2052363,754737,2527230
404587,8388607,5094006,4625566,4965948,2318744,2053091,751773,2523204
404720,8388607,5090222,4627163,4964735,2318479,2051436,755006,2521516
404853,8388607,5091593,4623840,4964418,2319808,2049575,758124,2521815
404987,8388607,5090834,4619361,4964872,2318905,2048671,757070,2521669
405110,8388607,5091928,4618274,4964491,2317269,2046930,756634,2517910
405243,8388607,5090530,4616922,4960727,2314315,2044037,756476,2521543
405386,8388607,5090838,4612826,4957826,2312650,2044247,754902,2524482
405520,8388607,5089063,4618241,4956631,2313519,2042960,756452,2523912
405643,8388607,5087391,4616792,4956146,2309208,2045245,753871,2522207
405776,8388607,5087721,4618353,4953777,2309086,2044819,751896,2520753
405959,8388607,5088272,4620015,4955249,2309527,2044927,750245,2518256
406093,8388607,5088166,4616674,4951472,2307877,2044280,754431,2518462
406226,8388607,5086420,4614773,4951610,2305575,2043358,752723,2515933
406359,8388607,5083650,4615739,4951783,2307222,2040743,754106,2516733
406482,8388607,5083881,4610091,4953590,2306838,2040241,751451,2515943
406606,8388607,5084539,4607618,4956110,2305912,2039800,750036,2512993
406739,8388607,5082412,4611268,4957442,2310723,2040695,751389,2513850
406872,8388607,5083425,4606420,4955139,2308639,2040836,749123,2511311
407005,8388607,5083762,4604941,4955601,2304074,2039628,748215,2511571
407139,8388607,5082569,4607773,4951988,2306333,2036379,749886,2509778
407272,8388607,5084121,4606787,4952776,2303915,2036742,748009,2510363
407405,8388607,5084070,4606681,4953906,2301938,2036621,745332,2513623
407598,8388607,5080232,4610112,4951742,2303817,2038717,746222,2513333
407732,8388607,5081356,4608515,4951441,2301139,2038250,741936,2513716
407865,8388607,5082501,4607049,4951632,2300176,2040894,742036,2513463
407998,8388607,5079064,4609100,4947592,2299270,2038948,742369,2511110
408131,8388607,5081601,4607965,4947875,2299737,2041415,743087,2514586
408265,8388607,5080166,4605786,4947816,2297065,2042125,742710,2514004
408398,8388607,5077274,4608245,4945020,2297142,2040257,743366,2515004
408531,8388607,5079194,4606417,4946664,2297515,2041540,742166,2518385
408674,8388607,5078187,4606590,4944984,2299323,2041036,743212,2519311
408808,8388607,5080105,4604083,4945903,2296006,2042159,739569,2520300
408951,8388607,5078907,4607358,4945035,2296291,2041376,740343,2519174
409094,8388607,5077357,4611743,4943116,2300395,2041682,740245,2518125
409297,8388607,5076934,4612550,4942797,2304673,2040966,739299,2517939
409431,8388607,5076051,4609608,4941485,2304668,2039991,738533,2519311
409564,8388607,5076633,4608062,4943912,2303470,2041493,738553,2520798
409697,8388607,5074767,4610850,4941439,2303084,2037926,737557,2519617
409840,8388607,5075637,4608731,4945497,2302371,2040936,737555,2520116
409984,8388607,5077574,4605684,4946072,2303420,2041082,740519,2519971
410127,8388607,5076417,4606796,4946507,2303709,2039962,738276,2518071
410270,8388607,5074435,4607309,4944898,2303959,2037965,738887,2516481
410413,8388607,5072401,4608386,4942688,2306472,2034128,738051,2516776
410557,8388607,5071119,4606552,4944400,2308313,2036583,735824,2514299
410700,8388607,5070129,4603536,4944380,2305407,2036907,733745,2513806
410843,8388607,5072533,4603466,4947054,2304581,2038569,735103,2509578
411046,8388607,5073835,4600999,4950325,2302366,2037276,732647,2512720
411220,8388607,5069974,4600959,4947026,2300073,2034129,733089,2514402
411343,8388607,5073055,4604015,4949604,2300385,2036439,734211,2514650
411466,8388607,5072867,4604768,4947175,2297637,2034870,734714,2510586
411589,8388607,5070566,4606538,4944557,2299964,2034048,734313,2510445
411713,8388607,5070436,4606721,4945300,2301239,2033131,734595,2509746
411836,8388607,5070416,4605467,4945924,2299981,2035520,732850,2508621
411959,8388607,5070372,4605739,4947372,2297681,2037085,733653,2508769
412082,8388607,5072114,4605596,4945537,2296302,2036824,732595,2509188
412216,8388607,5070446,4607675,4940573,2298699,2033473,731046,2508787
412349,8388607,5072456,4605246,4939143,2298849,2034486,730439,2510490
412472,8388607,5070268,4605868,4934923,2297266,2031673,730246,2511846
412655,8388607,5070283,4605142,4935590,2297859,2031928,727028,2510917
412779,8388607,5071140,4605682,4936158,2297850,2035139,725701,2508089
412912,8388607,5070532,4606195,4934903,2297934,2035697,726543,2508189
413045,8388607,5072410,4604816,4937191,2295078,2037284,725183,2510856
413169,8388607,5068388,4602234,4937101,2294591,2035599,725909,2510006
413292,8388607,5067572,4599790,4935106,2293900,2033977,724873,2507787
413425,8388607,5069951,4599709,4937753,2291181,2036268,723378,2508860
413558,8388607,5068829,4601282,4936147,2292188,2033972,723765,2509151
413691,8388607,5066412,4599678,4936320,2291360,2032861,726741,2507157
413825,8388607,5070907,4599277,4938885,2289285,2032805,726585,2507270
413948,8388607,5069744,4599320,4936101,2290550,2031799,729739,2507540
414082,8388607,5069694,4599562,4938536,2289644,2032400,727833,2507343
414275,8388607,5067899,4599691,4935942,2289236,2027650,728389,2500262
414408,8388607,5067790,4595505,4935686,2291218,2026684,728279,2501878
414541,8388607,5068452,4596728,4932381,2291060,2027229,726935,2503671
414675,8388607,5066435,4599096,4928941,2292698,2023933,728035,2500572
414808,8388607,5067930,4594167,4931011,2291138,2024677,730806,2497735
414941,8388607,5067721,4589094,4932227,2288276,2022667,727895,2495619
415084,8388607,5067968,4591754,4933874,2289323,2025284,726535,2495666
415218,8388607,5065740,4593113,4933104,2288723,2023785,725579,2496404
415351,8388607,5065595,4594747,4931550,2288782,2022442,724030,2494261
415484,8388607,5067961,4590162,4933305,2284747,2021633,721474,2494915
415617,8388607,5064258,4589449,4928763,2286346,2021689,721606,2494352
415751,8388607,5066203,4590305,4929030,2286656,2019231,722813,2495566
415944,8388607,5066442,4587411,4927804,2283333,2019509,722358,2500076
416087,8388607,5065651,4587972,4928583,2284465,2020516,723449,2500274
416220,8388607,5066452,4588453,4931583,2284508,2023464,720711,2499335
416354,8388607,5064395,4591067,4928396,2284193,2018156,719692,2498784
416487,8388607,5065521,4587302,4930512,2285496,2018656,720498,2498369
416630,8388607,5065324,4591457,4927097,2285852,2017215,722634,2498894
416773,8388607,5064035,4589213,4922698,2285581,2016188,720654,2498637
416907,8388607,5065351,4587629,4924873,2285264,2018779,720899,2497604
417050,8388607,5063787,4591397,4923430,2286960,2018616,719755,2499248
417193,8388607,5061323,4595351,4922288,2286724,2018174,714928,2497160
417336,8388607,5061305,4592615,4921548,2285126,2020251,717155,2497667
417480,8388607,5061930,4592651,4925487,2284665,2021541,717528,2497901
417673,8388607,5058268,4592863,4923643,2282931,2017580,716852,2494101
417806,8388607,5057824,4587783,4925495,2282698,2019297,715063,2491874
417949,8388607,5058049,4590215,4926769,2284579,2017066,716452,2490547
418083,8388607,5060492,4584406,4926299,2284768,2017775,717864,2490808
418226,8388607,5060342,4582342,4925455,2285050,2016780,719389,2488250
418369,8388607,5060390,4583826,4923744,2283319,2015602,724302,2486541
418512,8388607,5057281,4582997,4922027,2281484,2012686,722511,2484349
418656,8388607,5055877,4583100,4919905,2279378,2013696,720558,2487081
418799,8388607,5057064,4582684,4921863,2274597,2011673,719318,2486639
418942,8388607,5058255,4579655,4921930,2272885,2012766,719538,2482886
419086,8388607,5057076,4579913,4919891,2272137,2010148,716855,2479828
419259,8388607,5054950,4579068,4919267,2271937,2010141,717371,2477447
419442,8388607,5058218,4582565,4919372,2274629,2012094,717194,2479848
419565,8388607,5058243,4581353,4919639,2275569,2010647,717984,2479714
419689,8388607,5056775,4580910,4916423,2273072,2008138,716973,2479221
419812,8388607,5054976,4578609,4917764,2271558,2008345,715163,2481566
419935,8388607,5057606,4580561,4919542,2271449,2008018,713188,2483969
420059,8388607,5057732,4578365,4920000,2269673,2007330,710351,2485824
420182,8388607,5057862,4576792,4919538,2269807,2008325,710256,2486680
420305,8388607,5056133,4577733,4917258,2269744,2007785,710557,2488664
420429,8388607,5055851,4579933,4914697,2269810,2004799,709307,2486457
420552,8388607,5056636,4581805,4914814,2268769,2007536,708486,2485502
420675,8388607,5055293,4580114,4912888,2268169,2007015,707316,2488091
420798,8388607,5056438,4580756,4915362,2268959,2009027,707381,2489010
420982,8388607,5056689,4579441,4917162,2269552,2008912,709600,2487798
421105,8388607,5055845,4578351,4916266,2271341,2009290,711146,2487195
421228,8388607,5054343,4580068,4917645,2274269,2009618,709646,2486276
421361,8388607,5054341,4577913,4920668,2273173,2012938,711338,2488860
421495,8388607,5052817,4582220,4920507,2274528,2011440,712158,2484608
421618,8388607,5052357,4580305,4919922,2270923,2011566,709153,2486532
421751,8388607,5051103,4582195,4917935,2274430,2011739,711886,2483691
421874,8388607,5052793,4581670,4916614,2270881,2010433,709116,2482605
422008,8388607,5053801,4582302,4916351,2272371,2011055,709187,2480201
422131,8388607,5052895,4583057,4913965,2270624,2009638,708921,2480963
422264,8388607,5053851,4580382,4914935,2269627,2013119,713729,2485992
422397,8388607,5053677,4580991,4912679,2266014,2011315,712692,2486213
422581,8388607,5054859,4582186,4915027,2266527,2012660,712383,2487158
422714,8388607,5052457,4583720,4914447,2268687,2011467,712179,2488030
422847,8388607,5051899,4584068,4912190,2270592,2012029,712947,2489472
422980,8388607,5052004,4580210,4911535,2268113,2009973,708761,2492796
423114,8388607,5049634,4581169,4909872,2270083,2009698,709207,2488491
423247,8388607,5049819,4579405,4909213,2268544,2009632,710439,2489596
423380,8388607,5050302,4576378,4911625,2266890,2011004,709727,2493104
423514,8388607,5048849,4576702,4908985,2266726,2008164,710375,2491887
423647,8388607,5049538,4576825,4910266,2267750,2007213,713025,2491079
423780,8388607,5051209,4574706,4913330,2266089,2007770,713521,2493401
423923,8388607,5049231,4575084,4915534,2270085,2006993,711872,2491440
424057,8388607,5049596,4577306,4916986,2271522,2007284,712837,2491361
424250,8388607,5048599,4575597,4915229,2274624,2005153,715996,2489853
424383,8388607,5049470,4572543,4915764,2273904,2004911,716589,2489502
424516,8388607,5049126,4573355,4915192,2275458,2005467,717664,2493212
424650,8388607,5047142,4575251,4914347,2275139,2002648,724996,2490929
424783,8388607,5048020,4571276,4914992,2271064,2001758,723268,2490991
424916,8388607,5049568,4572043,4914985,2271764,2003162,724799,2492684
425060,8388607,5050127,4570068,4914526,2270279,2003542,724946,2490385
425203,8388607,5050498,4572048,4912906,2267979,2002465,726076,2487852
425346,8388607,5048499,4573969,4910299,2267745,2002155,726980,2489835
425489,8388607,5047963,4575667,4908999,2269826,2002901,723304,2487772
425633,8388607,5048244,4576552,4910664,2270640,2003521,718248,2485949
425776,8388607,5048335,4575598,4913358,2268720,2003994,715748,2482694
425979,8388607,5047978,4573805,4913812,2271185,2003949,715795,2479106
426122,8388607,5047860,4570259,4908830,2269065,1998808,713696,2475915
426255,8388607,5046598,4571041,4908074,2267177,1997321,711264,2476033
426409,8388607,5044902,4573125,4910366,2267998,1997102,712536,2477768
426552,8388607,5042902,4571044,4905677,2263267,1994010,710517,2475618
426695,8388607,5042768,4567792,4906264,2258323,1992999,706086,2472830
426839,8388607,5044148,4565677,4908636,2257648,1993750,706465,2474068
426982,8388607,5045150,4568600,4908013,2258797,1992852,707790,2476085
427125,8388607,5043573,4566084,4905111,2259998,1993028,712408,2474104
427318,8388607,5041325,4559819,4905135,2258925,1993676,707779,2470982
427442,8388607,5041990,4561534,4907999,2260482,1993415,709444,2470947
427565,8388607,5040695,4561461,4908619,2262525,1993152,711671,2469828
427748,8388607,5038810,4563483,4906544,2263413,1991903,715146,2469960
427871,8388607,5036780,4561240,4904223,2260864,1990451,712793,2467372
427995,8388607,5037625,4561838,4906434,2262019,1990919,710734,2468606
428118,8388607,5038948,4562600,4907110,2261168,1991765,710373,2469300
428251,8388607,5037577,4564096,4908132,2265732,1991099,714880,2471316
428374,8388607,5037029,4561190,4908112,2262762,1989786,714599,2472215
428498,8388607,5038108,4560467,4908567,2262709,1992206,715832,2471574
428621,8388607,5038644,4560540,4906028,2260585,1990530,718185,2468565
428744,8388607,5037731,4564556,4906437,2261977,1987835,718874,2471130
428867,8388607,5034811,4565357,4904049,2262205,1987920,720408,2472030
428991,8388607,5032442,4561504,4901996,2259809,1988431,717456,2472442
429114,8388607,5033253,4560577,4903130,2257699,1987790,717276,2474019
429297,8388607,5033858,4558615,4904699,2257807,1989819,721319,2474401
429420,8388607,5035344,4553606,4900578,2254039,1990123,718284,2472907
429544,8388607,5035153,4556312,4899376,2252776,1986748,712998,2471494
429677,8388607,5034889,4555675,4902953,2251938,1988990,711402,2468798
429810,8388607,5033287,4558349,4901525,2249773,1986416,710006,2467859
429933,8388607,5034011,4556019,4902226,2249712,1985197,709079,2466797
430067,8388607,5034044,4554380,4900647,2250332,1982854,709639,2465037
430200,8388607,5035331,4552368,4901066,2252109,1984554,706759,2465293
430333,8388607,5033040,4556945,4900927,2255060,1981503,705324,2466258
430466,8388607,5033856,4557548,4900840,2255395,1978703,705478,2468454
430600,8388607,5033059,4555434,4903688,2255612,1981664,705816,2473610
430733,8388607,5032640,4559865,4900559,2257456,1982500,704921,2474033
430926,8388607,5030018,4559731,4899248,2256260,1982804,709009,2472840
431060,8388607,5033058,4556408,4901293,2254328,1985949,706813,2471260
431193,8388607,5030121,4556423,4898214,2253700,1984869,707333,2469730
431326,8388607,5030557,4556750,4897140,2255599,1985977,706512,2469835
431469,8388607,5028461,4556135,4897365,2254033,1983009,704656,2467227
431603,8388607,5031040,4554384,4899289,2253516,1983558,705270,2463290
431746,8388607,5029412,4555283,4897275,2252958,1978699,703532,2462394
431879,8388607,5031409,4553264,4897239,2251197,1980887,704522,2464866
432013,8388607,5029504,4556258,4893933,2249579,1975870,700134,2463134
432146,8388607,5027953,4555074,4894868,2250685,1974519,699974,2460208
432279,8388607,5029515,4552602,4896320,2246840,1976550,700012,2462547
432413,8388607,5027193,4553676,4893156,2247585,1976078,700433,2462474
432616,8388607,5027782,4553484,4893114,2244922,1977993,701981,2464686
432749,8388607,5026593,4553382,4889258,2245676,1975048,700084,2461912
432882,8388607,5027644,4550205,4891581,2246183,1976701,700641,2465341
433016,8388607,5027231,4549778,4891283,2246851,1977817,699172,2460855
433159,8388607,5026403,4548578,4892330,2245439,1977945,698990,2460311
433312,8388607,5024571,4553919,4891380,2246780,1975376,699695,2458571
433455,8388607,5024210,4552285,4889978,2243889,1975668,699288,2453763
433599,8388607,5023122,4550093,4887889,2242426,1974762,696011,2450483
433742,8388607,5025293,4552740,4888460,2242602,1977225,699378,2451820
433885,8388607,5021825,4550836,4885053,2241631,1974707,701609,2451595
434029,8388607,5020764,4550854,4886138,2243334,1972803,702351,2452953
434172,8388607,5019496,4548821,4887538,2241426,1970951,701882,2454349
434365,8388607,5019884,4546200,4887426,2240871,1969359,701309,2457233
434508,8388607,5018239,4547045,4885994,2240847,1966054,701393,2456535
434662,8388607,5021410,4544139,4889249,2243206,1968555,699255,2459232
434805,8388607,5019083,4545730,4889294,2244951,1967774,696026,2459316
434948,8388607,5019359,4546212,4888598,2243506,1967545,695055,2454423
435091,8388607,5018016,4543865,4888389,2243169,1968386,693333,2454892
435235,8388607,5018976,4540769,4891252,2239019,1967843,692231,2454469
435378,8388607,5018838,4537048,4892743,2240289,1971109,690747,2454662
435561,8388607,5019231,4533337,4888979,2241073,1970371,691955,2455624
435685,8388607,5020284,4536029,4886419,2240838,1966966,690598,2454504
435808,8388607,5018799,4539815,4887100,2243362,1969171,690852,2453531
435931,8388607,5017916,4541437,4885327,2240623,1968674,690487,2450952
436114,8388607,5019205,4543156,4883891,2236931,1971566,690619,2449124
436238,8388607,5019789,4539403,4880516,2235146,1971085,687285,2449777
436361,8388607,5019722,4540966,4882784,2235514,1971519,689784,2452774
436484,8388607,5017725,4542519,4881692,2235768,1968442,689952,2448792
436607,8388607,5015521,4544173,4880995,2237454,1967849,692637,2446729
436731,8388607,5015294,4546874,4881944,2235608,1968686,693907,2447437
436854,8388607,5013304,4542264,4883695,2235342,1970691,692981,2446196
436987,8388607,5013823,4544238,4884488,2234979,1970669,695208,2446934
