time in ms,raw 1,raw 2,raw 3,raw 4,raw 5,raw 6,raw 7,raw 8
102331,8388607,7272857,6872500,7135253,4539692,4268552,3065633,4760849
102464,8388607,7274471,6869793,7139209,4539203,4270375,3064576,4760105
102597,8388607,7273697,6871088,7136102,4538019,4268956,3065298,4760689
102731,8388607,7272079,6870321,7132373,4536388,4267094,3072976,4759048
102864,8388607,7274058,6866397,7135976,4537072,4269024,3073995,4759155
102997,8388607,7272844,6869439,7134848,4537431,4265923,3071350,4756419
103130,8388607,7273200,6870590,7134963,4537945,4265393,3067480,4756356
103264,8388607,7275453,6869785,7138228,4537645,4267637,3060105,4755885
103407,8388607,7273684,6868523,7135599,4539339,4266405,3061612,4756779
103540,8388607,7272930,6869687,7138524,4538846,4266923,3061241,4756896
103674,8388607,7271663,6869945,7134802,4538725,4262719,3069666,4757297
103807,8388607,7274730,6867965,7137936,4537982,4264462,3068080,4755030
104010,8388607,7273179,6869277,7138398,4537032,4264596,3065701,4755575
104143,8388607,7275201,6866518,7137527,4534996,4265135,3064176,4757251
104287,8388607,7274336,6867003,7137957,4536468,4263324,3061723,4756697
104430,8388607,7273256,6867701,7135407,4537099,4262976,3065117,4758080
104573,8388607,7270859,6866830,7136552,4539616,4262841,3063905,4757803
104706,8388607,7273909,6865810,7136024,4538388,4264614,3061121,4757113
104850,8388607,7272589,6869461,7137917,4541267,4265331,3069241,4758375
104993,8388607,7270715,6868174,7134501,4537996,4264165,3066671,4759132
105136,8388607,7271284,6869834,7135748,4538657,4264869,3069834,4758548
105280,8388607,7271888,6869256,7135084,4538581,4268382,3069246,4761211
105423,8388607,7273747,6868747,7136553,4538316,4269549,3065680,4762472
105566,8388607,7274194,6870038,7135628,4538418,4270125,3065190,4760320
105769,8388607,7272115,6868016,7131420,4537544,4266944,3063278,4759340
105913,8388607,7270490,6870689,7131807,4536955,4267788,3064028,4758819
106056,8388607,7269147,6869116,7132944,4538076,4268587,3055863,4760592
106229,8388607,7269918,6865894,7130984,4535229,4266825,3046539,4757649
106352,8388607,7270961,6870936,7132584,4534662,4266188,3042647,4756729
106476,8388607,7270994,6870762,7133810,4534692,4266779,3040252,4757733
106599,8388607,7270956,6868320,7133072,4534676,4265469,3038442,4757955
106722,8388607,7272940,6864261,7136099,4535735,4268698,3044000,4760586
106845,8388607,7273166,6864965,7136297,4534625,4266789,3052515,4758227
106969,8388607,7271204,6867498,7134428,4535620,4266632,3054388,4758772
107102,8388607,7272672,6867768,7136404,4533426,4269223,3051962,4760360
107225,8388607,7274122,6867616,7133630,4532911,4268077,3058993,4758293
107419,8388607,7271950,6870659,7132868,4535944,4268329,3065169,4759127
107552,8388607,7269917,6871373,7131100,4536508,4266726,3070794,4757805
107675,8388607,7271149,6872362,7134652,4536834,4267901,3074671,4756846
107799,8388607,7271983,6870342,7134374,4533943,4268130,3075633,4757850
107932,8388607,7269837,6873145,7134334,4535730,4267032,3073439,4758301
108065,8388607,7271878,6869994,7137004,4534962,4268778,3075605,4759338
108198,8388607,7272313,6872459,7135960,4536187,4268397,3069295,4758890
108331,8388607,7271922,6871692,7133135,4537555,4266553,3069168,4758096
108455,8388607,7270915,6869393,7131604,4537826,4264655,3068489,4755659
108588,8388607,7271317,6866639,7135215,4537176,4266466,3065046,4758634
108721,8388607,7271714,6867903,7135599,4535783,4266071,3055262,4759524
108855,8388607,7270647,6869806,7134805,4536712,4263634,3047588,4758075
109038,8388607,7270727,6869289,7135780,4539061,4265075,3048931,4758714
109171,8388607,7270584,6868894,7133756,4538478,4264903,3052712,4759035
109304,8388607,7271272,6866512,7136999,4538443,4267743,3055822,4759115
109438,8388607,7270049,6870309,7135377,4539709,4268958,3060508,4761406
109571,8388607,7271237,6869687,7135161,4537977,4266444,3045476,4758111
109704,8388607,7272770,6868028,7136828,4535805,4267463,3044200,4759928
109827,8388607,7272215,6868419,7136016,4535174,4267464,3040571,4759753
109961,8388607,7270770,6869768,7135922,4535622,4267896,3037714,4760990
110094,8388607,7270484,6870560,7134539,4537371,4268283,3052642,4760442
110227,8388607,7273067,6867828,7136533,4535298,4267955,3056834,4760433
110361,8388607,7271639,6869134,7137007,4536543,4268966,3049003,4758724
110494,8388607,7269221,6868387,7134154,4536374,4265041,3046461,4757464
110687,8388607,7272080,6868314,7135387,4534193,4265962,3048144,4757453
110820,8388607,7269928,6868095,7133656,4534355,4266850,3042276,4758150
110954,8388607,7270710,6869702,7132170,4535808,4265285,3036791,4755270
111097,8388607,7268739,6867773,7131923,4531972,4264131,3028198,4755200
111230,8388607,7271018,6868221,7134011,4531456,4264755,3027339,4755059
111373,8388607,7268111,6869201,7132587,4531529,4265063,3027711,4752848
111527,8388607,7272590,6867591,7136757,4531951,4265980,3030978,4754664
111670,8388607,7271381,6869561,7135678,4534577,4265789,3028769,4755483
111813,8388607,7270163,6869573,7133818,4536171,4264789,3021779,4754557
111946,8388607,7271387,6866837,7135777,4532866,4266161,3019684,4754680
112090,8388607,7272373,6868687,7133268,4534784,4265823,3016919,4753230
112233,8388607,7269580,6869723,7133550,4534868,4264616,3027475,4754478
112436,8388607,7270253,6869058,7134076,4535467,4263059,3034444,4754262
112579,8388607,7270947,6867697,7134552,4534301,4264931,3039463,4757807
112713,8388607,7271629,6868535,7133709,4535249,4264283,3039292,4756917
112846,8388607,7273805,6865968,7134944,4532338,4266772,3046080,4757933
112979,8388607,7270962,6867566,7131720,4535450,4266074,3046678,4758232
113123,8388607,7272272,6866391,7131546,4533948,4266082,3043960,4755869
113266,8388607,7273536,6865828,7132067,4531885,4264686,3042846,4755671
113399,8388607,7271354,6868463,7131931,4532511,4264976,3038063,4754188
113542,8388607,7274261,6869359,7134855,4530637,4265066,3037807,4757732
113676,8388607,7271155,6869634,7133071,4533222,4263903,3031543,4755772
113819,8388607,7271536,6869683,7133139,4533314,4265188,3033527,4755298
113962,8388607,7272454,6869068,7134049,4531380,4265154,3039194,4756744
114195,8388607,7269224,6869284,7131346,4533976,4264531,3029688,4753027
114318,8388607,7270768,6869571,7132524,4532423,4263736,3027772,4752075
114442,8388607,7270759,6867104,7133076,4530263,4265702,3033276,4753508
114565,8388607,7272075,6866146,7133678,4530954,4266093,3034161,4753488
114688,8388607,7272991,6867382,7131851,4530646,4266820,3033221,4753210
114812,8388607,7270722,6867038,7129770,4530773,4263243,3030292,4750769
114935,8388607,7269504,6868552,7132643,4533752,4265074,3029349,4749458
115058,8388607,7270258,6870205,7133079,4533349,4263429,3025292,4748764
115181,8388607,7272136,6868005,7132695,4532290,4265306,3024649,4750882
115305,8388607,7272130,6866645,7135374,4533231,4266606,3036256,4749924
115428,8388607,7272208,6866406,7135029,4532505,4265707,3039107,4752755
115551,8388607,7270924,6867190,7132608,4533559,4265559,3033715,4751862
115734,8388607,7270003,6870012,7133206,4533686,4263390,3035003,4751436
115858,8388607,7270107,6870624,7132786,4533666,4264417,3034437,4751258
115981,8388607,7270498,6867619,7133711,4534217,4265759,3037390,4753593
116114,8388607,7269479,6868160,7132602,4533358,4263160,3034531,4750362
116247,8388607,7271883,6866362,7135636,4533504,4265623,3027764,4750236
116381,8388607,7271335,6868187,7135539,4532968,4263695,3026098,4750852
116504,8388607,7272279,6865691,7135503,4532230,4264449,3025585,4751096
116627,8388607,7273017,6865706,7134375,4531139,4264802,3032717,4751603
116751,8388607,7272107,6865913,7132448,4531577,4264142,3033548,4751644
116884,8388607,7273075,6865469,7134481,4531945,4265752,3047893,4753824
117007,8388607,7274549,6864679,7134913,4532026,4265019,3052085,4753141
117130,8388607,7273387,6865552,7135088,4533658,4262720,3055179,4749742
117324,8388607,7271958,6865155,7136342,4533593,4264956,3042973,4749571
117457,8388607,7270572,6866833,7134403,4535174,4262199,3039792,4749170
117580,8388607,7269357,6866652,7135417,4533425,4262950,3032541,4749766
117713,8388607,7270658,6866534,7132951,4532124,4260924,3038346,4747833
117847,8388607,7272887,6861726,7135573,4533220,4263654,3036032,4748017
117980,8388607,7270798,6862755,7134609,4535279,4261927,3036309,4747239
118113,8388607,7272493,6865529,7134185,4535080,4262199,3039781,4748429
118246,8388607,7272577,6864899,7136636,4532392,4263933,3042065,4750581
118390,8388607,7274214,6865865,7137472,4534985,4263521,3044765,4749061
118523,8388607,7271740,6864375,7133835,4531916,4261906,3042486,4754236
118656,8388607,7271817,6867106,7133033,4534241,4260484,3036655,4750754
118789,8388607,7272274,6864018,7134410,4531365,4261318,3031937,4750187
118983,8388607,7272712,6862584,7135000,4532084,4262580,3025026,4751125
119116,8388607,7270355,6861344,7133571,4532431,4260920,3028754,4751169
119249,8388607,7271267,6860071,7132530,4529954,4262534,3029981,4750685
119382,8388607,7271942,6862634,7132864,4530297,4265289,3031065,4753053
119516,8388607,7269983,6864654,7130503,4531183,4261605,3033521,4751294
119649,8388607,7273641,6863322,7135344,4530268,4264627,3023827,4750803
119782,8388607,7271536,6865477,7133917,4531549,4262055,3018555,4751602
119926,8388607,7271807,6866072,7134118,4532512,4264450,3016141,4753360
120059,8388607,7270156,6868552,7131641,4531095,4261188,3018263,4750191
120202,8388607,7272449,6869430,7133832,4530913,4263270,3023277,4751236
120345,8388607,7274022,6866880,7134277,4530341,4264141,3024737,4750132
120489,8388607,7274586,6866175,7134713,4530170,4263356,3020306,4752869
120682,8388607,7272822,6867196,7131908,4530142,4263566,3022740,4756044
120825,8388607,7271892,6864795,7129910,4528436,4262986,3023220,4756310
120968,8388607,7274817,6865741,7130415,4528535,4264557,3020578,4754802
121111,8388607,7273328,6867337,7130020,4530796,4263526,3013714,4753608
121245,8388607,7272992,6865835,7131230,4529075,4263088,3011285,4755021
121388,8388607,7274744,6866366,7133921,4529005,4264826,3017779,4754745
121531,8388607,7273843,6868477,7134399,4529132,4263662,3014487,4753260
121675,8388607,7273381,6869340,7133995,4530917,4264473,3012052,4753820
121818,8388607,7271673,6870455,7132179,4530484,4263431,3010795,4752105
121961,8388607,7273343,6870572,7132935,4530306,4262950,3010329,4751468
122134,8388607,7271406,6866860,7130130,4529294,4261599,3011119,4751215
122258,8388607,7272647,6870353,7130720,4531151,4263065,3013704,4751338
122431,8388607,7274452,6868114,7134757,4531965,4265614,3021425,4753783
122554,8388607,7274011,6867258,7134924,4533605,4263582,3023248,4749676
122677,8388607,7272392,6869790,7134979,4533565,4262391,3021095,4748813
122801,8388607,7271531,6869621,7134789,4532675,4261984,3016053,4750397
122924,8388607,7271871,6867664,7133383,4530274,4263741,3012455,4749766
123047,8388607,7273911,6866215,7134483,4530862,4264419,3009437,4749635
123170,8388607,7273130,6866336,7135144,4530015,4264564,3014572,4748880
123304,8388607,7272088,6868019,7134193,4531349,4263906,3012595,4745772
123427,8388607,7272307,6865191,7134082,4530028,4265373,3016087,4745011
123550,8388607,7274247,6866133,7136330,4531376,4263635,3014668,4745981
123674,8388607,7273220,6867330,7134590,4533270,4260996,3014118,4743565
123797,8388607,7272853,6867875,7133571,4533134,4260457,3020412,4746210
123990,8388607,7276042,6867838,7136194,4533052,4266499,3031089,4749404
124123,8388607,7272691,6867499,7133178,4532379,4264728,3026167,4747721
124247,8388607,7273886,6867144,7132982,4528887,4265547,3025867,4748037
124380,8388607,7272883,6868520,7131229,4529561,4263577,3026263,4748074
124513,8388607,7273472,6866814,7133928,4531296,4266066,3026211,4750428
124646,8388607,7274086,6865907,7134282,4530913,4267805,3028131,4752505
124780,8388607,7272869,6870691,7134149,4532967,4263800,3024689,4751784
124903,8388607,7271878,6868681,7133207,4531149,4263538,3022146,4752788
125036,8388607,7272195,6867952,7134032,4532996,4264554,3028543,4753879
125170,8388607,7275177,6865926,7136760,4532043,4266688,3034647,4755412
125303,8388607,7272453,6868663,7134789,4532761,4264899,3034015,4752228
125436,8388607,7273119,6868626,7133998,4533838,4265501,3028880,4749520
125629,8388607,7275475,6867350,7135904,4532041,4267467,3024555,4750620
125763,8388607,7272997,6870451,7136740,4534608,4264815,3020789,4750642
125896,8388607,7272737,6867791,7133430,4535955,4265622,3017090,4751576
126029,8388607,7274391,6865697,7136092,4533414,4267465,3015050,4752877
126162,8388607,7272304,6868343,7134720,4534586,4264307,3020499,4752472
126296,8388607,7273737,6869366,7134655,4534567,4265052,3026314,4752283
126429,8388607,7275116,6868137,7135221,4531719,4264956,3030156,4754108
126562,8388607,7274298,6871765,7134469,4533635,4266789,3027027,4752838
126695,8388607,7275134,6868338,7134925,4533700,4266180,3027492,4751125
126829,8388607,7275459,6868027,7137351,4533132,4265919,3022232,4748045
126972,8388607,7275820,6867992,7138276,4534749,4266070,3019229,4747421
127105,8388607,7272958,6868184,7137482,4534118,4265469,3014042,4747676
127298,8388607,7274338,6870497,7136324,4536014,4264532,3017173,4748852
127431,8388607,7275591,6867636,7137763,4534324,4266404,3015469,4750879
127565,8388607,7274899,6870833,7136797,4533872,4264924,3018865,4752150
127698,8388607,7274151,6869475,7135171,4535730,4264551,3019106,4749361
127831,8388607,7276833,6868993,7137964,4535817,4267775,3019905,4753046
127964,8388607,7274992,6870179,7136789,4535164,4266037,3024433,4752820
128108,8388607,7275748,6867721,7138139,4534036,4267013,3020563,4753610
128251,8388607,7276591,6867165,7138717,4531244,4266231,3024519,4754045
128394,8388607,7276912,6866195,7134298,4531860,4264228,3040853,4751569
128528,8388607,7275360,6866002,7137291,4532104,4264462,3040334,4751094
128671,8388607,7276790,6866926,7136175,4531317,4265487,3050597,4751672
128814,8388607,7277303,6868023,7137269,4532889,4265357,3051708,4751855
129017,8388607,7276567,6871504,7138144,4535475,4265942,3068797,4753077
129150,8388607,7279023,6868515,7138176,4532797,4267346,3064663,4754068
129294,8388607,7278121,6869713,7139369,4535981,4268206,3056883,4755882
129437,8388607,7277612,6872095,7138556,4539749,4268052,3067336,4756621
129570,8388607,7279364,6868975,7137845,4536737,4269962,3062646,4756667
129713,8388607,7278548,6870486,7136251,4539546,4270244,3058698,4759882
129857,8388607,7277182,6872593,7131634,4540952,4268529,3064956,4755754
130030,8388607,7277217,6869489,7134176,4537484,4270573,3055828,4758223
130153,8388607,7277698,6870287,7136165,4538738,4270933,3062552,4757946
130287,8388607,7276761,6871131,7135076,4537839,4268340,3059159,4756648
130410,8388607,7278021,6868374,7139168,4536323,4269685,3053071,4758255
130533,8388607,7276973,6867902,7138429,4535878,4269214,3062638,4756481
130716,8388607,7276717,6868245,7139452,4538877,4267945,3070826,4754341
130840,8388607,7275221,6865869,7136616,4539303,4266830,3074105,4754886
130963,8388607,7275073,6866123,7137465,4539943,4267114,3078863,4759619
131086,8388607,7276248,6866210,7137011,4537529,4268895,3074524,4757520
131209,8388607,7276077,6864661,7138073,4537100,4268401,3070091,4757213
131343,8388607,7276135,6870646,7137052,4539907,4266442,3075572,4757777
131466,8388607,7276221,6868801,7138664,4538434,4267879,3077806,4757717
131589,8388607,7277908,6866899,7140350,4537622,4269770,3080964,4757664
131712,8388607,7277706,6864014,7140424,4536447,4269531,3079027,4758080
131846,8388607,7276226,6864608,7139534,4538561,4269346,3079962,4759929
131979,8388607,7276085,6866313,7139421,4541489,4269050,3076507,4760865
132102,8388607,7274768,6865752,7137979,4542318,4268144,3069823,4759293
132295,8388607,7277504,6862934,7138143,4541186,4270411,3069162,4761600
132439,8388607,7277064,6868657,7137344,4542649,4270384,3069352,4760788
132572,8388607,7276864,6867699,7140448,4541345,4273775,3065199,4763539
132695,8388607,7277883,6867829,7138410,4540372,4272525,3070126,4763273
132828,8388607,7275705,6866845,7136411,4540883,4272164,3076270,4764218
132962,8388607,7275889,6868753,7134732,4542460,4269593,3072272,4760543
133085,8388607,7273921,6868557,7136185,4540486,4269798,3064381,4760895
133218,8388607,7275934,6869597,7135625,4539698,4270545,3054580,4761887
133352,8388607,7278010,6869221,7138908,4536559,4273462,3063519,4763894
133485,8388607,7274468,6871951,7137707,4537961,4272857,3062157,4763947
133618,8388607,7275713,6870460,7138421,4537134,4271692,3066467,4762899
133752,8388607,7276503,6868193,7140548,4535761,4272729,3064850,4765120
133945,8388607,7274580,6871349,7138516,4537337,4270930,3068426,4763862
134088,8388607,7275225,6869955,7140763,4538319,4271273,3059839,4765615
134221,8388607,7274505,6870746,7139057,4539409,4269102,3056143,4763340
134354,8388607,7275060,6867403,7141318,4539358,4272307,3056177,4764260
134488,8388607,7273708,6868480,7138615,4537971,4270112,3068898,4764204
134621,8388607,7274260,6869723,7137585,4540471,4269440,3068446,4763579
134754,8388607,7276851,6867615,7139244,4538915,4273438,3072846,4763947
134897,8388607,7276403,6869086,7137778,4539124,4272088,3063909,4762650
135031,8388607,7277147,6869529,7138778,4538150,4272358,3051235,4763701
135164,8388607,7275355,6870335,7136295,4538973,4269605,3046679,4761946
135297,8388607,7276911,6869099,7139002,4538160,4270004,3052103,4759830
135431,8388607,7276916,6868850,7138813,4538850,4271490,3057213,4758664
135624,8388607,7274144,6870028,7139234,4540924,4266949,3058017,4760513
135767,8388607,7274919,6866851,7139308,4539254,4270696,3055643,4762412
135910,8388607,7276060,6864380,7141539,4537656,4270725,3058637,4759619
136054,8388607,7276663,6865941,7142276,4537618,4269477,3054905,4760825
136197,8388607,7276578,6867296,7141286,4539932,4268999,3062740,4759550
136330,8388607,7276578,6868261,7141749,4539425,4269067,3058271,4760752
136473,8388607,7276409,6868066,7142420,4538601,4271267,3065076,4760833
136617,8388607,7277562,6870008,7140215,4539418,4269924,3057806,4760205
136770,8388607,7275299,6868351,7140546,4538271,4269810,3046141,4761144
136913,8388607,7277792,6868265,7138872,4539303,4269914,3040376,4761254
137057,8388607,7277288,6869352,7138259,4539564,4269111,3051009,4761891
137210,8388607,7275398,6868600,7139410,4537148,4268777,3047455,4761552
137413,8388607,7277226,6868442,7139708,4536933,4270816,3053985,4762199
137556,8388607,7275858,6864112,7138556,4538631,4270497,3059384,4760727
137700,8388607,7275587,6862137,7135303,4539795,4268829,3063575,4759507
137843,8388607,7273547,6859430,7131904,4537859,4267526,3066959,4759186
137986,8388607,7272884,6860892,7134617,4538120,4267620,3067605,4760822
138159,8388607,7273589,6857684,7137813,4537715,4266913,3055156,4758908
138283,8388607,7274365,6859043,7136506,4539231,4267795,3056308,4757476
138406,8388607,7273562,6862634,7138880,4539470,4268955,3051325,4759661
138530,8388607,7272243,6863481,7138738,4535591,4268488,3052881,4761235
138653,8388607,7274397,6864613,7138956,4537246,4269895,3051375,4761286
138776,8388607,7275176,6864419,7139782,4538055,4271049,3049007,4761525
138899,8388607,7274791,6866101,7138833,4538312,4269351,3046663,4760953
139083,8388607,7275775,6870917,7139780,4540840,4269182,3046951,4761222
139206,8388607,7273638,6871344,7137984,4539326,4269419,3044137,4761292
139329,8388607,7273988,6868700,7138523,4536245,4270363,3039056,4762644
139462,8388607,7276052,6870358,7139323,4539158,4270357,3039177,4761600
139586,8388607,7273788,6868710,7136278,4537300,4270011,3045788,4761346
139709,8388607,7273445,6868223,7138224,4535691,4271825,3049304,4762549
139832,8388607,7276377,6868118,7140032,4536077,4271136,3042869,4760765
139965,8388607,7273751,6868077,7135858,4538041,4267109,3037962,4759177
140099,8388607,7275164,6867283,7138047,4539799,4268899,3046556,4759634
140232,8388607,7275281,6866206,7137424,4538892,4269696,3043626,4760202
140365,8388607,7273027,6869353,7134239,4540169,4267533,3044840,4758318
140499,8388607,7273907,6867047,7132612,4538725,4269575,3042359,4756341
140682,8388607,7274256,6870154,7134712,4539216,4267761,3042769,4754548
140815,8388607,7275675,6868573,7139351,4539705,4267385,3042706,4755394
140949,8388607,7271776,6868879,7137441,4541224,4266132,3047455,4755944
141082,8388607,7273016,6866849,7138942,4541601,4264925,3050350,4756551
141215,8388607,7275362,6864988,7140563,4539553,4266985,3060315,4756547
141338,8388607,7275125,6864939,7137692,4539292,4266419,3064617,4756900
141482,8388607,7273996,6868612,7139534,4541365,4267320,3066187,4758551
141615,8388607,7275042,6866200,7140108,4540811,4269227,3067705,4759588
141748,8388607,7272451,6867175,7136873,4541619,4266250,3073026,4759126
141881,8388607,7273294,6864181,7137329,4540956,4265862,3074693,4759482
142015,8388607,7274912,6861819,7138623,4537912,4268844,3067335,4760006
142148,8388607,7272774,6865348,7136960,4538851,4265948,3065841,4759193
142341,8388607,7274952,6867385,7136090,4537239,4266304,3068801,4759293
142484,8388607,7272797,6867825,7135891,4536993,4266206,3069179,4757596
142618,8388607,7274816,6865548,7138195,4537794,4268888,3071064,4757362
142751,8388607,7272037,6866412,7137770,4537772,4267981,3071659,4758465
142884,8388607,7271277,6868154,7136728,4539157,4267564,3064734,4757813
143027,8388607,7272623,6869423,7138540,4538194,4267462,3062485,4759966
143161,8388607,7272801,6866266,7137313,4538384,4266833,3063763,4758792
143304,8388607,7271901,6865953,7135964,4538770,4268427,3062569,4761739
143437,8388607,7274058,6863325,7136036,4536626,4269612,3056927,4760466
143570,8388607,7272683,6866131,7134007,4539064,4269600,3048952,4760866
143704,8388607,7271954,6868065,7132684,4538852,4266384,3042064,4756193
143837,8388607,7274886,6864581,7138967,4537323,4267346,3037286,4757283
144040,8388607,7275183,6867599,7137490,4538925,4267925,3041287,4758856
144183,8388607,7272735,6867640,7133545,4538228,4265849,3037641,4757734
144327,8388607,7273028,6870081,7134543,4537397,4266212,3040517,4756452
144470,8388607,7272240,6867023,7134940,4535434,4264923,3038481,4752300
144603,8388607,7274279,6866550,7135835,4535896,4264723,3051247,4751224
144746,8388607,7273328,6869202,7136495,4535847,4264685,3054087,4754653
144890,8388607,7273652,6867152,7136829,4533903,4266261,3052011,4756927
145033,8388607,7273610,6865282,7138595,4533005,4266165,3058096,4756843
145176,8388607,7274979,6864383,7139962,4533969,4267819,3060746,4758989
145320,8388607,7274735,6863271,7137408,4534982,4266042,3059292,4760492
145463,8388607,7274333,6863953,7136243,4535324,4265342,3060699,4757956
145606,8388607,7273267,6866105,7136225,4537622,4265316,3062917,4757583
145809,8388607,7272704,6865293,7133342,4536019,4266464,3061404,4758811
145953,8388607,7272496,6863441,7132750,4534540,4266948,3047246,4758671
146126,8388607,7271038,6865391,7133582,4536714,4263841,3048279,4755445
146249,8388607,7271802,6862876,7135350,4537001,4265634,3044615,4755962
146372,8388607,7273482,6861743,7136842,4538492,4268121,3041396,4756503
146496,8388607,7273418,6861102,7136442,4538826,4268233,3044348,4756440
146619,8388607,7274868,6861712,7137121,4538997,4267999,3042031,4754708
146742,8388607,7272876,6864579,7136042,4538926,4265121,3042922,4756282
146865,8388607,7273240,6866171,7135693,4537195,4265504,3034940,4756981
146989,8388607,7274041,6868034,7133315,4535773,4265498,3032929,4757299
147112,8388607,7273732,6866552,7132588,4534025,4265097,3035802,4756756
147235,8388607,7274371,6863346,7135077,4535089,4266331,3036647,4755119
147418,8388607,7273899,6861835,7138147,4537868,4267310,3048168,4755445
147552,8388607,7273146,6864692,7136429,4537401,4266755,3050137,4757875
147675,8388607,7276356,6864751,7138905,4538096,4266774,3049781,4757961
147798,8388607,7275270,6862075,7137351,4536984,4267983,3045754,4757328
147921,8388607,7275238,6864882,7136150,4538379,4267316,3040998,4756439
148055,8388607,7274107,6865916,7137871,4536118,4267920,3037897,4754512
148178,8388607,7276731,6866019,7138348,4535409,4267056,3038779,4753310
148301,8388607,7274642,6864991,7136872,4535402,4266068,3036740,4752121
148435,8388607,7274896,6864346,7139402,4532614,4265152,3036564,4752269
148568,8388607,7272329,6867772,7136748,4535036,4264966,3047131,4752803
148691,8388607,7272133,6866024,7137060,4532720,4265474,3048161,4754444
148825,8388607,7271989,6866410,7136404,4533314,4263310,3060040,4754397
149018,8388607,7274993,6863575,7140726,4534958,4267029,3064455,4759151
149151,8388607,7272445,6864813,7137212,4533551,4263762,3062069,4757303
149284,8388607,7273120,6863564,7135752,4534783,4263126,3051699,4755862
149417,8388607,7276090,6862746,7138484,4533734,4263884,3038144,4755943
149541,8388607,7274592,6864517,7137973,4533353,4264131,3042321,4753652
149674,8388607,7272909,6864390,7136625,4531551,4264213,3036652,4751224
149797,8388607,7275397,6864178,7138128,4530900,4265017,3049412,4753315
149931,8388607,7273489,6866927,7136753,4533921,4265972,3047831,4754403
150064,8388607,7274221,6867308,7137028,4534376,4264740,3044973,4752196
150197,8388607,7275533,6865163,7138848,4533048,4267188,3051326,4754525
150341,8388607,7274494,6865889,7138808,4535816,4266472,3043574,4754642
150474,8388607,7273957,6866561,7136860,4531979,4264916,3035931,4754388
150667,8388607,7273518,6870013,7137021,4535808,4265045,3031952,4752405
150800,8388607,7276137,6865589,7137362,4533548,4265860,3036933,4755843
150933,8388607,7274156,6866327,7138760,4533851,4264967,3045178,4757628
151077,8388607,7275117,6867218,7139432,4533185,4267104,3054764,4757139
151210,8388607,7273436,6867242,7136515,4534789,4265070,3056540,4752053
151343,8388607,7273859,6866542,7136301,4535729,4265770,3059507,4749359
151487,8388607,7272229,6868387,7135033,4536055,4264444,3053634,4749485
151620,8388607,7275108,6865789,7138289,4535688,4267076,3049872,4749892
151763,8388607,7273091,6862770,7136845,4536457,4266641,3045978,4749429
151906,8388607,7272824,6864011,7133618,4538433,4264132,3042548,4748474
152050,8388607,7271729,6865387,7133007,4538262,4265324,3049834,4749679
152193,8388607,7272374,6863355,7135019,4536840,4267316,3051681,4754164
152386,8388607,7272992,6866914,7135561,4535751,4264536,3057656,4757119
152529,8388607,7271502,6867491,7134149,4534804,4265400,3057714,4756951
152663,8388607,7275091,6864368,7135084,4535122,4265383,3056634,4753038
152806,8388607,7273374,6865843,7136882,4537296,4264921,3053101,4754853
152949,8388607,7273010,6866573,7137133,4538101,4264495,3059944,4756718
153092,8388607,7273441,6866750,7138845,4538359,4265685,3059943,4758424
153236,8388607,7272637,6863841,7140186,4537069,4266542,3064088,4761423
153379,8388607,7274419,6859976,7140532,4537926,4266867,3067962,4758688
153532,8388607,7272425,6863784,7140158,4539462,4266845,3076717,4759613
153675,8388607,7273699,6861172,7141931,4537554,4268294,3062187,4760287
153819,8388607,7275977,6860351,7142490,4537096,4269225,3068916,4761745
153962,8388607,7275010,6860023,7140091,4540348,4269598,3064434,4761190
154195,8388607,7275351,6861269,7137524,4540201,4271316,3068939,4761267
154318,8388607,7276487,6863235,7136727,4539204,4270191,3066195,4762011
154442,8388607,7277585,6864787,7137226,4539356,4270455,3069755,4759777
154565,8388607,7276064,6867176,7135090,4539776,4268775,3065481,4757718
154688,8388607,7274567,6868419,7132320,4539047,4267520,3062565,4758774
154811,8388607,7274394,6864785,7135033,4539423,4267761,3063256,4758228
154935,8388607,7274841,6861341,7135063,4537125,4267878,3069065,4759701
155068,8388607,7273569,6864212,7132919,4539716,4267252,3067672,4758732
155191,8388607,7274997,6865323,7134588,4538237,4267005,3061581,4761287
155324,8388607,7275008,6863660,7134963,4538220,4268395,3063774,4761590
155458,8388607,7274900,6863284,7135592,4538598,4270745,3056112,4762638
155591,8388607,7274516,6866339,7136939,4538883,4267974,3057072,4760114
155774,8388607,7275204,6865849,7136442,4536014,4269797,3058617,4760977
155897,8388607,7274548,6862678,7137607,4535351,4269966,3061371,4761724
156021,8388607,7276873,6864841,7136387,4537155,4270115,3068201,4762026
156154,8388607,7274795,6867120,7136977,4537628,4268921,3067350,4762534
156287,8388607,7274581,6867545,7136889,4538960,4269354,3068734,4761417
156410,8388607,7274586,6866687,7135899,4540152,4268707,3070208,4761231
156534,8388607,7273410,6868069,7138115,4541315,4270658,3069084,4762578
156657,8388607,7274566,6866510,7139113,4539429,4271478,3075452,4762728
156790,8388607,7273342,6869525,7139256,4541868,4269109,3078858,4761856
156923,8388607,7276249,6867163,7139367,4540143,4271982,3076742,4762607
157057,8388607,7275925,6868915,7140705,4539446,4272110,3072204,4763720
157180,8388607,7278921,6867649,7140123,4539523,4272187,3070724,4763550
157363,8388607,7277723,6868307,7138495,4541004,4272460,3065824,4761521
157486,8388607,7277107,6870741,7134425,4540749,4272107,3070742,4762337
