,0
431,-2.138123188
432,-2.130459860
433,-2.122823997
434,-2.115215503
435,-2.107634279
436,-2.100080227
437,-2.092553249
438,-2.085053249
439,-2.077580131
440,-2.070133797
441,-2.062714151
442,-2.055321099
443,-2.047954545
444,-2.040614393
445,-2.033300549
446,-2.026012919
447,-2.018751409
448,-2.011515925
449,-2.004306375
450,-1.997122664
451,-1.989964701
452,-1.982832392
453,-1.975725647
454,-1.968644374
455,-1.961588481
456,-1.954557877
457,-1.947552472
458,-1.940572175
459,-1.933616896
460,-1.926686546
461,-1.919781036
462,-1.912900275
463,-1.906044177
464,-1.899212651
465,-1.892405611
466,-1.885622968
467,-1.878864635
468,-1.872130525
469,-1.865420551
470,-1.858734626
471,-1.852072664
472,-1.845434580
473,-1.838820288
474,-1.832229702
475,-1.825662738
476,-1.819119311
477,-1.812599336
478,-1.806102730
479,-1.799629408
480,-1.793179288
481,-1.786752286
482,-1.780348319
483,-1.773967305
484,-1.767609161
485,-1.761273806
486,-1.754961157
487,-1.748671134
488,-1.742403656
489,-1.736158640
490,-1.729936008
491,-1.723735679
492,-1.717557572
493,-1.711401609
494,-1.705267709
495,-1.699155794
496,-1.693065785
497,-1.686997604
498,-1.680951171
499,-1.674926410
500,-1.668923243
501,-1.662941592
502,-1.656981379
503,-1.651042529
504,-1.645124965
505,-1.639228610
506,-1.633353388
507,-1.627499224
508,-1.621666042
509,-1.615853767
510,-1.610062324
511,-1.604291639
512,-1.598541636
513,-1.592812242
514,-1.587103383
515,-1.581414986
516,-1.575746976
517,-1.570099281
518,-1.564471829
519,-1.558864546
520,-1.553277360
521,-1.547710200
522,-1.542162993
523,-1.536635667
524,-1.531128153
525,-1.525640378
526,-1.520172273
527,-1.514723765
528,-1.509294786
529,-1.503885265
530,-1.498495133
531,-1.493124320
532,-1.487772756
533,-1.482440373
534,-1.477127102
535,-1.471832875
536,-1.466557622
537,-1.461301277
538,-1.456063772
539,-1.450845038
540,-1.445645009
541,-1.440463618
542,-1.435300798
543,-1.430156482
544,-1.425030603
545,-1.419923097
546,-1.414833896
547,-1.409762936
548,-1.404710151
549,-1.399675476
550,-1.394658846
551,-1.389660196
552,-1.384679462
553,-1.379716580
554,-1.374771485
555,-1.369844115
556,-1.364934404
557,-1.360042291
558,-1.355167712
559,-1.350310603
560,-1.345470904
561,-1.340648550
562,-1.335843481
563,-1.331055633
564,-1.326284946
565,-1.321531358
566,-1.316794807
567,-1.312075233
568,-1.307372574
569,-1.302686770
570,-1.298017761
571,-1.293365486
572,-1.288729886
573,-1.284110900
574,-1.279508469
575,-1.274922534
576,-1.270353036
577,-1.265799915
578,-1.261263113
579,-1.256742572
580,-1.252238233
581,-1.247750039
582,-1.243277930
583,-1.238821851
584,-1.234381742
585,-1.229957548
586,-1.225549210
587,-1.221156672
588,-1.216779878
589,-1.212418771
590,-1.208073295
591,-1.203743394
592,-1.199429011
593,-1.195130092
594,-1.190846581
595,-1.186578422
596,-1.182325561
597,-1.178087943
598,-1.173865513
599,-1.169658217
600,-1.165466001
601,-1.161288810
602,-1.157126590
603,-1.152979289
604,-1.148846852
605,-1.144729226
606,-1.140626359
607,-1.136538196
608,-1.132464687
609,-1.128405777
610,-1.124361415
611,-1.120331548
612,-1.116316125
613,-1.112315094
614,-1.108328403
615,-1.104356001
616,-1.100397837
617,-1.096453859
618,-1.092524017
619,-1.088608260
620,-1.084706538
621,-1.080818800
622,-1.076944996
623,-1.073085077
624,-1.069238992
625,-1.065406692
626,-1.061588127
627,-1.057783248
628,-1.053992007
629,-1.050214354
630,-1.046450241
631,-1.042699619
632,-1.038962440
633,-1.035238655
634,-1.031528217
635,-1.027831077
636,-1.024147189
637,-1.020476504
638,-1.016818975
639,-1.013174555
640,-1.009543198
641,-1.005924856
642,-1.002319482
643,-0.998727031
644,-0.995147455
645,-0.991580709
646,-0.988026747
647,-0.984485523
648,-0.980956991
649,-0.977441106
650,-0.973937822
651,-0.970447094
652,-0.966968878
653,-0.963503128
654,-0.960049800
655,-0.956608849
656,-0.953180231
657,-0.949763901
658,-0.946359816
659,-0.942967932
660,-0.939588205
661,-0.936220591
662,-0.932865047
663,-0.929521530
664,-0.926189996
665,-0.922870404
666,-0.919562709
667,-0.916266869
668,-0.912982842
669,-0.909710585
670,-0.906450057
671,-0.903201215
672,-0.899964017
673,-0.896738422
674,-0.893524388
675,-0.890321873
676,-0.887130836
677,-0.883951237
678,-0.880783034
679,-0.877626186
680,-0.874480652
681,-0.871346393
682,-0.868223367
683,-0.865111535
684,-0.862010856
685,-0.858921290
686,-0.855842797
687,-0.852775339
688,-0.849718874
689,-0.846673364
690,-0.843638770
691,-0.840615052
692,-0.837602172
693,-0.834600090
694,-0.831608768
695,-0.828628167
696,-0.825658250
697,-0.822698977
698,-0.819750310
699,-0.816812212
700,-0.813884644
701,-0.810967569
702,-0.808060949
703,-0.805164747
704,-0.802278926
705,-0.799403447
706,-0.796538275
707,-0.793683372
708,-0.790838701
709,-0.788004226
710,-0.785179910
711,-0.782365717
712,-0.779561610
713,-0.776767554
714,-0.773983511
715,-0.771209448
716,-0.768445327
717,-0.765691112
718,-0.762946770
719,-0.760212263
720,-0.757487558
721,-0.754772618
722,-0.752067408
723,-0.749371895
724,-0.746686043
725,-0.744009817
726,-0.741343183
727,-0.738686107
728,-0.736038554
729,-0.733400490
730,-0.730771881
731,-0.728152694
732,-0.725542894
733,-0.722942448
734,-0.720351323
735,-0.717769484
736,-0.715196899
737,-0.712633535
738,-0.710079358
739,-0.707534335
740,-0.704998435
741,-0.702471623
742,-0.699953868
743,-0.697445136
744,-0.694945397
745,-0.692454616
746,-0.689972763
747,-0.687499806
748,-0.685035712
749,-0.682580449
750,-0.680133987
751,-0.677696292
752,-0.675267335
753,-0.672847084
754,-0.670435507
755,-0.668032574
756,-0.665638253
757,-0.663252513
758,-0.660875325
759,-0.658506656
760,-0.656146478
761,-0.653794758
762,-0.651451467
763,-0.649116575
764,-0.646790052
765,-0.644471867
766,-0.642161991
767,-0.639860394
768,-0.637567046
769,-0.635281918
770,-0.633004979
771,-0.630736202
772,-0.628475557
773,-0.626223013
774,-0.623978544
775,-0.621742119
776,-0.619513709
777,-0.617293286
778,-0.615080822
779,-0.612876287
780,-0.610679654
781,-0.608490894
782,-0.606309979
783,-0.604136880
784,-0.601971570
785,-0.599814021
786,-0.597664204
787,-0.595522093
788,-0.593387660
789,-0.591260877
790,-0.589141716
791,-0.587030151
792,-0.584926154
793,-0.582829698
794,-0.580740756
795,-0.578659301
796,-0.576585306
797,-0.574518744
798,-0.572459590
799,-0.570407816
800,-0.568363395
801,-0.566326303
802,-0.564296511
803,-0.562273994
804,-0.560258727
805,-0.558250682
806,-0.556249835
807,-0.554256158
808,-0.552269628
809,-0.550290217
810,-0.548317901
811,-0.546352654
812,-0.544394451
813,-0.542443266
814,-0.540499074
815,-0.538561851
816,-0.536631571
817,-0.534708209
818,-0.532791741
819,-0.530882142
820,-0.528979387
821,-0.527083452
822,-0.525194312
823,-0.523311943
824,-0.521436321
825,-0.519567421
826,-0.517705220
827,-0.515849693
828,-0.514000816
829,-0.512158567
830,-0.510322920
831,-0.508493852
832,-0.506671340
833,-0.504855360
834,-0.503045888
835,-0.501242902
836,-0.499446379
837,-0.497656294
838,-0.495872625
839,-0.494095349
840,-0.492324443
841,-0.490559884
842,-0.488801650
843,-0.487049717
844,-0.485304064
845,-0.483564667
846,-0.481831505
847,-0.480104554
848,-0.478383793
849,-0.476669200
850,-0.474960751
851,-0.473258426
852,-0.471562203
853,-0.469872059
854,-0.468187973
855,-0.466509922
856,-0.464837886
857,-0.463171843
858,-0.461511771
859,-0.459857649
860,-0.458209456
861,-0.456567170
862,-0.454930770
863,-0.453300236
864,-0.451675545
865,-0.450056678
866,-0.448443612
867,-0.446836328
868,-0.445234805
869,-0.443639022
870,-0.442048959
871,-0.440464594
872,-0.438885908
873,-0.437312881
874,-0.435745491
875,-0.434183719
876,-0.432627545
877,-0.431076948
878,-0.429531909
879,-0.427992407
880,-0.426458423
881,-0.424929937
882,-0.423406930
883,-0.421889381
884,-0.420377271
885,-0.418870581
886,-0.417369291
887,-0.415873382
888,-0.414382834
889,-0.412897629
890,-0.411417747
891,-0.409943169
892,-0.408473876
893,-0.407009849
894,-0.405551069
895,-0.404097518
896,-0.402649177
897,-0.401206027
898,-0.399768049
899,-0.398335225
900,-0.396907537
901,-0.395484965
902,-0.394067493
903,-0.392655100
904,-0.391247770
905,-0.389845484
906,-0.388448224
907,-0.387055972
908,-0.385668710
909,-0.384286420
910,-0.382909085
911,-0.381536686
912,-0.380169206
913,-0.378806627
914,-0.377448931
915,-0.376096102
916,-0.374748122
917,-0.373404973
918,-0.372066638
919,-0.370733100
920,-0.369404341
921,-0.368080345
922,-0.366761094
923,-0.365446572
924,-0.364136761
925,-0.362831644
926,-0.361531206
927,-0.360235428
928,-0.358944295
929,-0.357657789
930,-0.356375894
931,-0.355098593
932,-0.353825871
933,-0.352557710
934,-0.351294095
935,-0.350035008
936,-0.348780434
937,-0.347530357
938,-0.346284760
939,-0.345043628
940,-0.343806944
941,-0.342574692
942,-0.341346857
943,-0.340123423
944,-0.338904374
945,-0.337689694
946,-0.336479367
947,-0.335273379
948,-0.334071713
949,-0.332874354
950,-0.331681286
951,-0.330492494
952,-0.329307964
953,-0.328127679
954,-0.326951624
955,-0.325779784
956,-0.324612144
957,-0.323448689
958,-0.322289405
959,-0.321134275
960,-0.319983285
961,-0.318836421
962,-0.317693667
963,-0.316555009
964,-0.315420433
965,-0.314289922
966,-0.313163464
967,-0.312041043
968,-0.310922644
969,-0.309808255
970,-0.308697859
971,-0.307591443
972,-0.306488993
973,-0.305390494
974,-0.304295933
975,-0.303205294
976,-0.302118564
977,-0.301035730
978,-0.299956776
979,-0.298881690
980,-0.297810456
981,-0.296743063
982,-0.295679495
983,-0.294619738
984,-0.293563781
985,-0.292511608
986,-0.291463206
987,-0.290418561
988,-0.289377661
989,-0.288340491
990,-0.287307039
991,-0.286277291
992,-0.285251234
993,-0.284228854
994,-0.283210139
995,-0.282195074
996,-0.281183648
997,-0.280175847
998,-0.279171658
999,-0.278171069
1000,-0.277174065
1001,-0.276180635
1002,-0.275190766
1003,-0.274204444
1004,-0.273221657
1005,-0.272242393
1006,-0.271266639
1007,-0.270294382
1008,-0.269325609
1009,-0.268360309
1010,-0.267398469
1011,-0.266440076
1012,-0.265485118
1013,-0.264533582
1014,-0.263585458
1015,-0.262640731
1016,-0.261699390
1017,-0.260761424
1018,-0.259826819
1019,-0.258895563
1020,-0.257967646
1021,-0.257043054
1022,-0.256121776
1023,-0.255203801
1024,-0.254289115
1025,-0.253377708
1026,-0.252469567
1027,-0.251564681
1028,-0.250663039
1029,-0.249764628
1030,-0.248869437
1031,-0.247977454
1032,-0.247088669
1033,-0.246203069
1034,-0.245320643
1035,-0.244441380
1036,-0.243565269
1037,-0.242692297
1038,-0.241822454
1039,-0.240955729
1040,-0.240092111
1041,-0.239231587
1042,-0.238374148
1043,-0.237519783
1044,-0.236668479
1045,-0.235820226
1046,-0.234975014
1047,-0.234132831
1048,-0.233293667
1049,-0.232457510
1050,-0.231624350
1051,-0.230794177
1052,-0.229966979
1053,-0.229142745
1054,-0.228321466
1055,-0.227503130
1056,-0.226687728
1057,-0.225875248
1058,-0.225065679
1059,-0.224259013
1060,-0.223455238
1061,-0.222654343
1062,-0.221856319
1063,-0.221061156
1064,-0.220268842
1065,-0.219479368
1066,-0.218692724
1067,-0.217908899
1068,-0.217127883
1069,-0.216349667
1070,-0.215574240
1071,-0.214801592
1072,-0.214031713
1073,-0.213264594
1074,-0.212500225
1075,-0.211738594
1076,-0.210979694
1077,-0.210223514
1078,-0.209470044
1079,-0.208719274
1080,-0.207971195
1081,-0.207225798
1082,-0.206483072
1083,-0.205743008
1084,-0.205005597
1085,-0.204270828
1086,-0.203538694
1087,-0.202809183
1088,-0.202082287
1089,-0.201357996
1090,-0.200636301
1091,-0.199917193
1092,-0.199200662
1093,-0.198486699
1094,-0.197775296
1095,-0.197066442
1096,-0.196360128
1097,-0.195656347
1098,-0.194955087
1099,-0.194256341
1100,-0.193560100
1101,-0.192866354
1102,-0.192175094
1103,-0.191486312
1104,-0.190799998
1105,-0.190116145
1106,-0.189434742
1107,-0.188755782
1108,-0.188079255
1109,-0.187405153
1110,-0.186733467
1111,-0.186064189
1112,-0.185397309
1113,-0.184732820
1114,-0.184070712
1115,-0.183410977
1116,-0.182753607
1117,-0.182098592
1118,-0.181445926
1119,-0.180795599
1120,-0.180147602
1121,-0.179501928
1122,-0.178858569
1123,-0.178217515
1124,-0.177578759
1125,-0.176942292
1126,-0.176308106
1127,-0.175676194
1128,-0.175046546
1129,-0.174419155
1130,-0.173794013
1131,-0.173171111
1132,-0.172550442
1133,-0.171931997
1134,-0.171315769
1135,-0.170701750
1136,-0.170089931
1137,-0.169480305
1138,-0.168872865
1139,-0.168267601
1140,-0.167664507
1141,-0.167063574
1142,-0.166464795
1143,-0.165868162
1144,-0.165273668
1145,-0.164681304
1146,-0.164091064
1147,-0.163502939
1148,-0.162916922
1149,-0.162333005
1150,-0.161751181
1151,-0.161171442
1152,-0.160593782
1153,-0.160018191
1154,-0.159444664
1155,-0.158873192
1156,-0.158303769
1157,-0.157736386
1158,-0.157171037
1159,-0.156607715
1160,-0.156046411
1161,-0.155487119
1162,-0.154929832
1163,-0.154374542
1164,-0.153821242
1165,-0.153269926
1166,-0.152720585
1167,-0.152173213
1168,-0.151627804
1169,-0.151084349
1170,-0.150542841
1171,-0.150003275
1172,-0.149465643
1173,-0.148929937
1174,-0.148396152
1175,-0.147864279
1176,-0.147334313
1177,-0.146806247
1178,-0.146280073
1179,-0.145755785
1180,-0.145233376
1181,-0.144712840
1182,-0.144194169
1183,-0.143677357
1184,-0.143162398
1185,-0.142649284
1186,-0.142138009
1187,-0.141628567
1188,-0.141120951
1189,-0.140615154
1190,-0.140111170
1191,-0.139608992
1192,-0.139108614
1193,-0.138610029
1194,-0.138113232
1195,-0.137618215
1196,-0.137124972
1197,-0.136633498
1198,-0.136143784
1199,-0.135655826
1200,-0.135169617
1201,-0.134685150
1202,-0.134202420
1203,-0.133721420
1204,-0.133242144
1205,-0.132764586
1206,-0.132288739
1207,-0.131814598
1208,-0.131342156
1209,-0.130871408
1210,-0.130402347
1211,-0.129934967
1212,-0.129469262
1213,-0.129005226
1214,-0.128542854
1215,-0.128082138
1216,-0.127623074
1217,-0.127165656
1218,-0.126709876
1219,-0.126255731
1220,-0.125803213
1221,-0.125352317
1222,-0.124903037
1223,-0.124455367
1224,-0.124009302
1225,-0.123564835
1226,-0.123121962
1227,-0.122680676
1228,-0.122240971
1229,-0.121802843
1230,-0.121366284
1231,-0.120931291
1232,-0.120497856
1233,-0.120065976
1234,-0.119635643
1235,-0.119206852
1236,-0.118779598
1237,-0.118353876
1238,-0.117929679
1239,-0.117507003
1240,-0.117085841
1241,-0.116666190
1242,-0.116248042
1243,-0.115831393
1244,-0.115416237
1245,-0.115002569
1246,-0.114590384
1247,-0.114179677
1248,-0.113770441
1249,-0.113362672
1250,-0.112956364
1251,-0.112551513
1252,-0.112148113
1253,-0.111746159
1254,-0.111345645
1255,-0.110946567
1256,-0.110548919
1257,-0.110152696
1258,-0.109757894
1259,-0.109364507
1260,-0.108972529
1261,-0.108581956
1262,-0.108192784
1263,-0.107805006
1264,-0.107418618
1265,-0.107033615
1266,-0.106649991
1267,-0.106267743
1268,-0.105886865
1269,-0.105507352
1270,-0.105129199
1271,-0.104752401
1272,-0.104376954
1273,-0.104002853
1274,-0.103630092
1275,-0.103258668
1276,-0.102888574
1277,-0.102519807
1278,-0.102152362
1279,-0.101786234
1280,-0.101421418
1281,-0.101057910
1282,-0.100695704
1283,-0.100334797
1284,-0.099975183
1285,-0.099616858
1286,-0.099259818
1287,-0.098904057
1288,-0.098549571
1289,-0.098196356
1290,-0.097844407
1291,-0.097493719
1292,-0.097144288
1293,-0.096796109
1294,-0.096449179
1295,-0.096103492
1296,-0.095759043
1297,-0.095415830
1298,-0.095073846
1299,-0.094733088
1300,-0.094393552
1301,-0.094055232
1302,-0.093718125
1303,-0.093382227
1304,-0.093047532
1305,-0.092714037
1306,-0.092381737
1307,-0.092050628
1308,-0.091720706
1309,-0.091391966
1310,-0.091064405
1311,-0.090738017
1312,-0.090412800
1313,-0.090088748
1314,-0.089765857
1315,-0.089444124
1316,-0.089123544
1317,-0.088804113
1318,-0.088485827
1319,-0.088168681
1320,-0.087852673
1321,-0.087537796
1322,-0.087224049
1323,-0.086911426
1324,-0.086599923
1325,-0.086289537
1326,-0.085980264
1327,-0.085672098
1328,-0.085365038
1329,-0.085059078
1330,-0.084754214
1331,-0.084450443
1332,-0.084147761
1333,-0.083846164
1334,-0.083545648
1335,-0.083246209
1336,-0.082947843
1337,-0.082650546
1338,-0.082354315
1339,-0.082059146
1340,-0.081765035
1341,-0.081471978
1342,-0.081179971
1343,-0.080889011
1344,-0.080599093
1345,-0.080310215
1346,-0.080022372
1347,-0.079735561
1348,-0.079449778
1349,-0.079165019
1350,-0.078881280
1351,-0.078598559
1352,-0.078316851
1353,-0.078036152
1354,-0.077756460
1355,-0.077477770
1356,-0.077200079
1357,-0.076923383
1358,-0.076647679
1359,-0.076372964
1360,-0.076099232
1361,-0.075826482
1362,-0.075554710
1363,-0.075283911
1364,-0.075014083
1365,-0.074745222
1366,-0.074477325
1367,-0.074210388
1368,-0.073944408
1369,-0.073679381
1370,-0.073415304
1371,-0.073152173
1372,-0.072889986
1373,-0.072628738
1374,-0.072368427
1375,-0.072109048
1376,-0.071850599
1377,-0.071593077
1378,-0.071336477
1379,-0.071080798
1380,-0.070826034
1381,-0.070572184
1382,-0.070319243
1383,-0.070067210
1384,-0.069816079
1385,-0.069565849
1386,-0.069316515
1387,-0.069068075
1388,-0.068820526
1389,-0.068573863
1390,-0.068328085
1391,-0.068083188
1392,-0.067839168
1393,-0.067596023
1394,-0.067353750
1395,-0.067112345
1396,-0.066871805
1397,-0.066632127
1398,-0.066393308
1399,-0.066155345
1400,-0.065918236
1401,-0.065681976
1402,-0.065446562
1403,-0.065211993
1404,-0.064978264
1405,-0.064745373
1406,-0.064513317
1407,-0.064282092
1408,-0.064051696
1409,-0.063822126
1410,-0.063593379
1411,-0.063365451
1412,-0.063138341
1413,-0.062912044
1414,-0.062686559
1415,-0.062461881
1416,-0.062238009
1417,-0.062014940
1418,-0.061792670
1419,-0.061571196
1420,-0.061350516
1421,-0.061130628
1422,-0.060911527
1423,-0.060693212
1424,-0.060475679
1425,-0.060258926
1426,-0.060042949
1427,-0.059827747
1428,-0.059613316
1429,-0.059399654
1430,-0.059186757
1431,-0.058974624
1432,-0.058763251
1433,-0.058552635
1434,-0.058342774
1435,-0.058133666
1436,-0.057925307
1437,-0.057717694
1438,-0.057510826
1439,-0.057304700
1440,-0.057099312
1441,-0.056894660
1442,-0.056690741
1443,-0.056487554
1444,-0.056285095
1445,-0.056083361
1446,-0.055882351
1447,-0.055682061
1448,-0.055482489
1449,-0.055283632
1450,-0.055085487
1451,-0.054888053
1452,-0.054691327
1453,-0.054495306
1454,-0.054299987
1455,-0.054105368
1456,-0.053911447
1457,-0.053718221
1458,-0.053525688
1459,-0.053333844
1460,-0.053142688
1461,-0.052952218
1462,-0.052762430
1463,-0.052573322
1464,-0.052384892
1465,-0.052197137
1466,-0.052010055
1467,-0.051823644
1468,-0.051637901
1469,-0.051452824
1470,-0.051268410
1471,-0.051084657
1472,-0.050901562
1473,-0.050719124
1474,-0.050537340
1475,-0.050356207
1476,-0.050175723
1477,-0.049995886
1478,-0.049816694
1479,-0.049638144
1480,-0.049460234
1481,-0.049282962
1482,-0.049106325
1483,-0.048930321
1484,-0.048754948
1485,-0.048580204
1486,-0.048406086
1487,-0.048232592
1488,-0.048059719
1489,-0.047887467
1490,-0.047715831
1491,-0.047544811
1492,-0.047374404
1493,-0.047204608
1494,-0.047035420
1495,-0.046866838
1496,-0.046698861
1497,-0.046531486
