,0
1498,-0.046364711
1499,-0.046198533
1500,-0.046032951
1501,-0.045867963
1502,-0.045703566
1503,-0.045539758
1504,-0.045376537
1505,-0.045213901
1506,-0.045051848
1507,-0.044890376
1508,-0.044729483
1509,-0.044569166
1510,-0.044409424
1511,-0.044250255
1512,-0.044091656
1513,-0.043933625
1514,-0.043776161
1515,-0.043619261
1516,-0.043462924
1517,-0.043307147
1518,-0.043151928
1519,-0.042997265
1520,-0.042843157
1521,-0.042689602
1522,-0.042536596
1523,-0.042384139
1524,-0.042232229
1525,-0.042080862
1526,-0.041930039
1527,-0.041779756
1528,-0.041630011
1529,-0.041480804
1530,-0.041332131
1531,-0.041183991
1532,-0.041036381
1533,-0.040889301
1534,-0.040742749
1535,-0.040596721
1536,-0.040451217
1537,-0.040306234
1538,-0.040161771
1539,-0.040017825
1540,-0.039874396
1541,-0.039731481
1542,-0.039589078
1543,-0.039447185
1544,-0.039305801
1545,-0.039164923
1546,-0.039024551
1547,-0.038884681
1548,-0.038745313
1549,-0.038606445
1550,-0.038468074
1551,-0.038330199
1552,-0.038192818
1553,-0.038055930
1554,-0.037919532
1555,-0.037783623
1556,-0.037648202
1557,-0.037513265
1558,-0.037378813
1559,-0.037244842
1560,-0.037111351
1561,-0.036978339
1562,-0.036845804
1563,-0.036713743
1564,-0.036582156
1565,-0.036451040
1566,-0.036320395
1567,-0.036190218
1568,-0.036060507
1569,-0.035931261
1570,-0.035802478
1571,-0.035674157
1572,-0.035546296
1573,-0.035418893
1574,-0.035291947
1575,-0.035165456
1576,-0.035039418
1577,-0.034913832
1578,-0.034788696
1579,-0.034664009
1580,-0.034539768
1581,-0.034415973
1582,-0.034292621
1583,-0.034169712
1584,-0.034047243
1585,-0.033925213
1586,-0.033803620
1587,-0.033682463
1588,-0.033561741
1589,-0.033441451
1590,-0.033321592
1591,-0.033202163
1592,-0.033083162
1593,-0.032964587
1594,-0.032846437
1595,-0.032728711
1596,-0.032611407
1597,-0.032494523
1598,-0.032378058
1599,-0.032262011
1600,-0.032146379
1601,-0.032031162
1602,-0.031916358
1603,-0.031801966
1604,-0.031687983
1605,-0.031574409
1606,-0.031461242
1607,-0.031348480
1608,-0.031236123
1609,-0.031124168
1610,-0.031012615
1611,-0.030901462
1612,-0.030790707
1613,-0.030680348
1614,-0.030570386
1615,-0.030460817
1616,-0.030351642
1617,-0.030242857
1618,-0.030134463
1619,-0.030026456
1620,-0.029918837
1621,-0.029811604
1622,-0.029704755
1623,-0.029598289
1624,-0.029492205
1625,-0.029386501
1626,-0.029281176
1627,-0.029176228
1628,-0.029071656
1629,-0.028967459
1630,-0.028863636
1631,-0.028760185
1632,-0.028657104
1633,-0.028554393
1634,-0.028452050
1635,-0.028350074
1636,-0.028248464
1637,-0.028147217
1638,-0.028046334
1639,-0.027945812
1640,-0.027845650
1641,-0.027745848
1642,-0.027646403
1643,-0.027547314
1644,-0.027448581
1645,-0.027350201
1646,-0.027252174
1647,-0.027154499
1648,-0.027057173
1649,-0.026960197
1650,-0.026863568
1651,-0.026767285
1652,-0.026671347
1653,-0.026575753
1654,-0.026480502
1655,-0.026385592
1656,-0.026291023
1657,-0.026196792
1658,-0.026102899
1659,-0.026009343
1660,-0.025916122
1661,-0.025823235
1662,-0.025730681
1663,-0.025638459
1664,-0.025546567
1665,-0.025455004
1666,-0.025363770
1667,-0.025272863
1668,-0.025182281
1669,-0.025092025
1670,-0.025002091
1671,-0.024912480
1672,-0.024823191
1673,-0.024734221
1674,-0.024645570
1675,-0.024557237
1676,-0.024469220
1677,-0.024381519
1678,-0.024294133
1679,-0.024207059
1680,-0.024120298
1681,-0.024033847
1682,-0.023947707
1683,-0.023861875
1684,-0.023776350
1685,-0.023691133
1686,-0.023606220
1687,-0.023521612
1688,-0.023437308
1689,-0.023353305
1690,-0.023269604
1691,-0.023186202
1692,-0.023103100
1693,-0.023020295
1694,-0.022937787
1695,-0.022855575
1696,-0.022773657
1697,-0.022692033
1698,-0.022610702
1699,-0.022529662
1700,-0.022448913
1701,-0.022368453
1702,-0.022288281
1703,-0.022208397
1704,-0.022128799
1705,-0.022049486
1706,-0.021970458
1707,-0.021891713
1708,-0.021813250
1709,-0.021735068
1710,-0.021657167
1711,-0.021579544
1712,-0.021502200
1713,-0.021425133
1714,-0.021348343
1715,-0.021271827
1716,-0.021195586
1717,-0.021119618
1718,-0.021043923
1719,-0.020968498
1720,-0.020893344
1721,-0.020818460
1722,-0.020743843
1723,-0.020669495
1724,-0.020595412
1725,-0.020521595
1726,-0.020448043
1727,-0.020374755
1728,-0.020301729
1729,-0.020228965
1730,-0.020156461
1731,-0.020084218
1732,-0.020012233
1733,-0.019940506
1734,-0.019869037
1735,-0.019797823
1736,-0.019726865
1737,-0.019656162
1738,-0.019585711
1739,-0.019515513
1740,-0.019445567
1741,-0.019375871
1742,-0.019306426
1743,-0.019237229
1744,-0.019168280
1745,-0.019099578
1746,-0.019031122
1747,-0.018962912
1748,-0.018894947
1749,-0.018827225
1750,-0.018759745
1751,-0.018692508
1752,-0.018625511
1753,-0.018558755
1754,-0.018492238
1755,-0.018425959
1756,-0.018359918
1757,-0.018294113
1758,-0.018228545
1759,-0.018163211
1760,-0.018098111
1761,-0.018033245
1762,-0.017968612
1763,-0.017904210
1764,-0.017840039
1765,-0.017776097
1766,-0.017712385
1767,-0.017648902
1768,-0.017585646
1769,-0.017522616
1770,-0.017459813
1771,-0.017397234
1772,-0.017334880
1773,-0.017272750
1774,-0.017210842
1775,-0.017149156
1776,-0.017087691
1777,-0.017026446
1778,-0.016965421
1779,-0.016904615
1780,-0.016844026
1781,-0.016783655
1782,-0.016723500
1783,-0.016663561
1784,-0.016603836
1785,-0.016544326
1786,-0.016485029
1787,-0.016425944
1788,-0.016367071
1789,-0.016308409
1790,-0.016249958
1791,-0.016191716
1792,-0.016133682
1793,-0.016075857
1794,-0.016018239
1795,-0.015960827
1796,-0.015903621
1797,-0.015846621
1798,-0.015789824
1799,-0.015733231
1800,-0.015676841
1801,-0.015620653
1802,-0.015564667
1803,-0.015508881
1804,-0.015453295
1805,-0.015397908
1806,-0.015342720
1807,-0.015287729
1808,-0.015232936
1809,-0.015178339
1810,-0.015123938
1811,-0.015069731
1812,-0.015015719
1813,-0.014961901
1814,-0.014908276
1815,-0.014854842
1816,-0.014801600
1817,-0.014748549
1818,-0.014695689
1819,-0.014643017
1820,-0.014590535
1821,-0.014538240
1822,-0.014486133
1823,-0.014434213
1824,-0.014382479
1825,-0.014330930
1826,-0.014279566
1827,-0.014228386
1828,-0.014177389
1829,-0.014126576
1830,-0.014075944
1831,-0.014025494
1832,-0.013975225
1833,-0.013925135
1834,-0.013875226
1835,-0.013825495
1836,-0.013775943
1837,-0.013726568
1838,-0.013677370
1839,-0.013628348
1840,-0.013579502
1841,-0.013530832
1842,-0.013482335
1843,-0.013434013
1844,-0.013385863
1845,-0.013337886
1846,-0.013290082
1847,-0.013242448
1848,-0.013194985
1849,-0.013147693
1850,-0.013100570
1851,-0.013053615
1852,-0.013006829
1853,-0.012960211
1854,-0.012913760
1855,-0.012867475
1856,-0.012821356
1857,-0.012775403
1858,-0.012729614
1859,-0.012683989
1860,-0.012638528
1861,-0.012593230
1862,-0.012548094
1863,-0.012503120
1864,-0.012458307
1865,-0.012413655
1866,-0.012369163
1867,-0.012324830
1868,-0.012280656
1869,-0.012236640
1870,-0.012192783
1871,-0.012149082
1872,-0.012105538
1873,-0.012062150
1874,-0.012018918
1875,-0.011975840
1876,-0.011932917
1877,-0.011890148
1878,-0.011847532
1879,-0.011805069
1880,-0.011762758
1881,-0.011720598
1882,-0.011678590
1883,-0.011636732
1884,-0.011595025
1885,-0.011553467
1886,-0.011512057
1887,-0.011470797
1888,-0.011429684
1889,-0.011388718
1890,-0.011347899
1891,-0.011307227
1892,-0.011266700
1893,-0.011226319
1894,-0.011186082
1895,-0.011145990
1896,-0.011106041
1897,-0.011066235
1898,-0.011026573
1899,-0.010987052
1900,-0.010947673
1901,-0.010908435
1902,-0.010869337
1903,-0.010830380
1904,-0.010791563
1905,-0.010752884
1906,-0.010714344
1907,-0.010675943
1908,-0.010637679
1909,-0.010599552
1910,-0.010561561
1911,-0.010523707
1912,-0.010485989
1913,-0.010448406
1914,-0.010410957
1915,-0.010373643
1916,-0.010336462
1917,-0.010299415
1918,-0.010262500
1919,-0.010225718
1920,-0.010189068
1921,-0.010152549
1922,-0.010116161
1923,-0.010079903
1924,-0.010043775
1925,-0.010007777
1926,-0.009971908
1927,-0.009936167
1928,-0.009900554
1929,-0.009865069
1930,-0.009829712
1931,-0.009794481
1932,-0.009759376
1933,-0.009724397
1934,-0.009689543
1935,-0.009654815
1936,-0.009620210
1937,-0.009585730
1938,-0.009551374
1939,-0.009517140
1940,-0.009483029
1941,-0.009449041
1942,-0.009415174
1943,-0.009381429
1944,-0.009347805
1945,-0.009314301
1946,-0.009280917
1947,-0.009247653
1948,-0.009214508
1949,-0.009181482
1950,-0.009148574
1951,-0.009115785
1952,-0.009083112
1953,-0.009050557
1954,-0.009018119
1955,-0.008985797
1956,-0.008953590
1957,-0.008921499
1958,-0.008889524
1959,-0.008857662
1960,-0.008825915
1961,-0.008794282
1962,-0.008762762
1963,-0.008731355
1964,-0.008700061
1965,-0.008668878
1966,-0.008637808
1967,-0.008606849
1968,-0.008576001
1969,-0.008545263
1970,-0.008514636
1971,-0.008484118
1972,-0.008453710
1973,-0.008423411
1974,-0.008393220
1975,-0.008363137
1976,-0.008333163
1977,-0.008303296
1978,-0.008273535
1979,-0.008243882
1980,-0.008214335
1981,-0.008184893
1982,-0.008155558
1983,-0.008126327
1984,-0.008097201
1985,-0.008068180
1986,-0.008039262
1987,-0.008010448
1988,-0.007981738
1989,-0.007953130
1990,-0.007924625
1991,-0.007896222
1992,-0.007867921
1993,-0.007839721
1994,-0.007811623
1995,-0.007783625
1996,-0.007755727
1997,-0.007727929
1998,-0.007700232
1999,-0.007672633
2000,-0.007645133
2001,-0.007617732
2002,-0.007590429
2003,-0.007563224
2004,-0.007536116
2005,-0.007509106
2006,-0.007482192
2007,-0.007455375
2008,-0.007428654
2009,-0.007402028
2010,-0.007375498
2011,-0.007349064
2012,-0.007322724
2013,-0.007296478
2014,-0.007270326
2015,-0.007244268
2016,-0.007218304
2017,-0.007192433
2018,-0.007166654
2019,-0.007140968
2020,-0.007115373
2021,-0.007089871
2022,-0.007064460
2023,-0.007039140
2024,-0.007013911
2025,-0.006988772
2026,-0.006963723
2027,-0.006938764
2028,-0.006913895
2029,-0.006889114
2030,-0.006864423
2031,-0.006839820
2032,-0.006815305
2033,-0.006790878
2034,-0.006766538
2035,-0.006742286
2036,-0.006718121
2037,-0.006694042
2038,-0.006670050
2039,-0.006646143
2040,-0.006622323
2041,-0.006598587
2042,-0.006574937
2043,-0.006551372
2044,-0.006527891
2045,-0.006504494
2046,-0.006481181
2047,-0.006457951
2048,-0.006434805
2049,-0.006411742
2050,-0.006388761
2051,-0.006365863
2052,-0.006343047
2053,-0.006320313
2054,-0.006297660
2055,-0.006275088
2056,-0.006252597
2057,-0.006230187
2058,-0.006207857
2059,-0.006185608
2060,-0.006163437
2061,-0.006141347
2062,-0.006119335
2063,-0.006097403
2064,-0.006075549
2065,-0.006053773
2066,-0.006032076
2067,-0.006010456
2068,-0.005988914
2069,-0.005967449
2070,-0.005946060
2071,-0.005924749
2072,-0.005903514
2073,-0.005882355
2074,-0.005861272
2075,-0.005840264
2076,-0.005819332
2077,-0.005798474
2078,-0.005777692
2079,-0.005756984
2080,-0.005736350
2081,-0.005715790
2082,-0.005695304
2083,-0.005674891
2084,-0.005654552
2085,-0.005634285
2086,-0.005614091
2087,-0.005593969
2088,-0.005573920
2089,-0.005553942
2090,-0.005534036
2091,-0.005514201
2092,-0.005494437
2093,-0.005474745
2094,-0.005455122
2095,-0.005435570
2096,-0.005416089
2097,-0.005396677
2098,-0.005377334
2099,-0.005358061
2100,-0.005338857
2101,-0.005319722
2102,-0.005300655
2103,-0.005281657
2104,-0.005262727
2105,-0.005243864
2106,-0.005225070
2107,-0.005206342
2108,-0.005187682
2109,-0.005169089
2110,-0.005150562
2111,-0.005132102
2112,-0.005113708
2113,-0.005095379
2114,-0.005077117
2115,-0.005058920
2116,-0.005040788
2117,-0.005022721
2118,-0.005004719
2119,-0.004986781
2120,-0.004968908
2121,-0.004951099
2122,-0.004933353
2123,-0.004915671
2124,-0.004898053
2125,-0.004880498
2126,-0.004863005
2127,-0.004845576
2128,-0.004828208
2129,-0.004810903
2130,-0.004793660
2131,-0.004776479
2132,-0.004759360
2133,-0.004742302
2134,-0.004725304
2135,-0.004708368
2136,-0.004691493
2137,-0.004674678
2138,-0.004657923
2139,-0.004641229
2140,-0.004624594
2141,-0.004608019
2142,-0.004591503
2143,-0.004575046
2144,-0.004558649
2145,-0.004542310
2146,-0.004526030
2147,-0.004509808
2148,-0.004493644
2149,-0.004477538
2150,-0.004461490
2151,-0.004445499
2152,-0.004429566
2153,-0.004413690
2154,-0.004397871
2155,-0.004382108
2156,-0.004366402
2157,-0.004350752
2158,-0.004335158
2159,-0.004319621
2160,-0.004304139
2161,-0.004288712
2162,-0.004273341
2163,-0.004258024
2164,-0.004242763
2165,-0.004227556
2166,-0.004212404
2167,-0.004197306
2168,-0.004182263
2169,-0.004167273
2170,-0.004152337
2171,-0.004137454
2172,-0.004122625
2173,-0.004107849
2174,-0.004093126
2175,-0.004078456
2176,-0.004063838
2177,-0.004049272
2178,-0.004034759
2179,-0.004020298
2180,-0.004005889
2181,-0.003991531
2182,-0.003977225
2183,-0.003962970
2184,-0.003948766
2185,-0.003934613
2186,-0.003920511
2187,-0.003906459
2188,-0.003892458
2189,-0.003878507
2190,-0.003864606
2191,-0.003850755
2192,-0.003836953
2193,-0.003823201
2194,-0.003809498
2195,-0.003795844
2196,-0.003782239
2197,-0.003768683
2198,-0.003755176
2199,-0.003741717
2200,-0.003728306
2201,-0.003714943
2202,-0.003701628
2203,-0.003688361
2204,-0.003675142
2205,-0.003661969
2206,-0.003648844
2207,-0.003635766
2208,-0.003622735
2209,-0.003609751
2210,-0.003596813
2211,-0.003583922
2212,-0.003571076
2213,-0.003558277
2214,-0.003545524
2215,-0.003532816
2216,-0.003520154
2217,-0.003507537
2218,-0.003494966
2219,-0.003482439
2220,-0.003469958
2221,-0.003457521
2222,-0.003445129
2223,-0.003432781
2224,-0.003420477
2225,-0.003408218
2226,-0.003396002
2227,-0.003383831
2228,-0.003371703
2229,-0.003359618
2230,-0.003347577
2231,-0.003335578
2232,-0.003323623
2233,-0.003311711
2234,-0.003299841
2235,-0.003288014
2236,-0.003276229
2237,-0.003264487
2238,-0.003252787
2239,-0.003241128
2240,-0.003229512
2241,-0.003217937
2242,-0.003206403
2243,-0.003194911
2244,-0.003183460
2245,-0.003172050
2246,-0.003160681
2247,-0.003149352
2248,-0.003138065
2249,-0.003126817
2250,-0.003115611
2251,-0.003104444
2252,-0.003093317
2253,-0.003082230
2254,-0.003071183
2255,-0.003060175
2256,-0.003049207
2257,-0.003038279
2258,-0.003027389
2259,-0.003016538
2260,-0.003005727
2261,-0.002994954
2262,-0.002984219
2263,-0.002973524
2264,-0.002962866
2265,-0.002952247
2266,-0.002941665
2267,-0.002931122
2268,-0.002920617
2269,-0.002910149
2270,-0.002899718
2271,-0.002889325
2272,-0.002878970
2273,-0.002868651
2274,-0.002858369
2275,-0.002848125
2276,-0.002837916
2277,-0.002827745
2278,-0.002817610
2279,-0.002807511
2280,-0.002797449
2281,-0.002787422
2282,-0.002777432
2283,-0.002767477
2284,-0.002757558
2285,-0.002747675
2286,-0.002737827
2287,-0.002728014
2288,-0.002718236
2289,-0.002708494
2290,-0.002698786
2291,-0.002689113
2292,-0.002679475
2293,-0.002669871
2294,-0.002660302
2295,-0.002650767
2296,-0.002641267
2297,-0.002631800
2298,-0.002622367
2299,-0.002612968
2300,-0.002603603
2301,-0.002594271
2302,-0.002584973
2303,-0.002575708
2304,-0.002566477
2305,-0.002557278
2306,-0.002548112
2307,-0.002538980
2308,-0.002529880
2309,-0.002520812
2310,-0.002511777
2311,-0.002502775
2312,-0.002493804
2313,-0.002484866
2314,-0.002475960
2315,-0.002467086
2316,-0.002458244
2317,-0.002449433
2318,-0.002440654
2319,-0.002431906
2320,-0.002423190
2321,-0.002414505
2322,-0.002405851
2323,-0.002397228
2324,-0.002388636
2325,-0.002380075
2326,-0.002371544
2327,-0.002363044
2328,-0.002354575
2329,-0.002346136
2330,-0.002337727
2331,-0.002329348
2332,-0.002320999
2333,-0.002312681
2334,-0.002304392
2335,-0.002296132
2336,-0.002287903
2337,-0.002279703
2338,-0.002271532
2339,-0.002263390
2340,-0.002255278
2341,-0.002247195
2342,-0.002239141
2343,-0.002231115
2344,-0.002223119
2345,-0.002215151
2346,-0.002207211
2347,-0.002199300
2348,-0.002191418
2349,-0.002183563
2350,-0.002175737
2351,-0.002167939
2352,-0.002160169
2353,-0.002152426
2354,-0.002144712
2355,-0.002137025
2356,-0.002129365
2357,-0.002121734
2358,-0.002114129
2359,-0.002106552
2360,-0.002099001
2361,-0.002091478
2362,-0.002083982
2363,-0.002076513
2364,-0.002069070
2365,-0.002061655
2366,-0.002054265
2367,-0.002046903
2368,-0.002039566
2369,-0.002032256
2370,-0.002024972
2371,-0.002017714
2372,-0.002010483
2373,-0.002003277
2374,-0.001996097
2375,-0.001988942
2376,-0.001981814
2377,-0.001974711
2378,-0.001967633
2379,-0.001960581
2380,-0.001953554
2381,-0.001946552
2382,-0.001939575
2383,-0.001932624
2384,-0.001925697
2385,-0.001918795
2386,-0.001911918
2387,-0.001905065
2388,-0.001898237
2389,-0.001891433
2390,-0.001884654
2391,-0.001877899
2392,-0.001871169
2393,-0.001864462
2394,-0.001857780
2395,-0.001851121
2396,-0.001844487
2397,-0.001837876
2398,-0.001831288
2399,-0.001824725
2400,-0.001818185
2401,-0.001811668
2402,-0.001805175
2403,-0.001798705
2404,-0.001792258
2405,-0.001785834
2406,-0.001779434
2407,-0.001773056
2408,-0.001766701
2409,-0.001760369
2410,-0.001754060
2411,-0.001747773
2412,-0.001741509
2413,-0.001735267
2414,-0.001729047
2415,-0.001722850
2416,-0.001716675
2417,-0.001710522
2418,-0.001704392
2419,-0.001698283
2420,-0.001692196
2421,-0.001686131
2422,-0.001680088
2423,-0.001674066
2424,-0.001668066
2425,-0.001662087
2426,-0.001656130
2427,-0.001650194
2428,-0.001644280
2429,-0.001638387
2430,-0.001632514
2431,-0.001626663
2432,-0.001620833
2433,-0.001615024
2434,-0.001609235
2435,-0.001603468
2436,-0.001597720
2437,-0.001591994
2438,-0.001586288
2439,-0.001580603
2440,-0.001574938
2441,-0.001569293
2442,-0.001563668
2443,-0.001558064
2444,-0.001552479
2445,-0.001546915
2446,-0.001541371
2447,-0.001535846
2448,-0.001530342
2449,-0.001524857
2450,-0.001519391
2451,-0.001513946
2452,-0.001508519
2453,-0.001503113
2454,-0.001497725
2455,-0.001492357
2456,-0.001487008
2457,-0.001481679
2458,-0.001476368
2459,-0.001471077
2460,-0.001465804
2461,-0.001460551
2462,-0.001455316
2463,-0.001450100
2464,-0.001444902
2465,-0.001439724
2466,-0.001434563
2467,-0.001429422
2468,-0.001424299
2469,-0.001419194
2470,-0.001414107
2471,-0.001409039
2472,-0.001403989
2473,-0.001398956
2474,-0.001393942
2475,-0.001388946
2476,-0.001383968
2477,-0.001379008
2478,-0.001374065
2479,-0.001369140
2480,-0.001364233
2481,-0.001359344
2482,-0.001354472
2483,-0.001349617
2484,-0.001344780
2485,-0.001339960
2486,-0.001335157
2487,-0.001330372
2488,-0.001325604
2489,-0.001320852
2490,-0.001316118
2491,-0.001311401
2492,-0.001306701
2493,-0.001302018
2494,-0.001297351
2495,-0.001292701
2496,-0.001288068
2497,-0.001283451
2498,-0.001278851
2499,-0.001274268
2500,-0.001269700
2501,-0.001265150
2502,-0.001260615
2503,-0.001256097
2504,-0.001251595
2505,-0.001247109
2506,-0.001242639
2507,-0.001238185
2508,-0.001233748
2509,-0.001229326
2510,-0.001224920
2511,-0.001220529
2512,-0.001216155
2513,-0.001211796
2514,-0.001207453
2515,-0.001203125
2516,-0.001198813
2517,-0.001194516
2518,-0.001190235
2519,-0.001185969
2520,-0.001181718
2521,-0.001177483
2522,-0.001173263
2523,-0.001169057
2524,-0.001164867
2525,-0.001160692
2526,-0.001156532
2527,-0.001152387
2528,-0.001148257
2529,-0.001144141
2530,-0.001140040
2531,-0.001135954
2532,-0.001131883
2533,-0.001127826
2534,-0.001123784
2535,-0.001119756
2536,-0.001115743
2537,-0.001111744
2538,-0.001107759
2539,-0.001103789
2540,-0.001099833
2541,-0.001095891
2542,-0.001091963
2543,-0.001088049
2544,-0.001084149
2545,-0.001080264
2546,-0.001076392
2547,-0.001072534
2548,-0.001068690
2549,-0.001064859
2550,-0.001061043
2551,-0.001057240
2552,-0.001053451
2553,-0.001049675
2554,-0.001045913
2555,-0.001042164
2556,-0.001038429
2557,-0.001034707
2558,-0.001030998
2559,-0.001027303
2560,-0.001023621
2561,-0.001019952
2562,-0.001016297
2563,-0.001012654
2564,-0.001009025
2565,-0.001005408
2566,-0.001001805
2567,-0.000998214
2568,-0.000994636
2569,-0.000991071
2570,-0.000987519
2571,-0.000983980
2572,-0.000980453
2573,-0.000976939
2574,-0.000973438
2575,-0.000969949
2576,-0.000966472
2577,-0.000963008
2578,-0.000959557
2579,-0.000956117
2580,-0.000952691
2581,-0.000949276
2582,-0.000945874
2583,-0.000942484
2584,-0.000939106
2585,-0.000935740
2586,-0.000932386
2587,-0.000929044
2588,-0.000925714
2589,-0.000922396
2590,-0.000919090
2591,-0.000915796
2592,-0.000912514
2593,-0.000909243
2594,-0.000905984
2595,-0.000902737
2596,-0.000899502
2597,-0.000896278
2598,-0.000893065
2599,-0.000889865
2600,-0.000886675
2601,-0.000883497
2602,-0.000880331
2603,-0.000877175
2604,-0.000874031
2605,-0.000870899
2606,-0.000867777
2607,-0.000864667
2608,-0.000861568
2609,-0.000858480
2610,-0.000855403
2611,-0.000852337
2612,-0.000849282
2613,-0.000846238
2614,-0.000843205
2615,-0.000840183
2616,-0.000837172
2617,-0.000834171
2618,-0.000831182
2619,-0.000828203
2620,-0.000825234
2621,-0.000822276
2622,-0.000819329
2623,-0.000816393
2624,-0.000813467
2625,-0.000810551
2626,-0.000807646
2627,-0.000804751
2628,-0.000801867
2629,-0.000798993
2630,-0.000796129
2631,-0.000793276
2632,-0.000790432
2633,-0.000787599
2634,-0.000784777
2635,-0.000781964
2636,-0.000779161
2637,-0.000776369
2638,-0.000773586
2639,-0.000770813
2640,-0.000768051
2641,-0.000765298
2642,-0.000762555
2643,-0.000759822
2644,-0.000757098
2645,-0.000754385
2646,-0.000751681
2647,-0.000748987
2648,-0.000746302
2649,-0.000743628
2650,-0.000740962
2651,-0.000738307
2652,-0.000735660
2653,-0.000733024
2654,-0.000730396
2655,-0.000727779
2656,-0.000725170
2657,-0.000722571
2658,-0.000719981
2659,-0.000717401
2660,-0.000714830
2661,-0.000712267
2662,-0.000709715
2663,-0.000707171
2664,-0.000704636
2665,-0.000702111
2666,-0.000699594
2667,-0.000697087
2668,-0.000694588
2669,-0.000692099
2670,-0.000689618
2671,-0.000687147
2672,-0.000684684
2673,-0.000682230
2674,-0.000679785
2675,-0.000677348
2676,-0.000674920
2677,-0.000672501
2678,-0.000670091
2679,-0.000667689
2680,-0.000665296
2681,-0.000662912
2682,-0.000660536
2683,-0.000658168
2684,-0.000655809
2685,-0.000653459
2686,-0.000651117
2687,-0.000648783
2688,-0.000646458
2689,-0.000644141
2690,-0.000641832
2691,-0.000639532
2692,-0.000637240
2693,-0.000634956
2694,-0.000632680
2695,-0.000630412
2696,-0.000628153
2697,-0.000625901
2698,-0.000623658
2699,-0.000621423
2700,-0.000619195
2701,-0.000616976
2702,-0.000614765
2703,-0.000612561
2704,-0.000610366
2705,-0.000608178
2706,-0.000605999
2707,-0.000603827
2708,-0.000601662
2709,-0.000599506
2710,-0.000597357
2711,-0.000595216
2712,-0.000593083
2713,-0.000590957
2714,-0.000588839
2715,-0.000586729
2716,-0.000584626
2717,-0.000582530
2718,-0.000580442
2719,-0.000578362
2720,-0.000576289
2721,-0.000574224
2722,-0.000572166
2723,-0.000570115
2724,-0.000568071
2725,-0.000566035
2726,-0.000564007
2727,-0.000561985
2728,-0.000559971
2729,-0.000557964
2730,-0.000555964
2731,-0.000553971
2732,-0.000551986
2733,-0.000550008
2734,-0.000548036
2735,-0.000546072
2736,-0.000544115
2737,-0.000542165
2738,-0.000540221
2739,-0.000538285
2740,-0.000536356
2741,-0.000534434
2742,-0.000532518
2743,-0.000530609
2744,-0.000528708
2745,-0.000526813
2746,-0.000524925
2747,-0.000523043
2748,-0.000521168
2749,-0.000519301
2750,-0.000517439
2751,-0.000515585
2752,-0.000513737
2753,-0.000511895
2754,-0.000510061
2755,-0.000508233
2756,-0.000506411
2757,-0.000504596
2758,-0.000502787
2759,-0.000500985
2760,-0.000499190
2761,-0.000497401
2762,-0.000495618
2763,-0.000493842
2764,-0.000492072
2765,-0.000490308
2766,-0.000488551
2767,-0.000486800
2768,-0.000485055
2769,-0.000483316
2770,-0.000481584
2771,-0.000479858
2772,-0.000478138
2773,-0.000476424
2774,-0.000474717
2775,-0.000473015
2776,-0.000471320
2777,-0.000469631
2778,-0.000467947
2779,-0.000466270
2780,-0.000464599
2781,-0.000462934
2782,-0.000461275
2783,-0.000459621
2784,-0.000457974
2785,-0.000456333
2786,-0.000454697
2787,-0.000453067
2788,-0.000451444
2789,-0.000449825
2790,-0.000448213
2791,-0.000446607
2792,-0.000445006
2793,-0.000443411
2794,-0.000441822
2795,-0.000440238
2796,-0.000438660
2797,-0.000437088
2798,-0.000435522
2799,-0.000433961
2800,-0.000432405
2801,-0.000430856
2802,-0.000429311
2803,-0.000427773
2804,-0.000426239
2805,-0.000424712
2806,-0.000423189
2807,-0.000421673
2808,-0.000420161
2809,-0.000418655
2810,-0.000417155
2811,-0.000415660
2812,-0.000414170
2813,-0.000412686
2814,-0.000411206
2815,-0.000409733
2816,-0.000408264
2817,-0.000406801
2818,-0.000405343
2819,-0.000403890
2820,-0.000402442
2821,-0.000401000
2822,-0.000399563
2823,-0.000398131
2824,-0.000396704
2825,-0.000395282
2826,-0.000393865
2827,-0.000392453
2828,-0.000391047
2829,-0.000389645
2830,-0.000388249
2831,-0.000386857
2832,-0.000385471
2833,-0.000384089
2834,-0.000382712
2835,-0.000381341
2836,-0.000379974
2837,-0.000378612
2838,-0.000377255
2839,-0.000375903
2840,-0.000374556
2841,-0.000373213
2842,-0.000371876
2843,-0.000370543
2844,-0.000369215
2845,-0.000367891
2846,-0.000366573
2847,-0.000365259
2848,-0.000363950
2849,-0.000362645
2850,-0.000361345
2851,-0.000360050
2852,-0.000358760
2853,-0.000357474
2854,-0.000356193
2855,-0.000354916
2856,-0.000353644
2857,-0.000352377
2858,-0.000351114
2859,-0.000349855
2860,-0.000348601
2861,-0.000347352
2862,-0.000346107
2863,-0.000344866
2864,-0.000343630
2865,-0.000342399
2866,-0.000341172
2867,-0.000339949
2868,-0.000338730
2869,-0.000337516
2870,-0.000336307
2871,-0.000335101
2872,-0.000333900
2873,-0.000332703
2874,-0.000331511
2875,-0.000330323
2876,-0.000329139
2877,-0.000327959
2878,-0.000326784
2879,-0.000325612
2880,-0.000324445
2881,-0.000323283
2882,-0.000322124
2883,-0.000320969
2884,-0.000319819
2885,-0.000318673
2886,-0.000317530
2887,-0.000316392
2888,-0.000315258
2889,-0.000314128
2890,-0.000313003
2891,-0.000311881
2892,-0.000310763
2893,-0.000309649
2894,-0.000308539
2895,-0.000307433
2896,-0.000306332
